street,count,year,directorate,lat,lng,oneway_ratio,feature_count,feature_length,ride_length,features
KURT-SCHUMACHER-DAMM,1,2009,11,13.3159456156583,52.5595637702054,0.9584122562356889,1,4846.73170080341,5048.296336870785,4432668
LINDAUER ALLEE / OLLENHAUERSTR. / WALDSTR.,3,2009,11,13.33210445,52.575437550000004,,3,,,4067951-4706735-23125889
LINDAUER ALLEE / ROEDERNALLEE / TEICHSTR.,1,2009,11,13.347835025,52.574351975,,3,,,4067951-4068065-4546470
OLLENHAUERSTR.,6,2009,11,13.3305015390962,52.5711561820266,1.0,1,3074.16741653692,3074.16741653692,23125889
ROEDERNALLEE,1,2009,11,13.3430967289215,52.5840282275831,0.33835249206134144,1,3150.7399577959,5235.4191990343115,4068065
RUPPINER CHAUSSEE,4,2009,11,13.2482456459044,52.6126850780797,0.007696745509965465,1,6695.56534883856,13339.596635141766,4795846
SCHARNWEBERSTR.,7,2009,11,13.3189223707098,52.5662213610136,0.9889977906786499,1,3666.33707636706,3706.6748843238765,4068044
SCHULZENDORFER STR.,2,2009,11,13.2325869118787,52.6127845393614,0.0,1,2179.21718453847,4358.43436907694,5026423
SEIDELSTR.,1,2009,11,13.2994845092439,52.5705779987973,0.5290966991692077,1,2682.22198480117,3945.2891710049603,4537056
WAIDMANNSLUSTER DAMM,1,2009,11,13.2982953754575,52.5983526201128,0.512655784186397,1,5191.09875133036,7720.950701508427,4540101
WALDSTR.,2,2009,11,13.3235606019999,52.575817356241,0.47603977225563504,1,1518.0089965713,2313.3853361327933,4706735
WITTESTR.,1,2009,11,13.3027221495472,52.5779972177316,0.2343971419123569,1,1951.38360236388,3445.3684655590273,4589063
ALT-TEGEL / BERLINER STR. / BERNSTORFFSTR.,1,2009,11,13.283287049999998,52.58994265,,3,,,4588911-4796482-4796487
AM NORDGRABEN / HOLZHAUSER STR.,1,2009,11,13.3191716,52.5876205,,2,,,4569873-4678210
AROSER ALLEE / HOLLÄNDERSTR.,2,2009,11,13.3539599,52.5620932,,2,,,4581788-4610047
BERLINER STR. / KAROLINENSTR. / SCHLOßSTR. / AM TEGELER HAFEN,1,2009,11,13.2824522,52.59089194999999,,4,,,4588911-4645180-4796472-23099190
BRUSEBERGSTR.,2,2009,11,13.3426538699064,52.569471715969,0.0,1,788.819530350957,1577.639060701914,16750370
BUDDESTR. / GRUßDORFSTR.,1,2009,11,13.2882168,52.5888758,,2,,,4588918-4804125
CONRADSTR. / HOLZHAUSER STR. / SOLTAUER STR.,1,2009,11,13.3028918,52.5807442,,3,,,4569873-8752473-8752808
ERNSTSTR.,1,2009,11,13.299272985347,52.5830806588566,0.0,1,1113.46806790149,2226.93613580298,4645235
GORKISTR. / ZIEKOWSTR.,2,2009,11,13.292128949999999,52.590571600000004,,2,,,4645177-4765928
HOLLÄNDERSTR.,2,2009,11,13.3507805604119,52.5620671826008,0.027283855387180773,1,2182.44316370007,4305.340863731006,4610047
HOLZHAUSER STR. / WITTESTR.,2,2009,11,13.2995817,52.5790901,,2,,,4569873-4589063
KAPWEG / SCHARNWEBERSTR.,2,2009,11,13.3304658,52.5625317,,2,,,4068044-4071978
ANTONIENSTR.,2,2009,11,13.3125896827053,52.5733895514657,1.0,1,1199.30549179144,1199.30549179144,26401499
BUDDESTR.,1,2009,11,13.2869118373003,52.5908625911378,0.1770907194104892,1,1075.94861979141,1961.3567244552364,4804125
BUDDESTR. / GORKISTR.,1,2009,11,13.2874382,52.5900873,,2,,,4765928-4804125
HATZFELDTALLEE / ZIEKOWSTR.,1,2009,11,13.2915007,52.5924462,,2,,,4645177-23141596
HEILIGENSEESTR. / KAROLINENSTR. / RUPPINER CHAUSSEE,1,2009,11,13.2749923,52.5979921,,3,,,4645149-4645180-4795846
KAPWEG,1,2009,11,13.3285250646172,52.5624606496312,1.0,1,559.927131135321,559.927131135321,4071978
OTISSTR. / SEIDELSTR. / ALLEE ST. EXUPERY,2,2009,11,13.30022,52.5698879,,2,,,4537056-4801741
RUPPINER CHAUSSEE / STOLPMÜNDER WEG,1,2009,11,13.2308522,52.6244539,,2,,,4795846-18652302
AM NORDGRABEN / TRIFTSTR. / TRIFTBRÜCKE,1,2009,11,13.3171179,52.5882254,,2,,,4678210-4766009
BRUNOWSTR.,1,2009,11,13.2827360780082,52.5874275581917,0.0,1,793.759850036997,1587.519700073994,4796510
KIENHORSTSTR.,1,2009,11,13.3237129429492,52.573833260125,0.1430804802462468,1,1529.1340960615,2839.47895129761,4067941
SAALMANNSTR. / WALDSTR.,1,2009,11,13.3293511,52.5755724,,2,,,4706735-8064968
HEILIGENSEESTR. / NORDDORFER PFAD,1,2009,11,13.2275662,52.606974,,2,,,4645149-24720479
KIENHORSTSTR. / OLLENHAUERSTR.,1,2009,11,13.3313487,52.5735039,,2,,,4067941-23125889
ZOBELTITZSTR.,1,2009,11,13.3152059191729,52.5692486441614,0.08753751115022766,1,1464.22820474292,2800.281516686679,8873639
EICHBORNDAMM / SCHARNWEBERSTR. / A 111 BAB AUTOBAHNZUBRINGER HAMBURG / 111 AS EI,1,2009,11,13.3119439,52.567969,,2,,,4068044-4537077
HERMSDORFER DAMM / WAIDMANNSLUSTER DAMM / A 111 BAB AUTOBAHNZUBRINGER HAMBURG /,1,2009,11,13.285462,52.5949833,,2,,,4540101-4540161
KURT-SCHUMACHER-DAMM / OLLENHAUERSTR. / SCHARNWEBERSTR. / KURT-SCHUMACHER-PLATZ,1,2009,11,13.32804794694705,52.56401823735403,,4,,,4068044-4071974-4432668-23125889
ANDORNSTEIG / SCHULZENDORFER STR.,1,2009,11,13.243587640945801,52.6143046100484,,2,,,5026423-24716398
ROEDERNALLEE / THYSSENSTR.,1,2009,11,13.3455177,52.580758,,2,,,4068065-19200013
GORKISTR. / MARZAHNSTR.,1,2009,11,13.2950624,52.5908801,,2,,,4765928-23913646
ANTONIENSTR. / SCHARNWEBERSTR. / A 111 BAB AUTOBAHNZUBRINGER HAMBURG / 111 AS EI,3,2009,11,13.3105684,52.5679469,,2,,,4068044-26401499
HOLZHAUSER STR. / A 111 BAB AUTOBAHNZUBRINGER HAMBURG / 111 AS HOLZHAUSER STR AU,1,2009,11,13.306359210145176,52.582156842441364,0.6597659538650835,1,3163.07281063474,4239.25787121634,4569873
BERLINER STR. / BRUNOWSTR.,1,2009,11,13.2855582,52.587770500000005,,2,,,4588911-4796510
BERNAUER STR. / SEIDELSTR.,1,2009,11,13.2946193,52.5761921,,2,,,4537056-4568174
ALT-HEILIGENSEE / DORFAUE HEILIGENSEE,1,2009,11,13.21225621470059,52.60723266498986,0.08337316982299642,1,2223.88428197398,4262.35628204025,5046518
BASDORFER ZEILE / GORKISTR.,1,2009,11,13.3010225,52.5915059,,2,,,4765928-16355532
BLANKESTR. / SCHARNWEBERSTR.,1,2009,11,13.329229,52.5634051,,2,,,4068044-4675067
BREITENBACHSTR. / HOLZHAUSER STR. / SCHUBARTSTR.,1,2009,11,13.3054371,52.5819883,,3,,,4569873-4645231-8100317
GENERAL-BARBY-STR. / WALDSTR.,1,2009,11,13.3188928,52.5761148,,2,,,4537082-4706735
HOLZHAUSER STR. / TIETZSTR.,1,2009,11,13.3066236,52.5825686,,2,,,4569873-8100381
OTISSTR. / QUÄKERSTR.,1,2009,11,13.305567,52.5751253,,2,,,4801741-4801744
TITUSWEG / WAIDMANNSLUSTER DAMM / ZIEKOWSTR.,1,2009,11,13.2916551,52.5960287,,3,,,4540101-4645177-4802120
ALTENHOFER WEG,1,2009,11,13.2962091768022,52.5877885390445,0.0,1,235.948565163747,471.897130327494,4645227
BERNAUER STR. / STRAßE R (HOKA IV),1,2009,11,13.2494085,52.5527897,,2,,,4568174-96004833
BUDDESTR. / BERNSTORFFSTR.,2,2009,11,13.2866304,52.5912748,,2,,,4796487-4804125
FRIEDERIKESTR.,1,2009,11,13.2287900833009,52.5761603447385,0.5727419174442737,1,2054.13148105181,2931.775758963361,5046356
JULIERSTR.,1,2009,11,13.3454285981871,52.5657458880804,0.0,1,92.7846077468467,185.5692154936934,5089143
BERNAUER STR. / MESCHEDER WEG,1,2009,11,13.2914774,52.5755173,,2,,,4568174-4796775
EGIDYSTR. / WAIDMANNSLUSTER DAMM,1,2009,11,13.3033185,52.6006596,,2,,,4540101-4802151
GENERAL-BARBY-STR. / KIENHORSTSTR.,1,2009,11,13.3186898,52.5740655,,2,,,4067941-4537082
GOTTHARDSTR. / TEICHSTR.,1,2009,11,13.3466217,52.5669564,,2,,,4546470-4804202
METEORSTR.,1,2009,11,13.3201359272755,52.5634171893531,0.0,1,666.781140387632,1333.562280775264,4706739
RUPPINER CHAUSSEE / SCHULZENDORFER STR. / ZUR BAB A111-E26,2,2009,11,13.2448978,52.6144116,,2,,,4795846-5026423
AN DER HASENFURT / SCHULZENDORFER STR.,1,2009,11,13.238218,52.6135116,,2,,,5026423-5046998
AN DER OBERREALSCHULE / TILE-BRÜGGE-WEG,1,2009,11,13.2899599,52.5912658,,2,,,4645186-16355536
AROSER ALLEE / BIELER STR.,1,2009,11,13.3517025,52.5668544,,2,,,4581788-5117258
BASDORFER ZEILE / TILE-BRÜGGE-WEG,1,2009,11,13.3007605,52.5923936,,2,,,16355532-16355536
BLANKESTR.,1,2009,11,13.3301784676698,52.5640512528826,0.0,1,284.258198742061,568.516397484122,4675067
ELCHDAMM,1,2009,11,13.2307241359162,52.5999903186868,0.0,1,2561.15961870881,5122.31923741762,5046521
MEDEBACHER WEG / AM TEGELER HAFEN,1,2009,11,13.2784882,52.5899218,,2,,,4796472-4796786
OLLENHAUERSTR. / VON-DER-GABLENTZ-STR.,1,2009,11,13.3284647,52.565414,,2,,,10737928-23125889
SCHARNWEBERSTR. / SCHILLINGSTR.,1,2009,11,13.3202492,52.5659853,,2,,,4068044-4537080
AM DACHSBAU / WILDGANSSTEIG,1,2009,11,13.230738,52.6093174,,2,,,5046979-5046985
ANTONIENSTR. / EICHBORNDAMM / MIRAUSTR.,1,2009,11,13.31567995,52.577957049999995,,3,,,4537077-4804097-26401499
JACOBSENWEG,1,2009,11,13.2985203829404,52.5814643710375,0.0,1,555.880646809488,1111.761293618976,30748472
OTISSTR.,1,2009,11,13.3039753910212,52.5736080776515,0.0,1,976.619384736988,1953.238769473976,4801741
SCHOLLENWEG,1,2009,11,13.3005720776537,52.6031699807318,0.0,1,473.777081953771,947.554163907542,23093148
ALT-WITTENAU / EICHBORNDAMM,4,2009,12,13.3263192,52.5916679,,2,,,4537077-4765745
ALT-WITTENAU / ROEDERNALLEE,1,2009,12,13.3389567,52.5893771,,2,,,4068065-4765745
BERLINER STR.,2,2009,12,13.2840014806453,52.6650751210871,0.0,1,1489.51035907075,2979.0207181415,5051463
BERLINER STR. / WALDSEEWEG,1,2009,12,13.29836595,52.63974665,,2,,,5051463-28817923
CYCLOPSTR.,2,2009,12,13.3281886633622,52.5995811626737,0.0,1,693.88561253374,1387.77122506748,4765877
DANNENWALDER WEG / FINSTERWALDER STR. / WILHELMSRUHER DAMM,1,2009,12,13.339320325,52.595892075,,3,,,4765110-4765352-4802750
EICHBORNDAMM,2,2009,12,13.3208638337429,52.5839862620854,0.4134086255837759,1,3698.30618957787,5867.7007003343815,4537077
EICHBORNDAMM / ORANIENBURGER STR. / WILHELMSRUHER DAMM,2,2009,12,13.332948349999999,52.5954217,,3,,,4071964-4537077-4765110
EICHHORSTER WEG,2,2009,12,13.3411793,52.6000307,0.0,1,1219.19940922463,2438.39881844926,4802786
EMMENTALER STR. / RESIDENZSTR.,2,2009,12,13.3608121,52.5703344,,2,,,4594653-4638312
FALKENTALER STEIG / HEINSESTR. / HERMSDORFER DAMM,2,2009,12,13.3041351,52.6195503,,3,,,4540161-4804837-28793517
HERMSDORFER STR. / LANGE ENDEN / BLOMBERGER WEG,1,2009,12,13.323451357055301,52.5979111472207,,3,,,4765876-4765947-4765949
HERMSDORFER STR. / ORANIENBURGER STR.,2,2009,12,13.3265459,52.6046487,,2,,,4071964-4765947
KLEMKESTR.,1,2009,12,13.3682037770906,52.5744379092409,0.4993222552165076,1,1929.56855369212,2895.660585559836,4071972
KOPENHAGENER STR.,1,2009,12,13.3623785911644,52.5791549550929,0.0,1,1136.77251889739,2273.54503779478,33927189
MARKSTR. / PANKOWER ALLEE / RESIDENZSTR.,1,2009,12,13.3643706,52.5638211,,3,,,4594653-4610040-10755765
ORANIENBURGER STR.,3,2009,12,13.3339146277492,52.5907155628614,0.6405869315687691,1,6455.61860384759,8775.85229487819,4071964
ORANIENBURGER STR. / RATHAUSPROMENADE / TESSENOWSTR.,1,2009,12,13.33328293616435,52.58142673892168,,3,,,4071964-4675254-4675304
ORANIENDAMM,3,2009,12,13.3206406689566,52.6097525201938,0.0,1,993.393154641189,1986.786309282378,9774896
ORANIENDAMM / WAIDMANNSLUSTER DAMM / ZABEL- KRÜGER-DAMM,2,2009,12,13.3238076,52.6078615,,3,,,4540101-4802391-9774896
QUICKBORNER STR.,2,2009,12,13.3635339047381,52.6068414902183,0.09189677870713885,1,2773.71389217812,5292.532412609831,4765339
RESIDENZSTR.,7,2009,12,13.3637448991295,52.5650633341418,0.9314703153014364,1,3896.16245265195,4163.16523706657,4594653
RESIDENZSTR. / RITTERLANDWEG,5,2009,12,13.3688645,52.5605939,,2,,,4594653-4610132
ROEDERNALLEE,1,2009,12,13.3430967289215,52.5840282275831,0.33835249206134144,1,3150.7399577959,5235.4191990343115,4068065
SENFTENBERGER RING,1,2009,12,13.3563828902757,52.6051791172156,0.0,1,3586.17470294426,7172.34940588852,4802807
WAIDMANNSLUSTER DAMM,2,2009,12,13.2982953754575,52.5983526201128,0.512655784186397,1,5191.09875133036,7720.950701508427,4540101
WILHELMSRUHER DAMM,3,2009,12,13.3528468625584,52.596510926761,0.27659169965959907,1,4113.8691101052,7089.876170869281,4765110
ZABEL-KRÜGER-DAMM,2,2009,12,13.339539639502,52.612036704326,0.0,1,2584.42496157825,5168.8499231565,4802391
ZELTINGER PLATZ,1,2009,12,13.2905184683848,52.6334265033681,0.8775608047907644,1,483.839355508222,543.0802568072039,4902505
ZELTINGER PLATZ / FROHNAUER BRÜCKE,2,2009,12,13.289784,52.6332194,,2,,,4902505-7729029
ALMUTSTR. / BERLINER STR.,2,2009,12,13.3023219,52.63738875,,2,,,5051463-9703378
AM PFINGSTBERG / BURGFRAUENSTR.,1,2009,12,13.3023449,52.6265912,,2,,,4804916-4804925
AMENDESTR. / RESIDENZSTR.,1,2009,12,13.3624282,52.5672521,,2,,,4594653-4637899
ARTEMISSTR. / DIANASTR.,1,2009,12,13.3149938,52.6102841,,2,,,4802339-25799886
BURGFRAUENSTR.,1,2009,12,13.3004756080366,52.6263783183817,0.0,1,1806.11688677271,3612.23377354542,4804925
DANNENWALDER WEG / TREUENBRIETZENER STR. / WILHELMSRUHER DAMM,1,2009,12,13.360624549999999,52.59708465,,3,,,4765110-4765338-4765352
DIETRICHINGER WEG / ORANIENBURGER STR. / WITTENAUER STR.,2,2009,12,13.329674,52.6020065,,3,,,4071964-4802588-39493949
DÜSTERHAUPTSTR. / WAIDMANNSLUSTER DAMM,1,2009,12,13.3219647,52.6074554,,2,,,4540101-4802331
EICHHORSTER WEG / SCHORFHEIDESTR. / WILHELMSRUHER DAMM,2,2009,12,13.3476343,52.5961978,,3,,,4765110-4802786-11953271
HAUSOTTERSTR. / REGINHARDSTR.,1,2009,12,13.3725654,52.5682249,,2,,,4610134-4637947
HERMSDORFER DAMM / SCHLOßSTR.,1,2009,12,13.3057766,52.6204712,,2,,,4540161-4804498
HERMSDORFER STR.,1,2009,12,13.3237373203923,52.5984776046051,0.25189893955407316,1,1473.75805382136,2576.2780167258447,4765947
HOLLÄNDERSTR.,1,2009,12,13.3507805604119,52.5620671826008,0.027283855387180773,1,2182.44316370007,4305.340863731006,4610047
MARKSTR.,2,2009,12,13.3647787581342,52.5606746760514,0.8954126285359881,1,1446.81202742342,1598.1302943741534,4610040
PANKOWER ALLEE / PAPIERSTR. / PROVINZSTR.,1,2009,12,13.3780408,52.5646836,,3,,,4610131-10755765-27145001
WACHSMUTHSTR.,1,2009,12,13.313134359071,52.6166432617418,0.0,1,454.406893694181,908.813787388362,33327632
WALDERSEESTR.,1,2009,12,13.3624293,52.5609381,0.0,1,312.029521366622,624.059042733244,183583120
BENEKENDORFFSTR. / ORANIENDAMM,3,2009,12,13.3221905,52.6088245,,2,,,4802408-9774896
DEUTSCHE STR. / FRIEDRICH-WILHELM-STR. / RESIDENZSTR.,2,2009,12,13.3617793,52.5685157,,3,,,4594653-4638308-48906754
HEIDENHEIMER STR. / HEINSESTR.,1,2009,12,13.3087824,52.6150974,,2,,,4804520-28793517
SCHULZENDORFER STR. / ELSENBRUCHSTR.,1,2009,12,13.301397,52.6112763,,2,,,4804532-4804662
TREUENBRIETZENER STR. / WESENDORFER STR.,1,2009,12,13.3627574,52.6005645,,2,,,4765338-21759542
MITTELBRUCHZEILE / RESIDENZSTR.,1,2009,12,13.3629835,52.5662134,,2,,,4594653-4637804
SIGISMUNDKORSO / LUDOLFINGERPLATZ,1,2009,12,13.2874323,52.6322887,,2,,,16857795-32459359
WAIDMANNSLUSTER DAMM / WALDHORNSTR.,1,2009,12,13.3081043,52.6028481,,2,,,4540101-4766084
BERLINER STR. / OSWINSTEIG,1,2009,12,13.29418335,52.642461,,2,,,4804914-5051463
REGINHARDSTR.,2,2009,12,13.3732275590503,52.5655265890415,0.0,1,2076.11870149015,4152.2374029803,4610134
MARKSTR. / WALDERSEESTR.,1,2009,12,13.3646503,52.5613036,,2,,,4610040-183583120
SCHÖNFLIEßER STR. / ZELTINGER STR.,1,2009,12,13.3012158,52.6429751,,2,,,4902500-8069374
SENFTENBERGER RING / STRAUPITZER STEIG,1,2009,12,13.3535513,52.5998485,,2,,,4802807-25559114
ZERPENSCHLEUSER RING,1,2009,12,13.3693215906353,52.6055598493334,0.0,1,778.017773565394,1556.035547130788,4802824
KÜHNEMANNSTR. / SCHWABSTR. / PROVINZSTR.,1,2009,12,13.378409,52.5660087,,3,,,4610131-4637771-8913248
LINDAUER ALLEE / RESIDENZSTR. / KOLPINGPLATZ,2,2009,12,13.3589968025521,52.57352001798282,,3,,,4067951-4594653-61738221
BLUNCKSTR. / OLLENHAUERSTR. / ORANIENBURGER STR.,1,2009,12,13.332981775,52.578157675,,3,,,4071964-4678195-23125889
ORANIENBURGER STR. / GÖSCHENPLATZ,1,2009,12,13.3325059,52.5976461,,2,,,4071964-4765878
BERLINER STR. / BURGFRAUENSTR. / VELTHEIMSTR.,2,2009,12,13.30035235,52.637004850000004,,3,,,4804925-4805075-5051463
REGINHARDSTR. / RITTERLANDWEG,1,2009,12,13.3714735,52.5607893,,2,,,4610132-4610134
AM NORDGRABEN / ROEDERNALLEE / ROEDERNBRÜCKE,1,2009,12,13.3399001,52.58808515,,2,,,4068065-4678210
SCHONACHER STR. / ZABEL-KRÜGER-DAMM / SCHLUCHSEESTR.,1,2009,12,13.3278784,52.6090183,,3,,,4802391-4802431-4802554
EICHHORSTER WEG / STEINKIRCHENER STR.,1,2009,12,13.346605,52.5970856,,2,,,4802753-4802786
PROVINZSTR.,1,2009,12,13.3788598376203,52.5676572039137,0.0,1,1554.46301566728,3108.92603133456,4610131
BÜDNERRING,2,2009,12,13.3702302245116,52.5729001650179,0.7024351328189344,1,747.385402933173,969.7810410900498,4637941
SIGISMUNDKORSO,1,2009,12,13.2778896687717,52.6301936082371,0.16006146942698007,1,1648.31938461506,3032.8063464436577,16857795
AM WAIDMANNSECK / ORANIENBURGER STR. / ORANIENDAMM,1,2009,12,13.3254658,52.6060026,,3,,,4071964-4766071-9774896
ARIADNESTR. / WILTINGER STR.,1,2009,12,13.2900476,52.6363044,,2,,,4902523-8561434
HEIDENHEIMER STR. / SCHRAMBERGER STR.,1,2009,12,13.3028785,52.6156614,,2,,,4804520-4804536
PFADFINDERWEG,1,2009,12,13.2699338135549,52.6285335742268,0.0,1,467.889370412922,935.778740825844,16857792
RASCHDORFFSTR. / RESIDENZSTR. / THATERSTR.,2,2009,12,13.3621475,52.56780575,,3,,,4594653-4637898-4638307
AMENDESTR. / NORDBAHNSTR.,1,2009,12,13.3750359,52.5722947,,2,,,4637899-4637940
BENEKENDORFFSTR. / HORBER STR.,1,2009,12,13.3253389,52.6099534,,2,,,4802408-4802435
BERLINER STR. / TEGELER STR.,1,2009,12,13.30029,52.6368487,,2,,,5051463-22900000
FROHNAUER BRÜCKE,1,2009,12,13.2894194860404,52.6330607354113,0.020330063876022188,1,60.5698227913891,119.90825721646992,7729029
FROHNAUER STR. / WELFENALLEE,1,2009,12,13.2851577,52.6281018,,2,,,10620102-10620897
KNEIPPSTR.,1,2009,12,13.2955817104849,52.6205947937435,0.0,1,569.318897913596,1138.637795827192,4804838
LENGEDER STR.,1,2009,12,13.3541960713983,52.5836597447328,0.0,1,1521.72994801035,3043.4598960207,4380909
MAXIMILIANKORSO,1,2009,12,13.2786305251737,52.6341688572491,0.0,1,1393.3939431933,2786.7878863866,16885071
REGINHARDSTR. / SCHWABSTR.,1,2009,12,13.3731722,52.5657663,,2,,,4610134-8913248
AM EICHENHAIN,1,2009,12,13.2657753737473,52.6333486033053,0.0,1,1772.59473187974,3545.18946375948,16857791
BREITKOPFSTR. / KLEMKESTR.,1,2009,12,13.3625369,52.5741715,,2,,,4071972-5117286
BÜDNERRING / REGINHARDSTR.,1,2009,12,13.3686894,52.570999,,2,,,4610134-4637941
DIANASTR. / ORANIENDAMM / ZEHNTWERDERWEG,3,2009,12,13.3180277,52.6113276,,3,,,9774896-25799886-332561057
ELSENPFUHLSTR. / JANSENSTR.,1,2009,12,13.3334722,52.5848231,,2,,,4675306-4675309
EPENSTEINPLATZ,1,2009,12,13.37716066752,52.5657288114705,0.0,1,116.458138976842,232.916277953684,27752462
GLIENICKER STR. / SCHLOßSTR. / WALDSEEWEG / BAHNHOFPLATZ,1,2009,12,13.308087105343825,52.61865137816028,,3,,,4804498-28817923-48395698
GOLLANCZSTR.,1,2009,12,13.2864710162361,52.6451839656815,0.156811839672983,1,2440.02024959849,4497.41643501811,6247948
MITTELBRUCHZEILE / REGINHARDSTR.,1,2009,12,13.3728196,52.56740205,,2,,,4610134-4637804
PARKSTR. / SOLQUELLSTR. / CECILIENPLATZ,1,2009,12,13.3141111,52.6247316,,2,,,4805018-4805028
TREUENBRIETZENER STR. / QUICKBORNER STR.,1,2009,12,13.367937300000001,52.602789349999995,,2,,,4765338-4765339
ÖSCHELBRONNER WEG,1,2009,12,13.3399688539595,52.6094730796999,0.0,1,546.486940203736,1092.973880407472,4802550
ALT-REINICKENDORF / RESIDENZSTR. / KLEMKESTR. / KOPENHAGENER STR.,1,2009,12,13.359196827179815,52.57427474571443,,4,,,4067922-4071972-4594653-33927189
AM FREIBAD / AM VIERRUTENBERG,1,2009,12,13.3396008,52.6172546,,2,,,4802406-30705440
BEI DEN WÖRDEN / GORKISTR.,1,2009,12,13.3133534,52.5933673,,2,,,4765928-4765936
ELSESTR. / KÄTHESTR.,1,2009,12,13.3264577,52.6240894,,2,,,4805013-4805052
LÜBARSER STR. / ORANIENBURGER STR.,1,2009,12,13.3322026,52.5993165,,2,,,4071964-4802740
SCHLUCHSEESTR.,1,2009,12,13.3337113976828,52.606249390468,0.0,1,1130.51502613218,2261.03005226436,4802554
WAIDMANNSLUSTER DAMM / JEAN-JAURES-STR.,1,2009,12,13.298008099209035,52.59896140537893,0.512655784186397,1,5191.09875133036,7720.950701508427,4540101
BERLINER STR. / TRINIUSSTR.,1,2009,12,13.299606050000001,52.6432848,,2,,,5051463-9360793
EDELHOFDAMM / MARKGRAFENSTR. / EDELHOFPARK,1,2009,12,13.2975775,52.6351479,,2,,,4902508-28276120
ENKIRCHER STR.,1,2009,12,13.3049325439976,52.6333613221197,0.0,1,782.731631939155,1565.46326387831,5942806
FREIHEITSWEG,1,2009,12,13.3548635097994,52.5759287395525,0.0,1,688.463326218724,1376.926652437448,4804132
IM HUFENSCHLAG / WINDHALMWEG,1,2009,12,13.3183979,52.5793249,,2,,,4678203-4678204
LANGE ENDEN,1,2009,12,13.3209250082491,52.597521612991,0.0,1,458.361286054585,916.72257210917,4765949
