street,count,year,directorate,lat,lng,oneway_ratio,feature_count,feature_length,ride_length,features
ALEMANNENSTR. / MAXIMILIANKORSO,1,2017,12,13.2806915,52.6341015,,2,,,16866582-16885071
ALT-WITTENAU / EICHBORNDAMM,1,2017,12,13.3263192,52.5916679,,2,,,4537077-4765745
ALT-WITTENAU / GORKISTR. / ROSENTRETERPROMENADE,1,2017,12,13.3199915,52.5939269,,3,,,4765745-4765928-4765954
AM KAHLSCHLAG / SIGISMUNDKORSO,1,2017,12,13.2746359,52.6304433,,2,,,16857795-16931255
AM LEHNSHOF / BERLINER STR.,1,2017,12,13.3018981,52.6369117,,2,,,5051463-50484719
AM NORDGRABEN,1,2017,12,13.3290159082598,52.5874631070189,0.8028348271547981,1,5066.20611512817,6065.085519486834,4678210
AMENDESTR.,2,2017,12,13.3691434651511,52.5687017479048,0.0,1,1067.01300016548,2134.02600033096,4637899
AMENDESTR. / RESIDENZSTR.,2,2017,12,13.3624282,52.5672521,,2,,,4594653-4637899
ARMBRUSTWEG / EMMENTALER STR. / REGINHARDSTR.,1,2017,12,13.3660218,52.572462,,3,,,4610134-4637907-4638312
ARTEMISSTR. / BRANDTSTR.,1,2017,12,13.313241,52.6110748,,2,,,4802339-20547483
BERLINER STR.,2,2017,12,13.2840014806453,52.6650751210871,0.0,1,1489.51035907075,2979.0207181415,5051463
BERLINER STR. / BERTRAMSTR. / WACHSMUTHSTR.,1,2017,12,13.310226175,52.629088225000004,,3,,,4805024-5051463-33327632
BERLINER STR. / BURGFRAUENSTR. / VELTHEIMSTR.,1,2017,12,13.30035235,52.637004850000004,,3,,,4804925-4805075-5051463
BERLINER STR. / ROBINIENWEG,1,2017,12,13.30029,52.6368487,,2,,,4804482-5051463
BERTASTR. / SCHILDOWER STR.,1,2017,12,13.3211569,52.6240398,,2,,,4805054-4805066
BREITKOPFSTR.,1,2017,12,13.3650812256651,52.5699601486173,0.0,1,1349.88642590482,2699.77285180964,5117286
BURGFRAUENSTR. / HOHEFELDSTR.,1,2017,12,13.2993177,52.6262464,,2,,,4804925-4804937
BURGFRAUENSTR. / ROEDERNSTR.,1,2017,12,13.309554,52.6273704,,2,,,4804920-4804925
CYCLOPSTR.,1,2017,12,13.3281886633622,52.5995811626737,0.0,1,693.88561253374,1387.77122506748,4765877
DANNENWALDER WEG,1,2017,12,13.3515368421989,52.5922272880385,0.04519342444327636,1,2296.43405566904,4489.084392354234,4765352
DANNENWALDER WEG / FINSTERWALDER STR. / WILHELMSRUHER DAMM,3,2017,12,13.339320325,52.595892075,,3,,,4765110-4765352-4802750
DANNENWALDER WEG / TREUENBRIETZENER STR. / WILHELMSRUHER DAMM,3,2017,12,13.360624549999999,52.59708465,,3,,,4765110-4765338-4765352
DRONTHEIMER STR. / RITTERLANDWEG / SOLDINER STR. / PROVINZSTR.,1,2017,12,13.3770424,52.5607568,,4,,,4610130-4610131-4610132-8150022
DÜBELPFAD,1,2017,12,13.3428168551079,52.5905622697593,0.0,1,168.989329059088,337.978658118176,4765667
EDELHOFDAMM,1,2017,12,13.2991959059906,52.6355300855933,0.8056352175781311,1,1787.85052942598,2135.3457085806835,4902508
EICHHORSTER WEG / LÜBARSER STR.,1,2017,12,13.3357205,52.6027724,,2,,,4802740-4802786
EMMENTALER STR. / RESIDENZSTR.,2,2017,12,13.3608121,52.5703344,,2,,,4594653-4638312
EMMENTALER STR. / THURGAUER STR.,1,2017,12,13.358147,52.5695269,,2,,,4638312-4638320
FALKENTALER STEIG / HEINSESTR. / HERMSDORFER DAMM,1,2017,12,13.3041351,52.6195503,,3,,,4540161-4804837-28793517
FELLBACHER STR.,1,2017,12,13.3049867686126,52.6165992813848,0.0,1,446.735188927587,893.470377855174,4804563
FELLBACHER STR. / HEINSESTR. / FELLBACHER PLATZ,1,2017,12,13.3075831,52.6162176,,3,,,4804563-28793516-28793517
FINSTERWALDER STR.,1,2017,12,13.344783895244,52.6014821509503,0.07416034137259675,1,1814.95290212436,3495.308277451992,4802750
FÜRSTENDAMM,1,2017,12,13.3008334339003,52.631385316609,0.0,1,1349.2210712652,2698.4421425304,4902510
GRALSBURGSTEIG,1,2017,12,13.2851338635085,52.6368179772649,0.0,1,905.384830863567,1810.769661727134,17342224
HAUSOTTERSTR. / RESIDENZSTR. / STARGARDTSTR.,1,2017,12,13.3627676,52.5666076,,3,,,4594653-4637947-32009527
HEINSESTR.,3,2017,12,13.3074990181402,52.6162859774089,0.0,1,876.785713036849,1753.571426073698,28793517
HERMSDORFER DAMM,2,2017,12,13.2951375793075,52.610192407,0.2479147025081668,1,5384.49784323905,9434.099505515625,4540161
HERMSDORFER DAMM / HOHEFELDSTR.,1,2017,12,13.3059435,52.6205481,,2,,,4540161-4804937
HERMSDORFER STR.,1,2017,12,13.3237373203923,52.5984776046051,0.25189893955407316,1,1473.75805382136,2576.2780167258447,4765947
HERMSDORFER STR. / LANGE ENDEN / BLOMBERGER WEG,1,2017,12,13.323451357055301,52.5979111472207,,3,,,4765876-4765947-4765949
HOCHJAGDSTR. / WAIDMANNSLUSTER DAMM,1,2017,12,13.3122101,52.6046143,,2,,,4540101-4766080
HOLLÄNDERSTR.,1,2017,12,13.3507805604119,52.5620671826008,0.027283855387180773,1,2182.44316370007,4305.340863731006,4610047
HOLLÄNDERSTR. / LETTEALLEE / RESIDENZSTR. / FAHLANDGASSE / FRANZ-NEUMANN-PLATZ,1,2017,12,13.365729966666668,52.56300831666667,,4,,,4594653-4610047-4610176-24842231
HOLLÄNDERSTR. / MARKSTR.,3,2017,12,13.364505000000001,52.5626951,,2,,,4610040-4610047
HOLZSTR. / LETTEALLEE / PROVINZSTR.,1,2017,12,13.3777555,52.5636178,,3,,,4610131-4610176-4637776
ILBESHÄUSER WEG,1,2017,12,13.3345397228355,52.5978131234181,0.0,1,233.041610005061,466.083220010122,4802746
JANSENSTR. / ORANIENBURGER STR.,2,2017,12,13.334922,52.5846847,,2,,,4071964-4675309
JEAN-JAURÈS-STR.,1,2017,12,13.3221015772507,52.6043601298565,0.0,1,655.57062128539,1311.14124257078,4766077
KASINOWEG,1,2017,12,13.2918057815648,52.6307138103485,0.0,1,421.426406619499,842.852813238998,16902535
KLEMKESTR.,1,2017,12,13.3682037770906,52.5744379092409,0.4993222552165076,1,1929.56855369212,2895.660585559836,4071972
KOPENHAGENER STR.,4,2017,12,13.3623785911644,52.5791549550929,0.0,1,1136.77251889739,2273.54503779478,33927189
LENGEDER STR. / ROEDERNALLEE,1,2017,12,13.3451605,52.5812554,,2,,,4068065-4380909
LETTEALLEE,1,2017,12,13.3716704082715,52.5632572755339,0.6436330093575661,1,851.061846023834,1154.3521949419421,4610176
MARKSTR.,2,2017,12,13.3647787581342,52.5606746760514,0.8954126285359881,1,1446.81202742342,1598.1302943741534,4610040
MARKSTR. / PANKOWER ALLEE / RESIDENZSTR.,1,2017,12,13.3643706,52.5638211,,3,,,4594653-4610040-10755765
MARKSTR. / WALDERSEESTR.,1,2017,12,13.3646503,52.5613036,,2,,,4610040-183583120
MITTELBRUCHZEILE,1,2017,12,13.3710057715297,52.5671485915721,0.2742745065981017,1,1109.41097764885,1914.5388067885438,4637804
ORANIENBURGER CHAUSSEE / RAUENTALER STR. / SCHÖNFLIEßER STR.,1,2017,12,13.3014948054814,52.64317103216398,,3,,,4480729-8069374-33361741
ORANIENBURGER CHAUSSEE / SCHÖNFLIEßER STR.,1,2017,12,13.3017643,52.6429864,,2,,,4480729-8069374
ORANIENBURGER STR.,1,2017,12,13.3339146277492,52.5907155628614,0.6405869315687691,1,6455.61860384759,8775.85229487819,4071964
ORANIENBURGER STR. / ROEDERNALLEE,1,2017,12,13.3333956,52.5941345,,2,,,4068065-4071964
ORANIENDAMM,1,2017,12,13.3206406689566,52.6097525201938,0.0,1,993.393154641189,1986.786309282378,9774896
ORANIENDAMM / WAIDMANNSLUSTER DAMM / ZABEL-KRÜGER-DAMM,1,2017,12,13.3238076,52.6078615,,3,,,4540101-4802391-9774896
PANKOWER ALLEE,1,2017,12,13.3712157240616,52.5641221588218,0.0,1,932.756322904627,1865.512645809254,10755765
PROVINZSTR.,1,2017,12,13.3788598376203,52.5676572039137,0.0,1,1554.46301566728,3108.92603133456,4610131
QUICKBORNER STR.,1,2017,12,13.3635339047381,52.6068414902183,0.09189677870713885,1,2773.71389217812,5292.532412609831,4765339
RATHAUSPROMENADE,1,2017,12,13.3313155547941,52.5844551801734,0.0,1,689.24391388406,1378.48782776812,4675304
REGINHARDSTR.,5,2017,12,13.3732275590503,52.5655265890415,0.0,1,2076.11870149015,4152.2374029803,4610134
RESIDENZSTR.,8,2017,12,13.3637448991295,52.5650633341418,0.9314703153014364,1,3896.16245265195,4163.16523706657,4594653
RESIDENZSTR. / RITTERLANDWEG,1,2017,12,13.3688645,52.5605939,,2,,,4594653-4610132
RESIDENZSTR. / SIMMELSTR.,2,2017,12,13.3635466,52.5651159,,2,,,4594653-4637808
ROEDERNALLEE,4,2017,12,13.3430967289215,52.5840282275831,0.33835249206134144,1,3150.7399577959,5235.4191990343115,4068065
SALLGASTER STR.,1,2017,12,13.34457875,52.593615,0.0,1,328.885668259531,657.771336519062,4765651
SCHILDOWER STR.,1,2017,12,13.3198318,52.6230157,0.0,1,1203.9024032394,2407.8048064788,4805066
SCHONACHER STR. / ZABEL-KRÜGER-DAMM / SCHLUCHSEESTR.,1,2017,12,13.3278784,52.6090183,,3,,,4802391-4802431-4802554
SCHORFHEIDESTR.,2,2017,12,13.346523775372,52.5925090201707,0.23723972762833728,1,866.101794819766,1526.7298357380766,11953271
SCHULZENDORFER STR. / BRANDTSTR. / HEINSESTR.,1,2017,12,13.3110499,52.6130517,,3,,,4804662-20547483-28793517
SENFTENBERGER RING,1,2017,12,13.3563828902757,52.6051791172156,0.0,1,3586.17470294426,7172.34940588852,4802807
SENFTENBERGER RING / WILHELMSRUHER DAMM,1,2017,12,13.3561289,52.5966843,,2,,,4765110-4802807
SOMMERSTR.,2,2017,12,13.3763815019474,52.5731531043684,0.0,1,683.410711072175,1366.82142214435,4637937
TESSENOWSTR.,2,2017,12,13.3387738301275,52.5822069935408,0.0,1,701.375649954254,1402.751299908508,4675254
TRIFTSTR.,1,2017,12,13.3188796271542,52.5899717529856,0.9937477842339861,1,1682.82804131626,1693.3494453276678,4766009
WACHSMUTHSTR.,2,2017,12,13.313134359071,52.6166432617418,0.0,1,454.406893694181,908.813787388362,33327632
WAIDMANNSLUSTER DAMM,5,2017,12,13.2982953754575,52.5983526201128,0.512655784186397,1,5191.09875133036,7720.950701508427,4540101
WAIDMANNSLUSTER DAMM / JEAN-JAURÈS-STR.,1,2017,12,13.3197288,52.606994,,2,,,4540101-4766077
WALDSEEWEG,1,2017,12,13.3125075760746,52.6207667767166,0.0,1,784.689140136083,1569.378280272166,28817923
WILHELMSRUHER DAMM,5,2017,12,13.3528468625584,52.596510926761,0.27659169965959907,1,4113.8691101052,7089.876170869281,4765110
WILTINGER STR. / ZELTINGER PLATZ,1,2017,12,13.2904724,52.6342954,,2,,,4902505-4902523
ZELTINGER PLATZ / FROHNAUER BRÜCKE,1,2017,12,13.289784,52.6332194,,2,,,4902505-7729029
ZELTINGER STR. / ZERNDORFER WEG,1,2017,12,13.2984444,52.6391935,,2,,,4902500-33382030
ZERPENSCHLEUSER RING,1,2017,12,13.3693215906353,52.6055598493334,0.0,1,778.017773565394,1556.035547130788,4802824
ACHTERMANNSTR. / MENDELSTR. / WOLFSHAGENER STR.,1,2017,13,13.4182078,52.5764544,,3,,,4764650-4776155-138166311
AM SCHLOßPARK,1,2017,13,13.4114578404479,52.5767720807845,0.0,1,639.114917347733,1278.229834695466,4764644
AM SCHLOßPARK / KAVALIERSTR.,1,2017,13,13.4094094,52.5751825,,2,,,4764644-4764665
ANGERWEG / FRIEDRICH-ENGELS-STR. / KASTANIENALLEE (ENDE),2,2017,13,13.38379306926025,52.591207674488075,,3,,,4764795-4764920-4777290
ARKONASTR. / KISSINGENSTR. / STUBNITZSTR.,1,2017,13,13.415174400000001,52.5665307,,3,,,4632067-123955028-123957197
BAHNHOFSTR. / BERLINER STR. / PASEWALKER STR. / ROSENTHALER STR.,1,2017,13,13.425000253551467,52.58371163880512,,4,,,4631700-4776203-4776771-19435555
BAHNHOFSTR. / EWESTSTR.,1,2017,13,13.4347224,52.5944107,,2,,,4776767-4776771
BAHNHOFSTR. / FERDINAND-BUISSON-STR.,1,2017,13,13.43518,52.5939331,,2,,,4776771-19435637
BERLINER STR.,5,2017,13,13.4126911354639,52.562805424631,1.0,1,3900.67563680965,3900.67563680965,4631700
BERLINER STR. / BREITE STR.,3,2017,13,13.4098491,52.5710863,,2,,,4631700-4631947
BERLINER STR. / BRENNERSTR. / MÜHLENSTR. / VINETASTR.,2,2017,13,13.413202876349382,52.5588259007258,,4,,,4631700-10575630-35573583-146173206
BERLINER STR. / ELSA-BRÄNDSTRÖM-STR.,1,2017,13,13.4134024,52.5599309,,2,,,4631700-23845949
BERLINER STR. / FLORASTR.,6,2017,13,13.4121323,52.5673646,,2,,,4631700-4632868
BERLINER STR. / GRANITZSTR. / KISSINGENSTR.,6,2017,13,13.41301975,52.5663531,,3,,,4631700-4632067-144945039
BERLINER STR. / HADLICHSTR.,4,2017,13,13.4120591,52.5682486,,2,,,4631700-4776148
BERLINER STR. / MASURENSTR.,1,2017,13,13.4127031,52.5627262,,2,,,4631700-126295932
BERLINER STR. / MAXIMILIANSTR.,1,2017,13,13.4131121,52.56114225,,2,,,4631700-4631994
BERLINER STR. / MÜHLENSTR. / TIROLER STR.,1,2017,13,13.412558875000002,52.559236575,,3,,,4631700-10575630-146173175
BERLINER STR. / SCHULSTR.,1,2017,13,13.4113011,52.5696287,,2,,,4631700-172248643
BEUTHSTR. / WALDOWSTR.,1,2017,13,13.4070531,52.5864433,,2,,,4777089-4777104
BINZSTR. / PRENZLAUER PROMENADE,1,2017,13,13.4270245,52.5643292,,2,,,4484351-114586158
BLANKENBURGER STR.,5,2017,13,13.4182189107498,52.5842538605061,0.10296397652292044,1,2564.71732871373,4865.361162605852,4776616
BLANKENBURGER STR. / BUCHHOLZER STR.,3,2017,13,13.406151,52.5816758,,2,,,4776616-4777064
BLANKENBURGER STR. / DIETZGENSTR. / OSSIETZKYPLATZ,2,2017,13,13.40400545,52.5812048,,3,,,4764689-4776616-26795568
BLANKENBURGER STR. / ELISABETH-CHRISTINEN-STR.,2,2017,13,13.4198909,52.5847707,,2,,,4776616-4776621
BLANKENBURGER STR. / HANS-JÜRGEN-STR.,1,2017,13,13.4277204,52.586959,,2,,,4776616-4776617
BLANKENBURGER STR. / KLOTHILDESTR.,1,2017,13,13.4145008,52.5831408,,2,,,4776616-4776658
BLANKENBURGER STR. / LINDENBERGER STR.,1,2017,13,13.4176446,52.5840881,,2,,,4776616-22875171
BLANKENBURGER STR. / STRAßE 199,1,2017,13,13.38674005,52.5815337,,2,,,4764872-4776616
BLANKENBURGER WEG / PASEWALKER STR.,1,2017,13,13.4307437,52.5900801,,2,,,4776203-4776775
BLANKENFELDER CHAUSSEE,2,2017,13,13.3959359839993,52.6130090615978,0.9591540938634119,1,4695.44245024529,4887.23205183776,4803116
BLANKENFELDER CHAUSSEE / HAUPTSTR.,1,2017,13,13.38573035,52.6099402,,2,,,4045656-4803116
BLANKENFELDER STR. / ROSENTHALER WEG,1,2017,13,13.4200029,52.606282,,2,,,4407913-35313212
BLEICHERODER STR. / MENDELSTR. / STIFTSWEG,1,2017,13,13.4189137,52.575,,3,,,4776154-4776166-138166311
BORKUMSTR.,1,2017,13,13.4166698624513,52.5654525660746,0.0,1,604.730454990536,1209.460909981072,123959488
BORKUMSTR. / NEUMANNSTR.,1,2017,13,13.4208978,52.5659011,,2,,,4631542-123959488
BREHMESTR.,1,2017,13,13.3983210963762,52.5618574378189,0.0,1,779.931660744242,1559.863321488484,23926878
BREHMESTR. / RETTIGWEG,1,2017,13,13.3955093,52.5638585,,2,,,23926878-23926916
BREITE STR.,5,2017,13,13.4078837440488,52.5702369117003,0.8983843804885796,1,2333.03542682403,2570.108267062845,4631947
BRENNERSTR.,1,2017,13,13.406988,52.5588031,0.043359913091362515,1,521.974701775238,1021.316625845612,146173206
BUCHER STR.,2,2017,13,13.4493569957773,52.6184414796205,0.01652128843110154,1,3233.63576625946,6413.847703343422,9189975
BUCHER STR. / HAUPTSTR. / SCHÖNERLINDER STR. / TRIFTSTR.,1,2017,13,13.415061034651833,52.61048106618751,,4,,,4045656-9189975-9711754-9713563
DAMEROWSTR.,1,2017,13,13.4224367393929,52.5735566259699,0.01934658384264479,1,1203.73562731175,2384.1830823853347,4631946
DIETZGENSTR.,3,2017,13,13.4027189173283,52.5929097570199,0.3670647247494517,1,3530.95233983343,5765.81663094247,4764689
DIETZGENSTR. / KASTANIENALLEE,1,2017,13,13.4027922,52.5931581,,2,,,4764689-4777290
DIETZGENSTR. / SCHILLERSTR. / SCHÖNHAUSER STR.,1,2017,13,13.392673975000001,52.588224749999995,,3,,,4764689-4765047-4777025
DOLOMITENSTR.,2,2017,13,13.4039927394975,52.5612175838197,0.0,1,825.325632023334,1650.651264046668,4631988
DUSEKESTR.,1,2017,13,13.4072704428514,52.5671585908108,0.0,1,335.635606727901,671.271213455802,144842130
EICHENSTR. / TRESKOWSTR.,1,2017,13,13.41501375,52.5742224,,2,,,4684837-4777284
EINSIEDELRING / PASEWALKER STR.,1,2017,13,13.431416,52.5919315,,2,,,4776203-41399045
ELISABETHWEG / OSSIETZKYSTR.,1,2017,13,13.407182,52.574605,,2,,,4764652-4764658
ELSA-BRÄNDSTRÖM-STR.,1,2017,13,13.419372970534,52.5597351515913,0.37549239100950454,1,1276.47244314594,2073.639196557267,23845949
ELSA-BRÄNDSTRÖM-STR. / NEUMANNSTR. (ENDE),5,2017,13,13.422344200000001,52.559841649999996,,2,,,4631542-23845949
ELSA-BRÄNDSTRÖM-STR. / PRENZLAUER PROMENADE,2,2017,13,13.4279251,52.5606026,,2,,,4484351-23845949
ESPLANADE,2,2017,13,13.4068178623572,52.5578541025562,0.0,1,955.331126850876,1910.662253701752,123384345
EWESTSTR.,1,2017,13,13.4335296376957,52.593962817233,0.0,1,183.193795442204,366.387590884408,4776767
FLORASTR.,2,2017,13,13.4039660910225,52.5655126115084,0.05352567918986604,1,1220.95684186975,2376.5611395169076,4632868
FLORASTR. / GAILLARDSTR.,1,2017,13,13.397543,52.5658427,,2,,,4632868-23926912
FLORASTR. / HEYNSTR. / NEUE SCHÖNHOLZER STR.,1,2017,13,13.4025902,52.5655812,,3,,,4632867-4632868-23926904
FLORASTR. / MÜHLENSTR.,2,2017,13,13.4065512,52.5653776,,2,,,4632868-10575630
FRIEDRICH-ENGELS-STR.,1,2017,13,13.386663299725,52.5901213725765,0.3549586547080942,1,4300.16967521177,7073.956907493826,4764795
FRIEDRICH-ENGELS-STR. / KUCKHOFFSTR.,1,2017,13,13.3924346,52.5821824,,2,,,4764795-4764815
FRIEDRICH-ENGELS-STR. / NORDENDSTR.,1,2017,13,13.3881433,52.5888589,,2,,,4764795-38304188
FRIEDRICH-ENGELS-STR. / PLATANENSTR.,1,2017,13,13.3909963,52.5838072,,2,,,4764795-4764829
FRIEDRICH-ENGELS-STR. / UHLANDSTR.,1,2017,13,13.37365445,52.598295050000004,,2,,,4764795-4765039
FRIESENSTR.,1,2017,13,13.383778550967,52.5789527966892,0.0,1,1395.36499916571,2790.72999833142,4764802
GALENUSSTR.,2,2017,13,13.4235492721061,52.5802142811139,0.0,1,1001.97857578282,2003.95715156564,4776149
GALENUSSTR. / KLAUSTALER STR.,1,2017,13,13.4198018,52.5790047,,2,,,4776149-4776159
GALENUSSTR. / PASEWALKER STR.,1,2017,13,13.4287919,52.5816379,,2,,,4776149-4776203
GÖRSCHSTR.,1,2017,13,13.4007527786019,52.5652292905424,0.0,1,677.610638145585,1355.22127629117,4632870
GRABBEALLEE,2,2017,13,13.3987770771168,52.5754816674013,1.0,1,2026.23871962676,2026.23871962676,4764190
GRABBEALLEE / HERMANN-HESSE-STR. / PASTOR-NIEMÖLLER-PLATZ,1,2017,13,13.3985082,52.5799107,,3,,,4764174-4764190-4764196
GRABBEALLEE / TSCHAIKOWSKISTR.,1,2017,13,13.3982868,52.5768303,,2,,,4764190-4764208
GRANITZSTR.,2,2017,13,13.4202396273402,52.5698065082405,0.0,1,1314.96047011032,2629.92094022064,144945039
GRANITZSTR. / NEUMANNSTR.,1,2017,13,13.4184188,52.5690034,,2,,,4631542-144945039
GRANITZSTR. / PRENZLAUER PROMENADE / ROTHENBACHSTR.,2,2017,13,13.428757699999998,52.571953225,,3,,,4484351-25833007-144945039
GÜLLWEG / WALDSTR. / HERMANN-HESSE-STR.,1,2017,13,13.400400574999999,52.580394975,,3,,,4764174-4764684-4777277
GURKENSTEIG / SCHILDOWER STR.,1,2017,13,13.3810399,52.6330123,,2,,,20821970-23545612
HADLICHSTR.,2,2017,13,13.4149689916764,52.5695737197567,0.0,1,646.112459640602,1292.224919281204,4776148
HALLANDSTR. / NEUMANNSTR.,1,2017,13,13.4231741,52.5574075,,2,,,4631542-123943329
HARDANGERSTR. / THULESTR. (ENDE),1,2017,13,13.4249654,52.5551042,,2,,,35573545-123943327
HAUPTSTR.,6,2017,13,13.3738404612204,52.5951318680356,0.0,1,3694.17264807182,7388.34529614364,4045656
HEINRICH-BÖLL-STR.,1,2017,13,13.4032264506042,52.5882356790697,0.0,1,895.541785607538,1791.083571215076,4777119
HEINRICH-BÖLL-STR. / DIETZGENSTR. / UHLANDSTR.,2,2017,13,13.394055625,52.592518424999994,,3,,,4764689-4765039-4777119
HEINRICH-MANN-STR.,1,2017,13,13.3941764980305,52.5726235360722,1.0,1,1155.92703057092,1155.92703057092,4764166
HEINRICH-MANN-STR. / HERMANN-HESSE-STR.,6,2017,13,13.389674,52.5743269,,2,,,4764166-4764174
HERMANN-HESSE-STR. / PASTOR-NIEMÖLLER-PLATZ,2,2017,13,13.3985082,52.5799107,,2,,,4764174-4764196
HERTHAPLATZ,1,2017,13,13.4088331514334,52.5850036145256,0.0,1,302.009260695472,604.018521390944,4777065
HERTHAPLATZ / WALDOWSTR.,1,2017,13,13.4080625,52.5847812,,2,,,4777065-4777104
HERTZSTR.,1,2017,13,13.3602144743986,52.5853848799077,0.0,1,1223.90886815206,2447.81773630412,27811428
KASTANIENALLEE,1,2017,13,13.38694468481,52.591276023106,0.34754049155841593,1,2992.06241804044,4944.261992541643,4777290
KAVALIERSTR.,2,2017,13,13.4102658533614,52.5735315922228,0.4626209199736878,1,577.739649904536,888.2048514649593,4764665
KISSINGENSTR. / PRENZLAUER PROMENADE,1,2017,13,13.4276313,52.5679385,,2,,,4484351-4632067
KLEMKESTR. / STRAßE VOR SCHÖNHOLZ,1,2017,13,13.3802028,52.5749761,,2,,,4071972-23984497
KOPENHAGENER STR.,2,2017,13,13.3623785911644,52.5791549550929,0.0,1,1136.77251889739,2273.54503779478,33927189
KREUZSTR. / PARKSTR. / SCHÖNHOLZER STR.,2,2017,13,13.3988273,52.57060165,,3,,,4764162-4764188-4764656
KUCKHOFFSTR. / WALDSTR.,1,2017,13,13.3987552,52.5833267,,2,,,4764815-4777277
LINDENBERGER STR.,1,2017,13,13.4187301962067,52.5826860817823,0.0,1,347.891005482183,695.782010964366,22875171
LUDWIG-QUIDDE-STR.,2,2017,13,13.4419762930381,52.5994486908873,0.0,1,1646.89116805493,3293.78233610986,16418955
MASURENSTR. / MÜHLENSTR.,1,2017,13,13.409734,52.5626734,,2,,,10575630-126295932
MATTHIEUSTR. / NOÉWEG / BLANKENFELDER STR.,1,2017,13,13.417666325,52.60739155,,3,,,16419590-16419794-35313212
MAXIMILIANSTR. / MÜHLENSTR.,2,2017,13,13.4109603,52.5611705,,2,,,4631994-10575630
MÜHLENSTR.,2,2017,13,13.4082802290806,52.5637548480216,0.043615298564918754,1,1416.25201756827,2770.7337805471316,10575630
MÜHLENSTR. / ÖTZTALER STR.,1,2017,13,13.4099522,52.5624142,,2,,,10575630-144842971
NAVARRAPLATZ / MÜHLENSTR. / ROSENTHALER WEG / TRIFTSTR.,1,2017,13,13.41622045,52.597328850000004,,3,,,4407913-9713563-10575630
NESSELWEG,1,2017,13,13.3806830005733,52.5972682721267,0.0,1,384.606446626088,769.212893252176,33870322
NEUE SCHÖNHOLZER STR.,3,2017,13,13.4021751599293,52.5674118224112,1.0,1,406.461819327481,406.461819327481,4632867
NEUMANNSTR.,2,2017,13,13.4218622435833,52.5611628204324,0.809624962975869,1,3223.00934815467,3836.5898721387357,4631542
NEUMANNSTR. / ARNOLD-ZWEIG-STR.,2,2017,13,13.421629549999999,52.56260545,,2,,,4631542-4632071
NORDENDSTR.,1,2017,13,13.3886098833392,52.5889573911935,0.0,1,1704.80308341286,3409.60616682572,38304188
NORDENDSTR. / SCHÖNHAUSER STR.,1,2017,13,13.41053175,52.591345950000004,,2,,,4777025-38304188
OSSIETZKYSTR.,1,2017,13,13.4076943893072,52.573592896293,0.0,1,588.648726662505,1177.29745332501,4764658
OSSIETZKYSTR. / BREITE STR.,2,2017,13,13.4089668,52.5709845,,2,,,4631947-4764658
PASEWALKER STR.,2,2017,13,13.4301096503786,52.5882470834517,0.21685152830586021,1,2677.35803619867,4774.126890425682,4776203
PESTALOZZISTR.,1,2017,13,13.4046607769069,52.5722879159462,0.0,1,481.961052362946,963.922104725892,4764655
PLATANENSTR. / WALDSTR.,1,2017,13,13.3980557,52.5848668,,2,,,4764829-4777277
PRENZLAUER PROMENADE,2,2017,13,13.4273974,52.5660103,0.9041940239263967,1,7442.74181685929,8155.8009612873175,4484351
PRENZLAUER PROMENADE / TRESKOWSTR.,1,2017,13,13.4277968,52.5619708,,2,,,4484351-4684837
QUICKBORNER STR.,1,2017,13,13.3635339047381,52.6068414902183,0.09189677870713885,1,2773.71389217812,5292.532412609831,4765339
SCHILDOWER STR.,1,2017,13,13.3841308242046,52.6272990601114,0.0,1,2003.15775296249,4006.31550592498,20821970
SCHLOßALLEE,1,2017,13,13.423964340646,52.5821291817187,0.0,1,789.678808441494,1579.357616882988,4776636
SCHONENSCHE STR.,1,2017,13,13.4193684527847,52.5541432905621,0.0,1,616.490834146172,1232.981668292344,4631710
SCHÖNERLINDER STR. / A 114 BAB AUTOBAHNZUBRINGER PRENZLAU / 114 AS SCHÖNERLINDE SCHÖNHAUSER STR.,2,2017,13,13.439217686259484,52.63189428747944,0.0,1,4947.06247796963,9894.12495593926,9711754
SCHÖNHOLZER STR.,4,2017,13,13.3998184656623,52.5701328011917,1.0,1,556.770168619206,556.770168619206,4764162
SCHULZESTR.,2,2017,13,13.3923047956775,52.5663365889015,0.0,1,402.197831267288,804.395662534576,4764184
SCHÜTZENSTR.,1,2017,13,13.3826832670006,52.5722291248671,0.0,1,190.838368098935,381.67673619787,4764179
SCHÜTZENSTR. / STRAßE VOR SCHÖNHOLZ / HERMANN-HESSE-STR.,2,2017,13,13.3836435,52.5727808,,3,,,4764174-4764179-23984497
STRAßE VOR SCHÖNHOLZ,2,2017,13,13.3805100266029,52.5747189883749,0.0,1,632.286525720603,1264.573051441206,23984497
TRELLEBORGER STR. / VINETASTR. / WESTERLANDSTR.,1,2017,13,13.418134850000001,52.558760899999996,,3,,,4631706-35573583-123943333
TRIFTSTR.,1,2017,13,13.4310271920055,52.6117288341427,0.28193940985163213,1,993.64135272841,1707.1360488643945,9713563
WALDEMARSTR.,1,2017,13,13.4077999946749,52.5886187057236,0.0,1,718.642878815175,1437.28575763035,4777086
WILHELMSRUHER DAMM / UHLANDSTR.,1,2017,13,13.3694981,52.5973897,,2,,,4765039-4765110
