street,count,year,directorate,lat,lng,oneway_ratio,feature_count,feature_length,ride_length,features
WINSSTR.,2,2010,16,13.4256856254053,52.534265495119,0.0,1,884.204486053621,1768.408972107242,4615004
HERMANN-BLANKENSTEIN-STR.,2,2010,16,13.4618014169647,52.5242446773549,0.0,1,1490.20862980516,2980.41725961032,8428399
OTTO-BRAUN-STR. / BARNIMSTR.,2,2010,16,13.4217874,52.526498,,2,,,4615403-4790833
OTTO-BRAUN-STR. / AM FRIEDRICHSHAIN / GREIFSWALDER STR. / PRENZLAUER BERG / PLAT,2,2010,16,13.423786333333332,52.528215100000004,,4,,,4614987-4615034-4615058-4790833
KNIPRODESTR. / STEDINGERWEG / HANNS-EISLER-STR. / KGA NEU BERLIN,1,2010,16,13.4526167,52.5391959,,3,,,4631872-4687336-9709362
CONRAD-BLENKLE-STR.,2,2010,16,13.4468842558003,52.5309042585987,0.0,1,1119.68865244898,2239.37730489796,8084121
DANZIGER STR. / WINSSTR.,1,2010,16,13.4288053,52.5376331,,2,,,4615004-4615031
GRELLSTR. / GUBITZSTR.,1,2010,16,13.432114,52.5436979,,2,,,4615322-4615324
DIESTERWEGSTR. / PRENZLAUER ALLEE / STARGARDER STR.,2,2010,16,13.4264264,52.542973700000005,,3,,,4484427-4615074-11114396
AM FRIEDRICHSHAIN / BÖTZOWSTR. / VOLKSPARK FRIEDRICHSHAIN,1,2010,16,13.4302636,52.5303417,,2,,,4615058-4615066
AM FRIEDRICHSHAIN / FRIEDENSTR. / VOLKSPARK FRIEDRICHSHAIN,1,2010,16,13.4249454,52.5281652,,2,,,4615058-4615401
BÖTZOWSTR.,1,2010,16,13.4360994797941,52.5331325746636,0.24942775974483444,1,1380.09100983061,2415.9490108351843,4615066
CHODOWIECKISTR. / PRENZLAUER ALLEE,1,2010,16,13.423914,52.5384088,,2,,,4484427-4615030
DANZIGER STR. / ERICH-BOLTZE-STR. / MARGARETE-SOMMER-STR. / FREIZEITPARK AM SEZ,1,2010,16,13.442495775000001,52.53129905,,3,,,4615031-4615467-8084123
EINSTEINSTR.,1,2010,16,13.4484159600031,52.5389072929537,0.15753886097641012,1,1046.51414810377,1928.1616493195738,4787420
GREIFSWALDER STR. / SCHIERITZSTR.,2,2010,16,13.442675,52.5446086,,2,,,4615034-4615332
HANNS-EISLER-STR.,1,2010,16,13.4489593924654,52.5429557773786,0.0,1,1664.67077637667,3329.34155275334,9709362
HEINRICH-ROLLER-STR.,1,2010,16,13.4226696098727,52.5307421064534,0.0,1,428.585422509709,857.170845019418,4615001
HOSEMANNSTR. / OSTSEEPLATZ / OSTSEESTR.,3,2010,16,13.439320500000001,52.5475359,,2,,,4068003-4615358
IMMANUELKIRCHSTR.,1,2010,16,13.423943414013,52.5325860479951,0.0,1,559.87550330199,1119.75100660398,4615006
JOHN-SCHEHR-STR.,1,2010,16,13.4391389040672,52.5353962359035,0.018287153640648472,1,753.40514694533,1493.0326582148155,4615212
LILLI-HENOCH-STR.,1,2010,16,13.4346805416835,52.5401524711822,0.21816538983819103,1,725.397737430335,1292.5387946864394,4615078
LISELOTTE-HERRMANN-STR. / BÖTZOWSTR.,1,2010,16,13.4344932,52.5319298,,2,,,4615066-26299675
MANDELSTR. / OSTSEEPLATZ / OSTSEESTR.,3,2010,16,13.443891,52.5459138,,2,,,4615335-4615358
MENDELSSOHNSTR.,1,2010,16,13.4189174747621,52.5269993792656,0.0,1,495.908404864892,991.816809729784,4614989
NAUGARDER STR.,1,2010,16,13.4381512385462,52.5434410176916,0.0,1,430.084863733876,860.169727467752,4615339
PAUL-HEYSE-STR.,1,2010,16,13.4478971737775,52.5308085699534,0.08886910943838455,1,618.82335621812,1182.6524318694635,8084125
PRENZLAUER BERG,1,2010,16,13.4208165533422,52.5286947426135,0.3048643738705495,1,533.458088782422,904.283811342011,4614987
RYKESTR. / SREDZKISTR.,1,2010,16,13.4215221,52.5377084,,2,,,4606260-174144168
THOMAS-MANN-STR.,3,2010,16,13.4453889858845,52.5426050732928,0.0,1,885.63077347107,1771.26154694214,4787423
THOMAS-MANN-STR. / THOMAS-MANN-STR.,1,2010,16,13.4453889858845,52.5426050732928,0.0,1,885.63077347107,1771.26154694214,4787423
BREITE STR.,1,2010,21,13.2054585204556,52.5369401984347,0.0,1,501.167152119718,1002.334304239436,5095318
ALTSTÄDTER RING / KLOSTERSTR. / SEEGEFELDER STR. / STABHOLZGARTEN,7,2010,21,13.19952955,52.53470705,,4,,,4453033-4453034-4804139-5076409
ALTSTÄDTER RING / MORITZSTR.,2,2010,21,13.2006263,52.538649,,2,,,4453034-4804146
AM JULIUSTURM,1,2010,21,13.2180033010254,52.537565271109,0.9419474139708635,1,4431.21325459349,4688.456643269229,4453035
AM JULIUSTURM / CARL-SCHURZ-STR. / HAVELSTR. / HOHER STEINWEG,1,2010,21,13.205619679356252,52.5394644062554,,4,,,4453035-5043207-5105773-25068094
FALKENHAGENER TOR / HOHENZOLLERNRING / PIONIERSTR.,1,2010,21,13.19178072194205,52.54934375284335,,3,,,4797951-23381500-23409830
FALKENSEER CHAUSSEE,6,2010,21,13.1721408783814,52.5499589110482,0.9358578104992609,1,6342.30822212093,6749.117757976305,5000791
FALKENSEER CHAUSSEE / FRANKENWALDSTR. / MÜLHEIMER STR.,2,2010,21,13.1718012,52.5498837,,3,,,5000168-5000791-8023535
FALKENSEER CHAUSSEE / GERMERSHEIMER WEG,1,2010,21,13.186501499999999,52.54719165,,2,,,4999776-5000791
FALKENSEER CHAUSSEE / WASSERWERKSTR. / AM KIESTEICH,1,2010,21,13.1654151,52.5512219,,3,,,4884672-5000791-8023536
FALKENSEER CHAUSSEE / ZEPPELINSTR.,2,2010,21,13.1846608,52.54753795,,2,,,4978502-5000791
FLANKENSCHANZE,2,2010,21,13.1980676185495,52.5426001026645,0.5777413675332203,1,1091.00576510829,1551.692367496289,4797952
GARTENFELDER STR.,1,2010,21,13.2427412766339,52.5436752411999,0.21786881282802065,1,2169.81910320644,3866.9022943457326,4581852
GOLTZSTR. / RAUCHSTR.,1,2010,21,13.2125282,52.5610812,,2,,,4978664-19852521
GOLTZSTR. / STREITSTR.,1,2010,21,13.2081341,52.559003,,2,,,18830950-19852521
HASELHORSTER DAMM,1,2010,21,13.2378247060439,52.5454455082777,0.9485041269696588,1,1280.42764598869,1346.3643854710624,5021454
HOHENZOLLERNRING,5,2010,21,13.193851713578,52.5533808247375,0.1433158904572803,1,3220.84591314264,5980.093426217551,23409830
HOHENZOLLERNRING / STREITSTR.,2,2010,21,13.2076599,52.5556824,,2,,,18830950-23409830
NAUENER STR. / SEEGEFELDER STR. / ZEPPELINSTR.,1,2010,21,13.182372699999998,52.538395300000005,,3,,,4804139-4978502-23968027
NEUENDORFER STR.,1,2010,21,13.2087035929378,52.545997699603,0.614074661930057,1,2802.57420170423,3884.1585979630354,4797965
NEUENDORFER STR. / FALKENSEER PLATZ,2,2010,21,13.2041596,52.5404199,,2,,,4797965-37535101
RADELANDSTR.,2,2010,21,13.1754627747398,52.559930897029,0.0,1,3026.35455024541,6052.70910049082,23387215
RUHLEBENER STR.,1,2010,21,13.2086426048341,52.5283755779655,0.8532011681366259,1,3275.09070281235,3755.8701922318005,4497945
SCHÖNWALDER STR.,2,2010,21,13.201388179355,52.5476257323782,0.0,1,1364.26590343352,2728.53180686704,37535100
SEEGEFELDER STR.,6,2010,21,13.1836212490815,52.5382498933773,0.16353072824152906,1,2502.69296424206,4596.118725476665,4804139
STREITSTR.,4,2010,21,13.2082456890861,52.5597334987271,0.9911117501901467,1,2547.15870488346,2569.7984877578065,18830950
GOLTZSTR.,1,2010,21,13.2132829286506,52.5618525227602,0.1338383969445139,1,1039.3046302524,1939.5103948548083,19852521
ALTSTÄDTER RING / FALKENSEER PLATZ,2,2010,21,13.2025967,52.5402039,,2,,,4453034-37535101
SEEGEFELDER WEG,3,2010,21,13.1479859287465,52.5452591635671,0.35101677362424855,1,2877.2540483103,4744.54366368541,5000155
ALTSTÄDTER RING,2,2010,21,13.2005117324281,52.5377764260446,1.0,1,1332.65722964254,1332.65722964254,4453034
ELISABETHSTR. / LASIUSZEILE / SCHÖNWALDER STR.,1,2010,21,13.2031991193635,52.546753235462525,,3,,,4797958-5036963-37535100
FELDSTR. / NEUENDORFER STR. / SCHÖNWALDER STR.,1,2010,21,13.206029085557224,52.54297914652727,,3,,,4797953-4797965-37535100
SCHÖNWALDER ALLEE,1,2010,21,13.186522081422,52.5730916943455,0.0440183880118151,1,11525.1008541158,22542.885346959833,10742555
DAUMSTR. / RHENANIASTR.,1,2010,21,13.2258006,52.5544524,,2,,,4553267-4581884
AALEMANNUFER / NIEDERNEUENDORFER ALLEE,1,2010,21,13.212554,52.5733028,,2,,,4978666-22959737
STADTRANDSTR.,1,2010,21,13.1558841097651,52.5580831180713,0.0,1,2264.66399749217,4529.32799498434,5025940
BISMARCKSTR. / NEUENDORFER STR. / WRÖHMÄNNERPARK,1,2010,21,13.2056869,52.5416281,,2,,,4797954-4797965
HOHENZOLLERNRING / SCHÖNWALDER ALLEE / FEHRBELLINER TOR / KLINKEPLATZ,2,2010,21,13.1986197,52.5553298,,3,,,4797956-10742555-23409830
ASKANIERRING / HAVELSCHANZE / NEUENDORFER STR. / STREITSTR. / KGA KLECKERSDORF,1,2010,21,13.207788033333335,52.554059566666666,,4,,,4797965-4978497-18830950-18830952
AN DER KAPPE,1,2010,21,13.1795913234316,52.5407063816033,0.0,1,1569.0949488696,3138.1898977392,5000504
KISSELNALLEE / PIONIERSTR. / ZEPPELINSTR. (ENDE),1,2010,21,13.185487525,52.551508600000005,,3,,,4978501-4978502-23381500
NEUE BERGSTR.,1,2010,21,13.2052145097697,52.5500926255169,0.0,1,649.397121306484,1298.794242612968,5037124
PIONIERSTR.,1,2010,21,13.1789408970905,52.5532900866682,0.0,1,2172.80349066545,4345.6069813309,23381500
ALTSTÄDTER RING / MÜNSINGER PARK / JÜDENSTR.,1,2010,21,13.2003976,52.5366456,,2,,,4453034-5095302
AM BAHNHOF SPANDAU,3,2010,21,13.1949063235053,52.5346205052757,0.0,1,200.565216751658,401.130433503316,9932925
AM JULIUSTURM / ZITADELLENWEG / AN DER SPREESCHANZE / ZITADELLENBRÜCKE,1,2010,21,13.21474945,52.538256666666676,,4,,,4453035-4804159-19605971-23153986
AMORBACHER WEG / STREITSTR.,1,2010,21,13.2076691,52.5573049,,2,,,18830950-22956787
ASKANIERRING / FEHRBELLINER TOR,1,2010,21,13.1988884,52.5540721,,2,,,4797956-4978497
BAMIHLSTR. / RAUCHSTR.,1,2010,21,13.214975,52.5607555,,2,,,4978664-4978669
CAUTIUSSTR. / SCHÖNWALDER ALLEE,1,2010,21,13.1970085,52.5620298,,2,,,4978510-10742555
FALKENSEER CHAUSSEE / HOHENZOLLERNRING,1,2010,21,13.1915574,52.5462385,,2,,,5000791-23409830
FALKENSEER CHAUSSEE / ZWEIBRÜCKER STR.,1,2010,21,13.1888183,52.5468268,,2,,,4978505-5000791
FALKENSEER DAMM / FALKENSEER PLATZ,1,2010,21,13.2032196,52.540827,,2,,,4797967-37535101
FALKENSEER DAMM / FLANKENSCHANZE,1,2010,21,13.1986027,52.5429207,,2,,,4797952-4797967
FEHRBELLINER STR. / HOSPITALSTR.,1,2010,21,13.1974259,52.5491726,,2,,,4797979-25309448
FLANKENSCHANZE / HASENMARK,1,2010,21,13.1976956,52.5406878,,2,,,4797952-4804145
FLATOWER STR.,1,2010,21,13.1849053111435,52.5601229940563,0.0,1,909.804915922646,1819.609831845292,24209621
GERMERSHEIMER WEG,1,2010,21,13.1863570162679,52.5464994775398,0.3366071960602141,1,757.663845667268,1260.292588688278,4999776
GRÜTZMACHERWEG / THERESE-GIEHSE-STR.,1,2010,21,13.2258627,52.5445015,,2,,,5021518-19604765
HOHENZOLLERNRING / SPEKTEWEG,1,2010,21,13.1925483,52.5445393,,2,,,5000177-23409830
HUBERTUSSTR. / KAISERSTR.,1,2010,21,13.1960229,52.5602282,,2,,,23381666-24339998
IM SPEKTEFELD / AM KIESTEICH,1,2010,21,13.1625248,52.548296,,2,,,4884672-24028388
KEMMANNWEG,1,2010,21,13.1929065429085,52.5374883615181,1.0,1,441.593611512295,441.593611512295,24480788
KLINGENHOFER STEIG / MÖGELDORFER WEG,1,2010,21,13.2002787,52.55953,,2,,,5026126-22958147
KLOSTERSTR.,2,2010,21,13.1975477122057,52.5319059585632,1.0,1,1365.96959400429,1365.96959400429,4453033
MARSCHALLSTR.,1,2010,21,13.1989792305724,52.550595247887,0.0,1,166.495853842343,332.991707684686,5216343
NAUENER STR.,1,2010,21,13.1818126701026,52.5355149922747,0.0,1,740.765963871331,1481.531927742662,23968027
NEUE BERGSTR. / NEUENDORFER STR.,1,2010,21,13.2098149,52.550596,,2,,,4797965-5037124
NEUENDORFER STR. / TRIFTSTR.,1,2010,21,13.2080633,52.5452772,,2,,,4797965-5077219
NIEDERNEUENDORFER ALLEE,2,2010,21,13.210036072782,52.5787053843755,0.055599769826620085,1,5725.62617386745,11132.908850354599,4978666
NIEDERNEUENDORFER ALLEE / PAPENBERGER WEG,1,2010,21,13.2100567,52.5788233,,2,,,4978666-26361695
PAULA-HIRSCHFELD-STEIG,1,2010,21,13.20973424261,52.5455199283368,0.0,1,166.93244637588,333.86489275176,5077346
PIRMASENSER STR. / ZEPPELINSTR.,1,2010,21,13.18506515,52.549397049999996,,2,,,4978502-5000141
RAUCHSTR.,1,2010,21,13.2149487254661,52.5607592660491,0.6509913214348838,1,1479.20231605184,1995.4567617075518,4978664
RAUCHSTR. / HUGO-CASSIRER-STR.,2,2010,21,13.2189077,52.5602158,,2,,,4581880-4978664
SCHÖNWALDER STR. / STADTHEIDESTR.,1,2010,21,13.1997359,52.5519045,,2,,,5216360-37535100
SEEGEFELDER STR. / WUSTERMARKER STR.,1,2010,21,13.1769239,52.5395439,,2,,,4804139-5000499
SEEGEFELDER WEG / HAMBURGER STR.,1,2010,21,13.131663,52.5495081,,2,,,5000155-5008741
SEEGEFELDER WEG / KLOSTERBUSCHWEG / AM KIESTEICH,1,2010,21,13.157854075,52.543075,,3,,,4884672-4884674-5000155
SEEGEFELDER WEG / SENZKER STR.,1,2010,21,13.1671142,52.5418414,,2,,,5000155-24209275
SOLLINGZEILE,1,2010,21,13.1742154598035,52.5525967357819,0.0,1,96.5881053491388,193.1762106982776,24209429
SPEKTEWEG,1,2010,21,13.1810900386011,52.5422695075666,0.0,1,1745.01249627625,3490.0249925525,5000177
WASSERWERKSTR.,2,2010,21,13.1662574131654,52.5537076538099,0.0,1,559.305080499748,1118.610160999496,8023536
WINDMÜHLENBERG,1,2010,21,13.19485315,52.54860315,0.0,1,50.5541677114295,101.108335422859,26269149
CHARLOTTENBURGER CHAUSSEE,1,2010,22,13.2306114474877,52.527865271117,1.0,1,4193.37852775211,4193.37852775211,24615396
GARTENFELDER STR.,1,2010,22,13.2427412766339,52.5436752411999,0.21786881282802065,1,2169.81910320644,3866.9022943457326,4581852
NONNENDAMMALLEE,2,2010,22,13.2519860516266,52.5379220382471,1.0,1,5472.40597933469,5472.40597933469,4453037
NONNENDAMMALLEE / ROHRDAMM,2,2010,22,13.2648996,52.5366642,,2,,,4453037-4553257
SAATWINKLER DAMM,2,2010,22,13.2898237045,52.548264402496,0.4568479626066839,1,8761.9983315019,13521.095576893993,4484020
GRUNEWALDSTR.,1,2010,22,13.2051595065095,52.5312744286425,0.4944441912153505,1,425.074206677639,639.972941028046,4588820
DAUMSTR. / GARTENFELDER STR. / TELEGRAFENWEG,2,2010,22,13.232421949999999,52.540648525,,3,,,4553267-4581852-4752730
FREIHEIT,1,2010,22,13.2230712124586,52.530687021119,0.08386675110941698,1,2356.24820273846,4514.885523905842,5095383
KÖTTGENSTR. / ROHRDAMM,1,2010,22,13.2610919,52.543979,,2,,,4553257-8784958
GARTENFELDER STR. / PAULSTERNSTR. / KGA NEUER EXERZIERPLATZ,1,2010,22,13.2469803,52.5440841,,2,,,4581852-4581878
STRAßE AM SCHALTWERK,1,2010,22,13.259329621833,52.5414984487136,0.0,1,452.376656633499,904.753313266998,30215766
AM JULIUSTURM / DAUMSTR. / NONNENDAMMALLEE,3,2010,22,13.2320869,52.539292200000006,,3,,,4453035-4453037-4553267
FELDZEUGMEISTERSTR.,1,2010,22,13.2434069072914,52.5431420970842,1.0,1,237.684270182373,237.684270182373,24033317
GARTENFELDER STR. / RIENSBERGSTR.,1,2010,22,13.2416178,52.5433805,,2,,,4581852-24033321
GRENADIERSTR.,1,2010,22,13.206775905089,52.5317135178839,0.0,1,270.339965557399,540.679931114798,9934133
JUNGFERNHEIDEWEG / MÄCKERITZSTR. / NONNENDAMMALLEE / POPITZWEG / REISSTR. / SIEM,1,2010,22,13.271862926459338,52.53683726023219,,5,,,4453037-4581858-4588801-4588805-4588808
NONNENDAMMALLEE / OTTERNBUCHTSTR. / PAULSTERNSTR.,3,2010,22,13.2477417,52.5380449,,3,,,4453037-4581878-4804196
POPITZWEG,1,2010,22,13.27569041916,52.5369431820931,0.0,1,518.304327750052,1036.608655500104,4581858
QUELLWEG,1,2010,22,13.2695016087709,52.5379318572931,0.0,1,931.882185632917,1863.764371265834,4588800
ROHRDAMM,1,2010,22,13.2637455142582,52.5389952978937,0.0,1,2156.68510881421,4313.37021762842,4553257
ROHRDAMM / SAATWINKLER DAMM,1,2010,22,13.2588803,52.5481365,,2,,,4484020-4553257
FÜRSTENBRUNNER WEG / KÖNIGIN-ELISABETH-STR. / SPANDAUER DAMM,4,2010,22,13.280127125,52.518419475,,3,,,4421114-4446509-4453040
HEERSTR.,4,2010,22,13.2099677933885,52.5104084598131,0.549096473723349,1,21714.3461113608,31505.42134376507,4068033
KAISERDAMM,2,2010,22,13.2853010849809,52.5101440915463,1.0,1,3144.06568683045,3144.06568683045,4436950
KAISERDAMM / KÖNIGIN-ELISABETH-STR. / MESSEDAMM,5,2010,22,13.281854124999999,52.510037975,,3,,,4068031-4436950-4446509
KAISERDAMM / MEERSCHEIDTSTR.,1,2010,22,13.2797346,52.50986505,,2,,,4436950-4609228
KNOBELSDORFFSTR. / KÖNIGIN-ELISABETH-STR.,1,2010,22,13.2815352,52.5128351,,2,,,4446509-4515856
KÖNIGIN-ELISABETH-STR.,1,2010,22,13.2810937563999,52.5142311720668,1.0,1,1885.42039157702,1885.42039157702,4446509
MASURENALLEE,1,2010,22,13.2768832661398,52.5074808681955,1.0,1,1283.89918771345,1283.89918771345,4068095
MASURENALLEE / MESSEDAMM / NEUE KANTSTR.,4,2010,22,13.280241925,52.506416725,,3,,,4068031-4068095-4396015
MASURENALLEE / SOORSTR. / HAMMARSKJÖLDPLATZ,1,2010,22,13.277732325,52.50692840000001,,3,,,4068095-4609226-78337952
REICHSSTR.,2,2010,22,13.2607449055657,52.5164170142947,0.9394798848936905,1,4281.34035999631,4540.447571392576,4068090
LINDENALLEE / REICHSSTR. / THEODOR-HEUSS-PLATZ,1,2010,22,13.2717893,52.509977375000005,,3,,,4068090-4405234-4515881
OLYMPISCHE STR. / PREUßENALLEE / REICHSSTR.,1,2010,22,13.2601167373387,52.51622595242463,,3,,,4067882-4068090-4604840
MESSEDAMM,3,2010,22,13.279239430544,52.5041576215007,0.6608966974927428,1,2489.75625188408,3334.040819336062,4068031
REICHSSTR. / STORMSTR.,1,2010,22,13.270143650000001,52.5107397,,2,,,4068090-4480547
HEERSTR. / SOLDAUER ALLEE / TEUFELSSEESTR.,1,2010,22,13.2574258,52.5078021,,3,,,4068033-4616232-4694631
HEERSTR. / TEUFELSSEESTR. / HEERSTRAßENBRÜCKE,1,2010,22,13.25783925,52.50823825,,2,,,4068033-4616232
REICHSSTR. / SPANDAUER DAMM / KGA SPANDAUER BOCK,1,2010,22,13.2493456,52.52391875,,2,,,4068090-4421114
KIRSCHENALLEE / PLATANENALLEE,1,2010,22,13.2645308,52.5146943,,2,,,4515866-111861869
AHORNALLEE / AKAZIENALLEE,1,2010,22,13.2777326,52.5177097,,2,,,4480544-38763327
BAYERNALLEE,1,2010,22,13.2627756048761,52.5130096913383,0.0,1,1056.14628057764,2112.29256115528,4604843
BOYENALLEE / TEUFELSSEESTR.,1,2010,22,13.2580485,52.5082077,,2,,,4616232-61772842
CRUSIUSSTR. / KÖNIGIN-ELISABETH-STR.,1,2010,22,13.2806336,52.5169149,,2,,,4446509-24851986
EBERESCHENALLEE,2,2010,22,13.2684956669604,52.5156731717834,0.05341987533942871,1,1082.55329434982,2107.2767266671844,24837181
EICHKAMPSTR. / MAIKÄFERPFAD,3,2010,22,13.2668904,52.4945521,,2,,,4422233-4678309
ESCHENALLEE,1,2010,22,13.2680008686623,52.5164650131004,0.0,1,783.539100800997,1567.078201601994,4515876
ESCHENALLEE / PLATANENALLEE,1,2010,22,13.2669648,52.5142422,,2,,,4515866-4515876
ESCHENALLEE / SPANDAUER DAMM / KGA BISMARCKSRUH,2,2010,22,13.2696184,52.5198563,,2,,,4421114-4515876
FLATOWALLEE / JESSE-OWENS-ALLEE / FLATOWALLEEBRÜCKE,1,2010,22,13.2402994,52.5119026,,2,,,4431631-4474844
FÜRSTENBRUNNER WEG,2,2010,22,13.2773701717938,52.5267603498636,0.1403039089604712,1,1778.88577852086,3308.1869287210525,4453040
HAESELERSTR. / KÖNIGIN-ELISABETH-STR.,1,2010,22,13.281143,52.5138496,,2,,,4446509-5820845
HALENSEESTR. / A 115 BAB AUTOBAHNZUBRINGER MAGDEBG/LEIPZ (AVUS) / 115 AD FUNKTUR,3,2010,22,13.28171290255809,52.499068716081695,1.0,1,2251.73907253927,2251.73907253927,4389573
"HALENSEESTR. / MESSEDAMM / A 100 BAB / 100 AD FUNKTURM AUSFAHRT N MESSEDAMM,HALE",3,2010,22,13.279098099999999,52.50351395,,2,,,4068031-4389573
HARBIGSTR.,1,2010,22,13.2617004275833,52.5008373463463,0.0,1,633.925021071424,1267.850042142848,4616173
HEERSTR. / MOHRUNGER ALLEE / ORTELSBURGER ALLEE / GEORG-KOLBE- HAIN,2,2010,22,13.24967185,52.50808355,,3,,,4068033-8080584-20163418
IM HORNISGRUND,1,2010,22,13.26016953595,52.4916383320869,0.0,1,312.351239543281,624.702479086562,14370167
KAISERDAMM / SOORSTR.,1,2010,22,13.2777464,52.509808,,2,,,4436950-4609226
LYCKALLEE,1,2010,22,13.2484835373584,52.5063527444559,0.0,1,1048.77967518997,2097.55935037994,5824336
MARIENBURGER ALLEE,1,2010,22,13.2619318630253,52.5038671107568,0.0,1,508.665402049713,1017.330804099426,151822600
ORTELSBURGER ALLEE / TANNENBERGALLEE,1,2010,22,13.2500628,52.5055646,,2,,,4927343-20163418
SOORSTR. / SPANDAUER DAMM,1,2010,22,13.2793908,52.5182582,,2,,,4421114-4609226
SPORTFORUMSTR.,1,2010,22,13.2469797738503,52.516610049869,0.0,1,199.938518908299,399.877037816598,4581761
TANNENBERGALLEE,1,2010,22,13.2493376826052,52.5055193247391,0.0,1,744.058913110147,1488.117826220294,4927343
KÖNIGSWEG,1,2010,22,13.2463589081177,52.477832697432,0.0,1,2305.96855026531,4611.93710053062,4420987
AM POSTFENN,1,2010,22,13.2204470426857,52.5003733544519,0.0,1,1791.23427833954,3582.46855667908,4425425
EICHKAMPSTR. / KÖNIGSWEG / AUERBACHTUNNEL / FORSTAMT GRUNEWALD REVIERFÖRSTEREI E,3,2010,22,13.2563893,52.4862349,,2,,,4420987-4422233
ALTONAER STR. / KLOSTERSTR.,2,2010,23,13.1969258,52.5313633,,2,,,4453033-9932086
BRUNSBÜTTELER DAMM,8,2010,23,13.1611089343484,52.5332772571342,0.7202850231677311,1,9162.74121956004,11725.69716750935,4804140
BRUNSBÜTTELER DAMM / KLOSTERSTR. / RUHLEBENER STR.,6,2010,23,13.198503500000001,52.532915275,,3,,,4453033-4497945-4804140
BRUNSBÜTTELER DAMM / MAGISTRATSWEG,1,2010,23,13.1579351,52.533167649999996,,2,,,4804140-4999747
BRUNSBÜTTELER DAMM / NAUENER STR.,3,2010,23,13.1814749,52.5340519,,2,,,4804140-23968027
GATOWER STR.,4,2010,23,13.1798995903359,52.505833904906,0.3520096983535979,1,4463.75456251243,7356.2242279503635,4449164
GATOWER STR. / HEERSTR.,1,2010,23,13.1847721,52.5153674,,2,,,4068033-4449164
HEERSTR.,2,2010,23,13.2099677933885,52.5104084598131,0.549096473723349,1,21714.3461113608,31505.42134376507,4068033
KLADOWER DAMM,7,2010,23,13.1640840534028,52.4661742693013,0.019265326724436444,1,4413.28523167073,8741.547081425193,4895108
PICHELSDORFER STR.,2,2010,23,13.1978356955311,52.5208998409428,0.1527013459450306,1,1833.06156775378,3386.21216691145,4579715
WILHELMSTR.,4,2010,23,13.1860880900345,52.5200948305075,0.5326757300744354,1,4380.24238068508,6427.235953335752,4483961
HEERSTR. / WILHELMSTR.,1,2010,23,13.1790413,52.5166114,,2,,,4068033-4483961
SÜDEKUMZEILE,1,2010,23,13.1525758976734,52.5305573224202,0.0,1,842.00882329511,1684.01764659022,24029384
BRUNSBÜTTELER DAMM / AM BAHNHOF SPANDAU,2,2010,23,13.194538,52.5337464,,2,,,4804140-9932925
HEERSTR. / SANDSTR.,1,2010,23,13.1699342,52.518575,,2,,,4068033-4999754
SEEBURGER WEG,2,2010,23,13.1756142924967,52.5242627436472,0.17648076548594904,1,423.209860434873,771.731320738998,4999774
ALTONAER STR. / PÄWESINER WEG,1,2010,23,13.1791385,52.5331215,,2,,,9932086-9933148
KLOSTERSTR. / SEEBURGER STR. / WILHELMSTR. / ZIEGELHOF,2,2010,23,13.195652183333332,52.529164083333335,,4,,,4453033-4483961-9932084-24967135
FINKENKRUGER WEG,2,2010,23,13.1437025447138,52.5452419479442,0.0,1,1640.67345377984,3281.34690755968,14355919
SEEBURGER STR.,2,2010,23,13.1862128668995,52.5272987984017,0.17933566117442626,1,1459.65808316604,2657.5474188989024,9932084
GATOWER STR. / WILHELMSTR.,3,2010,23,13.187148,52.5202494,,2,,,4449164-4483961
NENNHAUSER DAMM,2,2010,23,13.1365502,52.5298328,0.0,1,2799.69553626314,5599.39107252628,8048607
ADAMSTR.,1,2010,23,13.1937730367906,52.5210141762542,0.0,1,552.451125735862,1104.902251471724,4609187
ADAMSTR. / KONKORDIASTR.,1,2010,23,13.1912224,52.5209933,,2,,,4609187-4609213
ADAMSTR. / MELANCHTHONSTR. / MELANCHTHONPLATZ,1,2010,23,13.1898194,52.5210017,,3,,,4609187-4609188-4609222
ADELHEID-PONINSKA-STR. / ERNA-SACK-STR.,1,2010,23,13.1412472,52.5274723,,2,,,23411726-37770436
ALT-PICHELSDORF,1,2010,23,13.1993651392467,52.5115417573282,0.25734770428171644,1,584.678494777483,1018.8913211810913,4871590
ALT-PICHELSDORF / HEERSTR. / PICHELSDORFER STR. / SÜDPARK,2,2010,23,13.197919474999999,52.51285335,,3,,,4068033-4579715-4871590
ALTONAER STR.,1,2010,23,13.1881334343123,52.5325022290412,0.0,1,1238.10820577563,2476.21641155126,9932086
AM OMNIBUSHOF / GATOWER STR. / GRAETSCHELSTEIG,1,2010,23,13.18624185,52.51764745,,3,,,4449164-4868262-30818727
AM PICHELSSEE,1,2010,23,13.1985623644142,52.5089340237282,0.0,1,701.856382083009,1403.712764166018,15245401
AUGUSTE-PICCARD-STR.,1,2010,23,13.1230908047264,52.4737173758932,0.0,1,374.13112012261,748.26224024522,4694937
BLASEWITZER RING / MAULBEERALLEE / SEEBURGER WEG,1,2010,23,13.173686,52.5227638,,3,,,4999744-4999774-24028197
BLASEWITZER RING / SANDSTR. / OBSTALLEE,1,2010,23,13.1712351,52.5201952,,3,,,4999742-4999744-4999754
BORKUMER STR. / KLOSTERSTR.,2,2010,23,13.1974776,52.5320335,,2,,,4453033-9931927
