street,count,year,directorate,lat,lng,features
AUGUSTE-VIKTORIA-ALLEE / HUMBOLDTSTR. / OLLENHAUERSTR.,1,2014,11,13.3298114,52.56921,4068105-12305946-23125889
BERLINER STR.,5,2014,11,13.2885915256673,52.5840254186982,4588911
BERLINER STR. / AM BORSIGTURM,1,2014,11,13.2887271,52.584146,4588911-4796771
BERLINER STR. / BRUNOWSTR.,3,2014,11,13.2854716,52.5877641,4588911-4796510
BERLINER STR. / EGELLSSTR. / WITTESTR.,3,2014,11,13.2912186,52.5810225,4588911-4589063-4796780
BERLINER STR. / ERNSTSTR. / AM BORSIGTURM,1,2014,11,13.2900057,52.5825572,4588911-4645235-4796771
BERLINER STR. / NAMSLAUSTR.,1,2014,11,13.2931002,52.5787015,4588911-4796801
BERLINER STR. / VEITSTR.,1,2014,11,13.2870266,52.5862081,4588911-4796503
BERNAUER STR.,1,2014,11,13.2594356884283,52.5702316702088,4568174
BERNAUER STR. / BERNAUER STR.,1,2014,11,13.2594356884283,52.5702316702088,4568174
BERNSTORFFSTR.,1,2014,11,13.2849082242383,52.5906380175957,4796487
BLANKESTR.,1,2014,11,13.3301784676698,52.5640512528826,4675067
BLANKESTR. / SCHARNWEBERSTR.,2,2014,11,13.329229,52.5634051,4067902-4675067
BORSIGWALDER WEG / MIRAUSTR.,1,2014,11,13.3032979,52.5891287,4804097-25260861
BORSIGWALDER WEG / SCHUBARTSTR.,1,2014,11,13.3000249,52.5864589,4645231-25260861
BOTTROPER WEG,1,2014,11,13.28114725295,52.5766824356486,4796774
BRUNOWSTR.,1,2014,11,13.2827532961754,52.5874298469096,4796510
BUDDESTR.,1,2014,11,13.2869118356455,52.5908625935758,4804125
BUDDESTR. / BERNSTORFFSTR.,1,2014,11,13.2866304,52.5912748,4796487-4804125
BUDDESTR. / GORKISTR.,1,2014,11,13.2874382,52.5900873,4765928-4804125
BUDDESTR. / WAIDMANNSLUSTER DAMM,1,2014,11,13.2842703,52.5944326,4540101-4804125
DAMKITZSTR. / SCHULZENDORFER STR.,1,2014,11,13.2408305,52.6138702,5026423-21278809
DUBLINER STR. / HOLLÄNDERSTR.,1,2014,11,13.3490339,52.5621333,4610047-5120958
EDELTRAUTWEG / JÖRSSTR.,1,2014,11,13.2264649,52.57337,5046362-35576538
EGIDYSTR. / WAIDMANNSLUSTER DAMM,1,2014,11,13.3033185,52.6006596,4540101-4802151
EICHBORNDAMM,2,2014,11,13.3209782647302,52.5841232253749,4678199
EICHBORNDAMM / WALDSTR. / WITTESTR.,1,2014,11,13.3150977,52.5765709,4589063-4678199-4706735
ERNSTSTR.,1,2014,11,13.299272985347,52.5830806588566,4645235
FLOHRSTR. / SEIDELSTR.,1,2014,11,13.2973026,52.5730212,4537056-4801736
FLOTTENSTR. / ROEDERNALLEE,1,2014,11,13.3472958,52.5784973,4068065-37142126
FRIEDERIKESTR. / GERLINDEWEG,1,2014,11,13.2289799,52.5756066,5046356-172403418
GORKISTR.,1,2014,11,13.3005734632879,52.5914584820212,4765928
GORKISTR. / MIRAUSTR.,1,2014,11,13.3026118,52.5916715,4765928-4804097
GOTTHARDSTR. / KAPWEG / SCHARNWEBERSTR.,2,2014,11,13.330582775,52.562509225,4067902-4071978-4804202
GROßKOPFSTR. / OLLENHAUERSTR.,1,2014,11,13.3286759,52.5659966,4675069-23125889
HABICHTSTR. / FALKENPLATZ,1,2014,11,13.2271042,52.584511,5046487-24335958
HEILIGENSEESTR.,1,2014,11,13.2465312233497,52.6011050090075,4645149
HENNIGSDORFER STR.,1,2014,11,13.2216325785582,52.6185117833578,6235863
HENNIGSDORFER STR. / SILBERHAMMERWEG / ANGLERSIEDLUNG,1,2014,11,13.226252008377974,52.625116672872174,5047013-6235863-24717990
HERMSDORFER DAMM / WAIDMANNSLUSTER DAMM / A 111 BAB AUTOBAHNZUBRINGER HAM,1,2014,11,13.285462,52.5949833,4540101-4540161
HOLLÄNDERSTR.,2,2014,11,13.350780568282,52.5620671827468,4610047
HOLZHAUSER STR.,3,2014,11,13.3063236721247,52.5824202838134,4569873
HOLZHAUSER STR. / JACOBSENWEG,1,2014,11,13.3020985,52.5803426,4569873-30748472
HOLZHAUSER STR. / MIRAUSTR.,1,2014,11,13.3095308,52.5839233,4569873-4804097
HOLZHAUSER STR. / WITTESTR.,3,2014,11,13.2995817,52.5790901,4569873-4589063
HUMBOLDTSTR.,1,2014,11,13.3381242459627,52.5715072066989,4068105
KAROLINENSTR.,1,2014,11,13.2795845173033,52.5947530463032,4645180
KIEFHEIDER WEG / RUPPINER CHAUSSEE,2,2014,11,13.2400796,52.6187277,4795846-5786835
KIENHORSTSTR. / OLLENHAUERSTR.,1,2014,11,13.3313487,52.5735039,4067941-23125889
KLENZEPFAD,1,2014,11,13.3459549217133,52.5712518011039,19200525
KLENZEPFAD / LÜBENER WEG,1,2014,11,13.3458947,52.5709219,19200525-19200527
KÖGELSTR. / OLLENHAUERSTR.,1,2014,11,13.3295656,52.5679438,4675071-23125889
KRANTORWEG,1,2014,11,13.2299691751712,52.6217627465695,5047012
KURT-SCHUMACHER-DAMM,2,2014,11,13.3156939503574,52.5595117423545,4432668
KURT-SCHUMACHER-DAMM / A 111 BAB AUTOBAHNZUBRINGER HAMBURG / 111 AS KURT-SCH,2,2014,11,13.315892854555516,52.558679353357476,4432668
KURT-SCHUMACHER-DAMM / OLLENHAUERSTR. / SCHARNWEBERSTR. / KURT-SCHUMACHER-,1,2014,11,13.328133020420575,52.56404013103105,4067902-4432668-23125889
LINDAUER ALLEE,1,2014,11,13.3455313677844,52.5746121047219,4067951
LINDAUER ALLEE / OLLENHAUERSTR. / WALDSTR.,1,2014,11,13.3321144,52.57547365,4067951-4706735-23125889
LINDAUER ALLEE / ROEDERNALLEE / TEICHSTR.,1,2014,11,13.347835025,52.574351975,4067951-4068065-4546470
MORÄNENWEG / WAIDMANNSLUSTER DAMM,1,2014,11,13.3012176,52.5995494,4540101-48681562
NAMSLAUSTR. / STERKRADER STR.,1,2014,11,13.2839484,52.5786245,4796784-4796801
NEHEIMER STR.,1,2014,11,13.2756546086905,52.5776386474773,4796779
OLLENHAUERSTR.,9,2014,11,13.3305006204459,52.5711567869549,23125889
OLLENHAUERSTR. / VON-DER-GABLENTZ-STR.,2,2014,11,13.3284647,52.565414,10737928-23125889
OTISSTR. / SEIDELSTR. / ALLÉE ST. EXUPÉRY,2,2014,11,13.2996311,52.56977155,4537056-4801741-24802099
ROEDERNALLEE,3,2014,11,13.3430962334298,52.5840289088583,4068065
RUPPINER CHAUSSEE,1,2014,11,13.2469393879284,52.6133332616186,4795846
RUPPINER CHAUSSEE / SCHULZENDORFER STR. / ZUR BAB A111-E26,1,2014,11,13.2448978,52.6144116,4795846-5026423
RUPPINER CHAUSSEE / STOLPMÜNDER WEG,2,2014,11,13.2308522,52.6244539,4795846-18652302
SAALMANNSTR. / WALDSTR.,1,2014,11,13.3293511,52.5755724,4706735-8064968
SANDHAUSER STR.,1,2014,11,13.220914,52.594729,94712497
SCHARNWEBERSTR.,10,2014,11,13.3197398717116,52.5660242265617,4067902
SCHARNWEBERSTR. / SCHILLINGSTR.,1,2014,11,13.3202492,52.5659853,4067902-4537080
SCHILLINGSTR.,1,2014,11,13.3211129855685,52.5680817145828,4537080
SCHUBARTSTR.,1,2014,11,13.3027372172933,52.5842311691016,4645231
SEIDELSTR.,1,2014,11,13.2994845092439,52.5705779987973,4537056
SOLTAUER STR.,1,2014,11,13.3055894622137,52.5790369308288,8752473
TALSANDWEG,1,2014,11,13.300730904562,52.5980635350328,16355207
TEICHSTR.,1,2014,11,13.347129823803,52.5705650325979,4546470
TITUSWEG,1,2014,11,13.2905266430212,52.5980900288495,4802120
TITUSWEG / WAIDMANNSLUSTER DAMM / ZIEKOWSTR.,2,2014,11,13.2916551,52.5960287,4540101-4645177-4802120
WAIDMANNSLUSTER DAMM,3,2014,11,13.2982888345046,52.5983495335394,4540101
WALDSTR.,3,2014,11,13.3235606019999,52.575817356241,4706735
WITTESTR.,2,2014,11,13.3027221495472,52.5779972177316,4589063
ZERMATTER STR.,1,2014,11,13.350936277775,52.5658051175509,4638309
ALEMANNENSTR. / MAXIMILIANKORSO,1,2014,12,13.2806915,52.6341015,16866582-16885071
ALEMANNENSTR. / SIGISMUNDKORSO,1,2014,12,13.2804269,52.6301529,16857795-16866582
ALT-REINICKENDORF / RESIDENZSTR. / KLEMKESTR. / KOPENHAGENER STR. / KOLPINGPLATZ,1,2014,12,13.359181145384861,52.574284821785824,4067922-4071972-4594653-33927189-61738221
ALT-WITTENAU / EICHBORNDAMM,3,2014,12,13.3263192,52.5916679,4678199-4765745
AM NORDGRABEN / ORANIENBURGER STR. / ORANIENBURGER BRÜCKE,1,2014,12,13.33469505,52.587430600000005,4071964-4678210
AM NORDGRABEN / RATHAUSPROMENADE / RATHAUSSTEG,1,2014,12,13.3299317,52.5873025,4675304-4678210
AM NORDGRABEN / ROEDERNALLEE / ROEDERNBRÜCKE,1,2014,12,13.3399001,52.58808515,4068065-4678210
AM SCHÄFERSEE / RESIDENZSTR.,2,2014,12,13.3640953,52.5640676,4594653-4638298
AM VIERRUTENBERG / BENEKENDORFFSTR.,1,2014,12,13.3412287,52.6158434,4802406-4802408
AM WIESENENDE / WITTENAUER STR. / KLÖTZESTEIG,1,2014,12,13.3518465,52.6137525,4802588-36003892-39472620
BENEKENDORFFSTR. / ORANIENDAMM,1,2014,12,13.3221905,52.6088245,4802408-9774898
BERLINER STR.,6,2014,12,13.2840060021578,52.6650684434129,5051463
BERLINER STR. / HERMSDORFER DAMM,1,2014,12,13.2961414,52.639978049999996,4540161-5051463
BERLINER STR. / ROBINIENWEG,5,2014,12,13.30029,52.6368487,4804482-5051463
BLOMBERGER WEG,1,2014,12,13.3263770776552,52.5982046946769,4765876
BRANDTSTR. / WERNICKESTR.,1,2014,12,13.310866,52.6120248,4804579-20547483
BÜCHSENWEG,1,2014,12,13.3682700994019,52.5754332166677,4637909
BÜDNERRING,1,2014,12,13.3702302245116,52.5729001650179,4637941
BURGFRAUENSTR.,1,2014,12,13.3004755934329,52.6263783167185,4804925
BURGFRAUENSTR. / ZELTINGER PLATZ,1,2014,12,13.2911279,52.6329216,4804925-4902505
CYCLOPSTR.,1,2014,12,13.3282422145378,52.5995660403983,4765877
DANNENWALDER WEG / FINSTERWALDER STR. / WILHELMSRUHER DAMM,2,2014,12,13.339320325,52.595892075,4765110-4765352-4802750
DIANASTR.,1,2014,12,13.3134686625921,52.6078264178527,25799886
DIANASTR. / ORANIENDAMM / ZEHNTWERDERWEG,2,2014,12,13.3180277,52.6113276,9774898-25799886-332561057
DIETRICHINGER WEG / ORANIENBURGER STR. / WITTENAUER STR.,1,2014,12,13.329674,52.6020065,4071964-4802588-39493949
DOHNENSTEIG / FORSTSTR. / HERMSDORFER DAMM,1,2014,12,13.2915413,52.6060456,4540161-4804652-22457520
DRONTHEIMER STR. / RITTERLANDWEG / SOLDINER STR. / PROVINZSTR.,1,2014,12,13.3770424,52.5607568,4610130-4610131-4610132-8150022
EDELHOFDAMM,1,2014,12,13.2992209413647,52.6355359976817,4902508
EDELHOFDAMM / MARKGRAFENSTR.,1,2014,12,13.2975775,52.6351479,4902508-28276120
EICHHORSTER WEG,2,2014,12,13.3411793,52.6000307,4802786
EICHHORSTER WEG / LÜBARSER STR.,1,2014,12,13.3357205,52.6027724,4802740-4802786
EMMENTALER STR. / RESIDENZSTR.,1,2014,12,13.3608121,52.5703344,4594653-4638312
FALKENTALER STEIG / FROHNAUER STR.,1,2014,12,13.2914511,52.6257535,4804837-10620897
FINSTERWALDER STR.,3,2014,12,13.3446430139944,52.6014333895269,4802750
FLOTTENSTR. / KOPENHAGENER STR.,3,2014,12,13.3609569,52.5770035,33927189-37142126
FORSTWEG,1,2014,12,13.2786448768647,52.6254846248897,16866590
FROHNAUER STR.,1,2014,12,13.2921131185613,52.6243387588405,10620897
FROHNAUER STR. / KARMELITERWEG,1,2014,12,13.2825522,52.6284853,10620897-16889141
GERMENDORFER STR. / TORNOWER WEG,1,2014,12,13.3493433,52.5947039,4765377-4765379
GORKISTR.,1,2014,12,13.3005734632879,52.5914584820212,4765928
HAUSOTTERSTR. / RESIDENZSTR. / STARGARDTSTR.,1,2014,12,13.3627676,52.5666076,4594653-4637947-32009527
HEIDENHEIMER STR. / HERMSDORFER DAMM,1,2014,12,13.3008396,52.6156727,4540161-4804520
HERBSTSTR. / SOMMERSTR.,2,2014,12,13.3774198,52.5712531,4637937-4764692
HERMSDORFER DAMM,1,2014,12,13.2951060204454,52.6101597396309,4540161
HERMSDORFER DAMM / SILVESTERWEG,1,2014,12,13.3091633,52.6217285,4540161-57743550
HERMSDORFER STR.,1,2014,12,13.3237407964548,52.5984849410283,4765947
HERMSDORFER STR. / AVENUE CHARLES DE GAULLE,1,2014,12,13.3243937,52.6012139,4765947-4766096
HERMSDORFER STR. / JEAN-JAURÈS-STR. / CYCLOPSTR.,2,2014,12,13.3248277,52.6020963,4765877-4765947-4766077
HOHEFELDSTR.,1,2014,12,13.3026298648692,52.6233962892437,4804937
HOHEFELDSTR. / ODILOSTR.,1,2014,12,13.3020713,52.6238791,4804924-4804937
HOLLÄNDERSTR.,2,2014,12,13.350780568282,52.5620671827468,4610047
HOLLÄNDERSTR. / MARKSTR.,1,2014,12,13.36451555,52.562688449999996,4610040-4610047
HUTTWILER WEG,1,2014,12,13.3567233221169,52.5718435969201,4638325
KLEMKESTR.,1,2014,12,13.3682038155556,52.5744378615235,4071972
KÖNIGSHORSTER STR.,2,2014,12,13.3507469502295,52.5976971748601,4802809
KOPENHAGENER STR.,1,2014,12,13.3623785911809,52.5791549551179,33927189
LENGEDER STR. / KOPENHAGENER STR.,1,2014,12,13.3633886,52.5806833,4380909-33927189
LINDAUER ALLEE,1,2014,12,13.3455313677844,52.5746121047219,4067951
LINDAUER ALLEE / RESIDENZSTR.,2,2014,12,13.3590097,52.57331485,4067951-4594653
LÜBARSER STR. / ORANIENBURGER STR.,1,2014,12,13.3322026,52.5993165,4071964-4802740
MARKSTR.,4,2014,12,13.3647554928134,52.560681419925,4610040
MARKSTR. / PANKOWER ALLEE / RESIDENZSTR.,2,2014,12,13.36432255,52.5638287,4594653-4610040-10755765
MAXIMILIANKORSO,1,2014,12,13.2786305251737,52.6341688572491,16885071
MITTELBRUCHZEILE / PROVINZSTR.,1,2014,12,13.37901,52.5682288,4610131-4637804
MÜHLENFELDSTR.,1,2014,12,13.3022794855116,52.6075406623006,19351589
ORANIENBURGER STR.,6,2014,12,13.3338790664397,52.5906704581346,4071964
ORANIENDAMM,3,2014,12,13.3211242927404,52.6094629430906,9774898
PANKOWER ALLEE / REGINHARDSTR.,1,2014,12,13.3735122,52.5643197,4610134-10755765
PROVINZSTR.,3,2014,12,13.3788598376178,52.5676572039041,4610131
REGINHARDSTR. / RITTERLANDWEG,1,2014,12,13.3712546,52.560635,4610132-4610134
RESIDENZSTR.,9,2014,12,13.3637681737819,52.5650193591144,4594653
RESIDENZSTR. / RITTERLANDWEG,2,2014,12,13.3688645,52.5605939,4594653-4610132
RESIDENZSTR. / SIMMELSTR.,1,2014,12,13.3635466,52.5651159,4594653-4637808
RITTERLANDWEG,2,2014,12,13.3729024367465,52.5606690996091,4610132
ROEDERNALLEE,1,2014,12,13.3430962334298,52.5840289088583,4068065
SCHILDOWER STR.,1,2014,12,13.3198318,52.6230157,4805066
SCHORFHEIDESTR.,1,2014,12,13.346523775372,52.5925090201707,11953271
SCHULZENDORFER STR. / BRANDTSTR. / HEINSESTR.,1,2014,12,13.3110499,52.6130517,4804662-20547483-28793517
SCHULZENDORFER STR. / JAHNSTR. / MÜHLENFELDSTR.,1,2014,12,13.3089522,52.612401,4804592-4804662-19351589
SENFTENBERGER RING / WILHELMSRUHER DAMM,1,2014,12,13.3561323,52.5966795,4765110-4802807
SIGISMUNDKORSO / DONNERSMARCKPLATZ,1,2014,12,13.27910335872,52.62985803944875,16857795-33969058
SIMMELSTR.,1,2014,12,13.3668541297457,52.5653944700095,4637808
SOMMERSTR. / KLEMKESTR.,1,2014,12,13.3732825,52.5747774,4071972-4637937
STARGARDTSTR.,2,2014,12,13.3609027615718,52.5663117753806,32009527
TREUENBRIETZENER STR.,2,2014,12,13.3624548,52.5993326,4765338
WAIDMANNSLUSTER DAMM,1,2014,12,13.2982888345046,52.5983495335394,4540101
WELZOWER STEIG,1,2014,12,13.3479794646212,52.6012811437243,27835187
WILHELMSRUHER DAMM,3,2014,12,13.3528476432306,52.5965100817386,4765110
WINDHALMWEG,1,2014,12,13.3202806181841,52.5812070037676,4678204
WITTENAUER STR.,3,2014,12,13.343739352138,52.6076941681241,4802588
ZABEL-KRÜGER-DAMM,4,2014,12,13.3395116772596,52.6120303301954,4802391
ZELTINGER PLATZ / ZELTINGER PLATZ,1,2014,12,13.2905184683848,52.6334265033681,4902505
ZELTINGER STR.,1,2014,12,13.2967447582363,52.6381804243613,4902500
AM FEUCHTEN WINKEL / PASEWALKER STR.,2,2014,13,13.4288333,52.5790962,4776197-4776203
AM SCHLOßPARK / KAVALIERSTR.,1,2014,13,13.4094094,52.5751825,4764644-4764665
AM SCHLOßPARK / OSSIETZKYSTR. / PARKSTR.,1,2014,13,13.4075487,52.5738855,4764644-4764656-4764658
AMALIENPARK,1,2014,13,13.4136144230438,52.5730705678821,24668380
ANGERWEG,1,2014,13,13.3795223008017,52.5883136071102,4764920
ANGERWEG / SCHILLERSTR. / SCHÖNHOLZER WEG,1,2014,13,13.3741853,52.5867874,4764920-4765047-25957604
ANLAGE EINIGKEIT / BLANKENFELDER CHAUSSEE / ROSENTHALER WEG,1,2014,13,13.4021672,52.6028494,4407913-4803116
ARNOLD-ZWEIG-STR. / MAX-LINGNER-STR.,1,2014,13,13.4158821,52.5620246,4632071-33770012
BAHNHOFSTR.,3,2014,13,13.4407607060048,52.5914459184595,4776771
BAHNHOFSTR. / BERLINER STR. / PASEWALKER STR. / ROSENTHALER STR.,1,2014,13,13.424971553551467,52.58367475547178,4631700-4776203-4776771-19435555
BAHNHOFSTR. / BLANKENBURGER WEG / PANKSTR.,1,2014,13,13.4366685,52.5925359,4776771-4776775-19435661
BERLINER STR.,15,2014,13,13.4126908669094,52.5628072028975,4631700
BERLINER STR. / BINZSTR.,1,2014,13,13.413012,52.5630239,4631700-114586158
BERLINER STR. / BORKUMSTR.,1,2014,13,13.4127589,52.5650428,4631700-123959488
BERLINER STR. / BREITE STR.,2,2014,13,13.4098491,52.5710863,4631700-4631947
BERLINER STR. / ESPLANADE / WESTERLANDSTR.,3,2014,13,13.413785923371751,52.557665990339075,4631700-4631706-123384345
BERLINER STR. / FLORASTR.,2,2014,13,13.4121323,52.5673646,4631700-4632868
BERLINER STR. / GRANITZSTR. / KISSINGENSTR.,5,2014,13,13.41301975,52.5663531,4631700-4632067-144945039
BERLINER STR. / HADLICHSTR.,5,2014,13,13.4120591,52.5682486,4631700-4776148
BERLINER STR. / MAXIMILIANSTR.,3,2014,13,13.4131121,52.56114225,4631700-4631994
BERLINER STR. / SAMLÄNDISCHE STR.,1,2014,13,13.4131382,52.56212,4631700-126293904
BEUTHSTR.,1,2014,13,13.4079336219913,52.5867039644422,4777089
BEUTHSTR. / DIETZGENSTR. / PLATANENSTR.,1,2014,13,13.402643099999999,52.585532900000004,4764689-4764829-4777089
BINZSTR. / NEUMANNSTR.,1,2014,13,13.4214592,52.5637216,4631542-114586158
BINZSTR. / PRENZLAUER PROMENADE,2,2014,13,13.4272571,52.5643558,4484351-114586158
BIRNBAUMRING / SCHILDOWER STR.,1,2014,13,13.3825077,52.6303769,18928585-20821970
BLANKENBURGER STR.,4,2014,13,13.4181932648739,52.5842311056913,4776611
BLANKENBURGER STR. / DIETZGENSTR. / OSSIETZKYPLATZ,2,2014,13,13.40400545,52.5812048,4764689-4776611-26795568
BLANKENBURGER STR. / GRUMBKOWSTR.,1,2014,13,13.423608349999999,52.58578265,4776611-4776633
BLANKENBURGER STR. / ZIMBELSTR.,2,2014,13,13.429443,52.5885936,4776611-4777056
BLANKENFELDER CHAUSSEE,1,2014,13,13.3959360564856,52.6130089401601,4803116
BLANKENFELDER STR. / ROSENTHALER WEG,1,2014,13,13.4200029,52.606282,4407913-35313212
BREHMESTR.,1,2014,13,13.3983210963567,52.5618574378173,23926878
BREITE STR.,5,2014,13,13.4079018274382,52.5702413360264,4631947
BUCHHOLZER STR.,2,2014,13,13.4132575489388,52.5883649702374,4777064
BUCHHOLZER STR. / CHARLOTTENSTR.,2,2014,13,13.4124699,52.5877006,4777064-4777081
BUCHHOLZER STR. / HERTHAPLATZ / WACKENBERGSTR.,1,2014,13,13.409300725,52.584752175000006,4777029-4777064-4777065
BUCHHORSTER STR. / HAUPTSTR. / KASTANIENALLEE / SCHÖNHOLZER WEG,1,2014,13,13.371148300000002,52.59076323333334,4045656-4777290-25957604-35149993
DAMEROWSTR.,2,2014,13,13.4223180362352,52.5734878590114,4631946
DAMEROWSTR. / HADLICHSTR. / STIFTSWEG / BREITE STR.,1,2014,13,13.414911660524865,52.57227874366054,4631946-4631947-4776148-4776166
DAMMSMÜHLER STR.,1,2014,13,13.397362095485,52.5945986638059,22875395
DAMMSMÜHLER STR. / STRAßE 113,1,2014,13,13.41690475,52.6079969,16307629-22875395
DIETZGENSTR.,10,2014,13,13.4027407418101,52.59290150731,4764689
DIETZGENSTR. / KASTANIENALLEE,4,2014,13,13.4027779,52.5931597,4764689-4777290
DIETZGENSTR. / KIRCHSTR.,2,2014,13,13.4030686,52.5947935,4764689-22875391
DOLOMITENSTR.,1,2014,13,13.4039927396765,52.5612175839143,4631988
ELSA-BRÄNDSTRÖM-STR.,1,2014,13,13.419372970534,52.5597351515913,23845949
ELSA-BRÄNDSTRÖM-STR. / NEUMANNSTR. (ENDE),2,2014,13,13.422344200000001,52.559841649999996,4631542-23845949
ELSA-BRÄNDSTRÖM-STR. / PRENZLAUER PROMENADE,2,2014,13,13.4279251,52.5606026,4484351-23845949
EWESTSTR. / PASEWALKER STR.,1,2014,13,13.4322573,52.5940399,4776203-4776767
FLORAPROMENADE,1,2014,13,13.4044410346588,52.5637087922606,144842849
FLORASTR.,6,2014,13,13.4039660910225,52.5655126115084,4632868
FLORASTR. / GÖRSCHSTR.,1,2014,13,13.4007203,52.5656745,4632868-4632870
FLORASTR. / GRUNOWSTR.,1,2014,13,13.4102605,52.5668824,4632868-4637744
FLORASTR. / HEYNSTR. / NEUE SCHÖNHOLZER STR.,3,2014,13,13.4025902,52.5655812,4632867-4632868-23926904
FLORASTR. / MÜHLENSTR.,3,2014,13,13.4065512,52.5653776,4632868-10575630
FRIEDRICH-ENGELS-STR.,1,2014,13,13.386663299725,52.5901213725765,4764795
FRIEDRICH-ENGELS-STR. / FRIEDRICH-ENGELS-STR.,1,2014,13,13.386663299725,52.5901213725765,4764795
FRIESENSTR. / GERMANENSTR. / WALHALLASTR.,1,2014,13,13.375597599999999,52.5811524,4764802-4764812-4764861
FRIESENSTR. / HOMEYERSTR. / HERMANN-HESSE-STR.,1,2014,13,13.3923742,52.5755123,4764174-4764201-4764802
GALENUSSTR.,2,2014,13,13.4235492721061,52.5802142811139,4776149
GALENUSSTR. / PASEWALKER STR.,1,2014,13,13.4287919,52.5816379,4776149-4776203
GERMANENSTR. / HEEGERMÜHLER WEG,1,2014,13,13.3746156,52.5842837,4764861-4764864
GERMANENSTR. / STRAßE VOR SCHÖNHOLZ / VEREINSSTEG / WALDSTEG,1,2014,13,13.377185692001783,52.5774674093007,4764860-4764861-23984497-27154460
GOETHESTR.,1,2014,13,13.3632389050684,52.5875717339178,73673070
GRABBEALLEE,5,2014,13,13.398776926789,52.575482059266,4764190
GRABBEALLEE / HERMANN-HESSE-STR. / PASTOR-NIEMÖLLER-PLATZ,1,2014,13,13.398258850000001,52.579794225,4764174-4764190-4764196
GRABBEALLEE / MAJAKOWSKIRING,1,2014,13,13.3992188,52.574224,4764190-4764676
GRABBEALLEE / PFEILSTR.,1,2014,13,13.3985722,52.5721714,4764190-4764204
GRABBEALLEE / TSCHAIKOWSKISTR.,1,2014,13,13.3982868,52.5768303,4764190-4764208
GRANITZSTR. / HIDDENSEESTR. / KISSINGENSTR.,1,2014,13,13.413758530608675,52.56643280175767,4632067-25277176-144945039
GRANITZSTR. / NEUMANNSTR.,1,2014,13,13.4184188,52.5690034,4631542-144945039
GRANITZSTR. / PRENZLAUER PROMENADE / ROTHENBACHSTR.,2,2014,13,13.428782649999999,52.5719513,4484351-25833007-144945039
GRAVENSTEINSTR.,1,2014,13,13.4411798698971,52.6084501428913,16416877
GRUMBKOWSTR.,1,2014,13,13.4226365650712,52.5869801208556,4776633
GRUMBKOWSTR. / PANKOWER STR. / ROLANDSTR.,1,2014,13,13.4244976,52.5845522,4776612-4776624-4776633
GÜLLWEG / WALDSTR. / HERMANN-HESSE-STR.,6,2014,13,13.400400574999999,52.580394975,4764174-4764684-4777277
HADLICHSTR.,1,2014,13,13.4149689878437,52.5695737174334,4776148
HAUPTSTR.,7,2014,13,13.3738404612204,52.5951318680356,4045656
HAUPTSTR. / HERTZSTR.,1,2014,13,13.3663153,52.5848745,4045656-27811428
HAUPTSTR. / SCHILDOWER STR.,1,2014,13,13.3847402,52.61075945,4045656-20821970
HAUPTSTR. / SCHILLERSTR.,1,2014,13,13.3687706,52.5879531,4045656-4765047
HEINRICH-BÖLL-STR. / DIETZGENSTR. / UHLANDSTR.,1,2014,13,13.394055625,52.592518424999994,4764689-4765039-4777119
HEINRICH-MANN-STR. / HERMANN-HESSE-STR.,6,2014,13,13.389674,52.5743269,4764166-4764174
