street,count,year,directorate,lat,lng,features
BADSTR. / STETTINER STR.,1,2015,36,13.3834372,52.5512744,4603346-4740761
BADSTRAßENBRÜCKE,1,2015,36,13.3877540323814,52.5487097953799,4740760
BEHMSTR.,5,2015,36,13.3952603543023,52.5506357680433,4215491
BELLERMANNSTR.,2,2015,36,13.3878668455297,52.5524083104086,4603344
BELLERMANNSTR. / HEIDEBRINKER STR.,1,2015,36,13.3885868,52.5519463,4603344-4603359
BELLERMANNSTR. / JÜLICHER STR. / BEHMSTR.,1,2015,36,13.3913449,52.5503112,4215491-4603344-28215034
BELLERMANNSTR. / STETTINER STR.,1,2015,36,13.3863036,52.5534148,4603344-4603346
BERNAUER STR.,3,2015,36,13.3944660641299,52.5378118924432,4597231
BERNAUER STR. / STRELITZER STR.,1,2015,36,13.3932756,52.5374469,4597231-147659847
BERNAUER STR. / WOLLINER STR.,1,2015,36,13.4015572,52.5398222,4597231-4603414
BORNHOLMER STR.,1,2015,36,13.403341356776,52.5545168101507,4588954
BÖTTGERSTR. / HOCHSTR. / HOCHSTRAßENBRÜCKE,2,2015,36,13.383412100000001,52.548503100000005,4215486-4603311-177887706
BÖTTGERSTR. / PANKSTR. / THURNEYSSERSTR.,1,2015,36,13.3784922,52.55038945,4543924-4603268-4603311
BOYENSTR. / CHAUSSEESTR.,4,2015,36,13.3732787,52.5380452,4396919-4597207
BRUNNENSTR.,5,2015,36,13.3942556098464,52.5404041910459,4402087
BRUNNENSTR. / BERNAUER STR.,5,2015,36,13.3960869,52.5382802,4402087-4597231
CHAUSSEESTR. / LIESENSTR.,2,2015,36,13.3745282,52.5372642,4597207-34956511
DRONTHEIMER STR.,4,2015,36,13.3769557878253,52.5586844399719,4610130
DRONTHEIMER STR. / KOLONIESTR. / OSLOER STR.,5,2015,36,13.377059150000001,52.5564516,4544060-4544068-4610130
EXERZIERSTR.,2,2015,36,13.3741020921389,52.5539455521617,8004000
EXERZIERSTR. / GOTTSCHEDSTR.,3,2015,36,13.3743555,52.5539107,4603196-8004000
FELDSTR. / ACKERSTR.,1,2015,36,13.3850091,52.5380611,4597029-45339885
GARTENPLATZ / GARTENSTR.,2,2015,36,13.382397,52.5376819,4596993-4597055
GARTENSTR.,1,2015,36,13.3853376571133,52.5352020192009,4596993
GERICHTSTR.,5,2015,36,13.3699194553526,52.5447404726748,4595080
GERICHTSTR. / HOCHSTR. / NEUE HOCHSTR.,1,2015,36,13.3764076,52.5430784,4215486-4543954-4595080
GERICHTSTR. / KOLBERGER STR. / GERICHTSTRAßENBRÜCKE,2,2015,36,13.3742506,52.54364475,4595080-24700549-174172052
GLEIMSTR.,1,2015,36,13.404168165442,52.5468649072368,4606142
GOTTSCHEDSTR. / MARTIN-OPITZ-STR.,1,2015,36,13.3712057,52.5516323,4603196-4603264
GRAUNSTR.,1,2015,36,13.3986341815095,52.5451486332527,4603456
GRAUNSTR. / GLEIMSTR.,2,2015,36,13.3978951,52.5462839,4603456-4606142
GRENZSTR. / HUSSITENSTR. / WIESENSTR.,2,2015,36,13.3806273,52.5435234,4596994-4597034-42689935
GRENZSTR. / NEUE HOCHSTR. / SCHULZENDORFER STR.,1,2015,36,13.375617,52.5403122,4543954-4596986-4596994
GRÜNTALER STR.,1,2015,36,13.3917819368714,52.5556905596689,4632781
GRÜNTALER STR. / OSLOER STR. / BORNHOLMER STR.,5,2015,36,13.391400525,52.555232775,4544060-4588954-4632781
GRÜNTALER STR. / SOLDINER STR.,1,2015,36,13.393894,52.5564284,4632781-8150022
GUSTAV-MEYER-ALLEE / HUSSITENSTR. / SCHERINGSTR.,1,2015,36,13.3828472,52.5421968,4597032-4597033-42689935
GUSTAV-MEYER-ALLEE / RÜGENER STR. / BRUNNENSTR.,5,2015,36,13.39105575,52.544690825,4402087-4597033-4603463
HEIDEBRINKER STR. / BEHMSTR.,2,2015,36,13.3878822,52.5500247,4215491-4603359
HOCHSTR.,3,2015,36,13.3807973251509,52.5464659475244,4215486
HOCHSTR. / WIESENSTR. / WIESENBRÜCKE,1,2015,36,13.3785973,52.5447626,4215486-4597034
HUSSITENSTR.,4,2015,36,13.3855066414079,52.5393664510174,42689935
HUSSITENSTR. / BERNAUER STR.,3,2015,36,13.3912458,52.5361759,4597231-42689935
IRANISCHE STR. / SCHULSTR. / HEINZ-GALINSKI-STR.,1,2015,36,13.371387271132601,52.5540940573342,4571515-4594210-4603194
JÜLICHER STR.,1,2015,36,13.3918042978508,52.5528012010741,28215034
JÜLICHER STR. / BORNHOLMER STR.,2,2015,36,13.39232305,52.5551677,4588954-28215034
JÜLICHER STR. / KLEVER STR. / MÖNKEBERGER STR.,1,2015,36,13.3917541,52.552586,4603351-4603352-28215034
JÜLICHER STR. / LABÖER STR.,2,2015,36,13.3919349,52.5533611,4603355-28215034
JULIE-WOLFTHORN-STR. / GARTENSTR. / BERNAUER STR.,2,2015,36,13.3874471,52.5334749,4596993-4597231-6183134
KOLONIESTR.,2,2015,36,13.380550464297,52.5607020515375,4544068
KÜHNEMANNSTR.,2,2015,36,13.3829693225999,52.5670481992039,4637771
LORTZINGSTR. / VOLTASTR. / BRUNNENSTR.,3,2015,36,13.392656474999999,52.542527925,4402087-4597039-4887794
MARTIN-OPITZ-STR. / SCHULSTR.,2,2015,36,13.3699433,52.5530322,4571515-4603264
MÜLLERSTR. / SCHULZENDORFER STR. / SELLERSTR.,1,2015,36,13.3706269,52.5399047,4071971-4596986-23635726
OSLOER STR. / HEINZ-GALINSKI-STR.,4,2015,36,13.3725025,52.5566627,4544060-4594210
OSLOER STR. / PRINZENALLEE,6,2015,36,13.3842437,52.5560311,4544060-4544070
OSLOER STR. / SCHWEDENSTR.,2,2015,36,13.37380735,52.556709749999996,4544060-8004003
PANKSTR.,5,2015,36,13.3759143138184,52.548753514848,4543924
PANKSTR. / SCHÖNSTEDTSTR.,1,2015,36,13.3762685,52.5491549,4543924-24700580
PANKSTR. / WIESENSTR.,3,2015,36,13.3739736,52.5475498,4543924-4597034
PRINZENALLEE,3,2015,36,13.3860917156246,52.5585620683447,4544070
PRINZENALLEE / SOLDINER STR.,1,2015,36,13.38625565,52.558690600000006,4544070-8150022
RAMLERSTR.,1,2015,36,13.3935458982141,52.5473640092815,182674122
RAMLERSTR. / BRUNNENSTR.,1,2015,36,13.3892418,52.5471203,4402087-182674122
RAMLERSTR. / SWINEMÜNDER STR.,1,2015,36,13.3942491,52.5474031,4603411-182674122
REGINHARDSTR.,1,2015,36,13.3732395769762,52.5654756445082,4610134
REGINHARDSTR. / RESIDENZSTR.,1,2015,36,13.36987125,52.55973675,4594653-4610134
REINICKENDORFER STR.,1,2015,36,13.3688919102475,52.5487705285545,4541085
RÜGENER STR. / GLEIMSTR. / SWINEMÜNDER STR.,2,2015,36,13.3952896,52.5460366,4603411-4603463-4606142
SCHERINGSTR. / GARTENSTR. / LIESENSTR.,6,2015,36,13.3797261,52.5403638,4596993-4597032-34956511
SCHÖNWALDER STR.,1,2015,36,13.3724453935593,52.5421022048088,24700551
SCHULSTR.,1,2015,36,13.3653238084751,52.5501729759594,4571515
SCHWEDENSTR.,2,2015,36,13.3745400140256,52.5559778688705,8004003
SELLERSTR.,1,2015,36,13.3682202919664,52.5386790412029,23635726
STEEGERSTR. / WOLLANKSTR.,2,2015,36,13.392699,52.5641705,4632866-24700857
STETTINER STR.,2,2015,36,13.3864404686627,52.5534914656853,4603346
USEDOMER STR.,1,2015,36,13.3899092604363,52.5400284040848,4597040
VINETAPLATZ / SWINEMÜNDER STR.,1,2015,36,13.39887595,52.541316300000005,4603411-8094519
WIESENSTR.,1,2015,36,13.3751077792084,52.5468663957983,4597034
WOLLANKSTR.,6,2015,36,13.3939697367041,52.564853086411,4632866
WOLLINER STR.,1,2015,36,13.4021383862271,52.5390697228734,4603414
ZINGSTER STR. / BEHMSTR.,1,2015,36,13.3887815,52.5500991,4215491-4603358
AKAZIENSTR.,2,2015,41,13.3544609497911,52.4877569860161,34625336
AKAZIENSTR. / GOLTZSTR. / GRUNEWALDSTR.,3,2015,41,13.353202125,52.48987585,4525717-34625336-51196439
ALVENSLEBENSTR. / POTSDAMER STR. / WINTERFELDTSTR.,2,2015,41,13.36120905,52.495886,4395698-4531465-4618810
AN DER URANIA / KLEISTSTR. / LIETZENBURGER STR. / MARTIN-LUTHER-STR.,9,2015,41,13.346293937016616,52.500743974501454,4395950-4436879-4531469-153151120
ANSBACHER STR.,1,2015,41,13.3405150148267,52.499068866657,142572168
BARBAROSSASTR.,2,2015,41,13.3451079891646,52.4922443299333,5786177
BARBAROSSASTR. / LANDSHUTER STR.,2,2015,41,13.3389998,52.4923146,4525751-5786177
BAYERISCHER PLATZ,1,2015,41,13.3404567630308,52.4890488507499,4525908
BAYREUTHER STR.,2,2015,41,13.3441001158445,52.5022089579484,4597379
BÜLOWSTR.,5,2015,41,13.3612152110981,52.4978476260175,4618713
BÜLOWSTR. / FROBENSTR.,1,2015,41,13.3595242,52.4983273,4618711-4618713
BÜLOWSTR. / POTSDAMER STR.,1,2015,41,13.3620342,52.4978241,4395698-4618713
BÜLOWSTR. / ZIETENSTR.,1,2015,41,13.357035400000001,52.4988648,4618707-4618713
COURBIÈRESTR. / EISENACHER STR. / KLEISTSTR.,3,2015,41,13.34978675,52.500337425,4531469-5785862-11405307
EISENACHER STR.,2,2015,41,13.3492563,52.4918222,5785862
EISENACHER STR. / GRUNEWALDSTR.,1,2015,41,13.3490398,52.4893862,4525717-5785862
EISENACHER STR. / WINTERFELDTSTR.,1,2015,41,13.3496625,52.4964301,4531465-5785862
FUGGERSTR. / MARTIN-LUTHER-STR.,4,2015,41,13.3461347,52.4988274,4395950-28413555
GLEDITSCHSTR. / MAAßENSTR. / WINTERFELDTSTR. / WINTERFELDTPLATZ,2,2015,41,13.3545802,52.497142,4531465-11635731-51196438
GLEDITSCHSTR. / PALLASSTR.,3,2015,41,13.3552492,52.4946469,4525727-51196438
GOEBENSTR. / KULMER STR.,1,2015,41,13.3663243,52.4935818,4710639-32936808
GOEBENSTR. / PALLASSTR. / POTSDAMER STR.,2,2015,41,13.361055125,52.4942956,4395698-4525727-32936808
GOLTZSTR.,1,2015,41,13.3536712531009,52.4934658156064,51196439
GOSSOWSTR.,1,2015,41,13.3480009798087,52.4969555397318,4597403
GROßGÖRSCHENSTR.,1,2015,41,13.3658321518839,52.4914517740311,4525864
GROßGÖRSCHENSTR. / HAUPTSTR. / POTSDAMER STR.,3,2015,41,13.36046505,52.490800675,4395698-4463561-4525864
GRUNEWALDSTR.,4,2015,41,13.3475861395355,52.4893419179423,4525717
GRUNEWALDSTR. / HAUPTSTR. / LANGENSCHEIDTSTR.,2,2015,41,13.3602661,52.490415049999996,4463561-4525717-4531629
HOHENSTAUFENSTR.,2,2015,41,13.3447135213954,52.4943529586315,4492397
HOHENSTAUFENSTR. / MARTIN-LUTHER-STR.,5,2015,41,13.34593555,52.494428049999996,4395950-4492397
KLEISTSTR.,4,2015,41,13.3485440681507,52.5007435006195,4531469
KULMER STR.,1,2015,41,13.3655899549382,52.4936635041154,4710639
LIETZENBURGER STR.,1,2015,41,13.3315783266581,52.5004213215747,4436879
LIETZENBURGER STR. / MARTIN-LUTHER-STR.,1,2015,41,13.3458809,52.5000971,4395950-4436879
MAAßENSTR. / NOLLENDORFPLATZ,1,2015,41,13.3542114,52.4991671,4618773-11635731
MARTIN-LUTHER-STR.,2,2015,41,13.3452008784346,52.4908338512858,4395950
MOTZSTR.,1,2015,41,13.3438115630659,52.4963805385544,4395587
MOTZSTR. / NOLLENDORFPLATZ,1,2015,41,13.3524067,52.4991682,4395587-4618773
PALLASSTR.,1,2015,41,13.358081803178,52.4944403911246,4525727
PASSAUER STR. / TAUENTZIENSTR.,1,2015,41,13.3406306,52.5025033,26976439-151523084
POTSDAMER STR.,9,2015,41,13.3668030234186,52.5041718269735,4395698
REGENSBURGER STR.,1,2015,41,13.3360120987429,52.4959836558145,4449444
YORCKSTR.,1,2015,41,13.3787861189042,52.4923268729311,4406362
NOLLENDORFSTR.,3,2015,41,13.3529990404016,52.4979928737937,4618705
TAUENTZIENSTR.,3,2015,41,13.338955792075,52.5031510003924,151523084
AKAZIENSTR. / BELZIGER STR.,2,2015,41,13.354688,52.4874871,4535207-34625336
BAYREUTHER STR. / KLEISTSTR. / WITTENBERGPLATZ,1,2015,41,13.34379095,52.5016504,4531469-4597379-9536455
MARTIN-LUTHER-STR. / ROSENHEIMER STR.,1,2015,41,13.3450677,52.49031495,4395950-4531490
WINTERFELDTSTR.,2,2015,41,13.3520514804035,52.4967715970615,4531465
AUGSBURGER STR. / LIETZENBURGER STR. / PASSAUER STR.,1,2015,41,13.339256152853299,52.499766536839346,4436879-26976439-150512436
ALVENSLEBENSTR. / BÜLOWSTR. / KULMER STR.,4,2015,41,13.3660957,52.4952733,4618713-4618810-4710639
KARL-HEINRICH-ULRICHS-STR.,2,2015,41,13.3535323922021,52.5009731561839,11405458
NOLLENDORFPLATZ / KARL-HEINRICH-ULRICHS-STR.,2,2015,41,13.3539695,52.500017400000004,4618773-11405458
MARTIN-LUTHER-STR. / MOTZSTR.,2,2015,41,13.346097400000001,52.497044599999995,4395587-4395950
MARTIN-LUTHER-STR. / WINTERFELDTSTR.,1,2015,41,13.346288,52.4959449,4395950-4531465
ANSBACHER STR. / TAUENTZIENSTR. / WITTENBERGPLATZ,1,2015,41,13.3423788,52.502297075,9536455-142572168-151523084
COURBIÈRESTR.,1,2015,41,13.3498525074165,52.5012194525033,11405307
SCHWÄBISCHE STR.,1,2015,41,13.3488592,52.4922163,13222746
LANGENSCHEIDTSTR. / WILLMANNDAMM,1,2015,41,13.3608477,52.4901247,4531629-4618816
AN DER URANIA / COURBIÈRESTR.,1,2015,41,13.3496241,52.50219195,11405307-153151120
ANSBACHER STR. / LIETZENBURGER STR.,2,2015,41,13.3409417,52.4998074,4436879-142572168
HABSBURGERSTR.,1,2015,41,13.352279254253,52.495821215042,24813141
BARBAROSSASTR. / GOLTZSTR.,1,2015,41,13.3533089,52.4920044,5786177-51196439
GLEDITSCHSTR.,1,2015,41,13.3551362274225,52.4929687102231,51196438
KALCKREUTHSTR. / MOTZSTR.,2,2015,41,13.3482759,52.4978286,4395587-4597404
MÜNCHENER STR.,1,2015,41,13.3419337739577,52.4914533364754,4583383
EISENACHER STR. / LUITPOLDSTR.,1,2015,41,13.3497006,52.4955192,4597406-5785862
BARBAROSSASTR. / KARL-SCHRADER-STR. / KYFFHÄUSERSTR.,1,2015,41,13.3512834,52.492051,5786177-26995580-152343393
KARL-SCHRADER-STR.,1,2015,41,13.3512156711176,52.4912880230799,26995580
AKAZIENSTR. / HAUPTSTR. / KAISER-WILHELM-PLATZ,3,2015,42,13.3564846,52.4864929,4463561-25205087-34625336
ALBERTSTR.,1,2015,42,13.3540728034809,52.4835623275175,34871036
ALBERTSTR. / EISENACHER STR. / HAUPTSTR.,1,2015,42,13.3529633735312,52.48459918404135,4463561-5785862-34871036
BECKERSTR.,2,2015,42,13.3412386104411,52.46700376872,38344693
BELZIGER STR.,3,2015,42,13.3516935321242,52.4864415329719,4535207
BORNSTR.,2,2015,42,13.324554064046,52.4657701758868,26931006
BUNDESALLEE,4,2015,42,13.3301599742996,52.4827820986722,4389606
BUNDESALLEE / KUNDRYSTR.,1,2015,42,13.3285661,52.4745294,4389606-22495016
BUNDESALLEE / SÜDWESTKORSO / VARZINER STR.,4,2015,42,13.3282059,52.4772339,4389606-4395478-4535353
CECILIENGÄRTEN,1,2015,42,13.3415395299629,52.4740250576987,25155311
CRELLESTR. / KOLONNENSTR. / KAISER-WILHELM-PLATZ,3,2015,42,13.357719540259325,52.48667812033475,4603393-4618817-25205087
DICKHARDTSTR. / RHEINSTR. / ROENNEBERGSTR.,1,2015,42,13.333032849999999,52.4693527,4525730-4575434-150243505
DOMINICUSSTR. / EBERSSTR.,4,2015,42,13.3521178,52.4801004,4525780-10749073
DOMINICUSSTR. / FEURIGSTR. / FRITZ-REUTER-STR.,3,2015,42,13.3498094031752,52.481120612723075,4525780-6075307-8007721
DOMINICUSSTR. / FRITZ-ELSAS-STR.,1,2015,42,13.3466579,52.4826353,4525780-4583114
DOMINICUSSTR. / HAUPTSTR.,8,2015,42,13.3483637,52.4817314,4463561-4525780
EBERSSTR. / A 100 BAB / INNSBRUCKER PLATZ / 100 AS INNSBRUCKER (ÖSTL T) AUSF N I,1,2015,42,13.352297748109978,52.48095018022574,10749073
FEURIGSTR.,1,2015,42,13.355069273718,52.4839410342064,8007721
GOTENSTR. / SACHSENDAMM / VORARLBERGER DAMM,1,2015,42,13.35987235,52.4753854,4585103-4594372-4603390
GRAZER DAMM / MUNSTERDAMM / PRELLERWEG / INSULANERPARK,3,2015,42,13.348614849999999,52.459056475000004,4536818-4536948-30190074
GRUNEWALDSTR.,1,2015,42,13.3475861395355,52.4893419179423,4525717
GRUNEWALDSTR. / MARTIN-LUTHER-STR.,1,2015,42,13.345035,52.489132049999995,4395950-4525717
HAUPTSTR.,13,2015,42,13.347841632172,52.4813317681246,4463561
HAUPTSTR. / HELMSTR.,1,2015,42,13.3588921,52.488904649999995,4463561-12307859
HAUPTSTR. / KOBURGER STR.,1,2015,42,13.3465373,52.4804936,4463561-34376237
HAUPTSTR. / WEXSTR. / A 100 BAB / INNSBRUCKER PLATZ / 100 AS INNSBRUCKER (ÖSTL T,7,2015,42,13.3440249,52.4786699,4405314-4463561
INNSBRUCKER STR.,1,2015,42,13.3418434,52.4838521,4525749
JOHN-F.-KENNEDY-PLATZ,1,2015,42,13.344984534855,52.4848849488339,4525902
KOLONNENSTR.,6,2015,42,13.3632876622045,52.4853741847272,4603393
LEUTHENER STR.,1,2015,42,13.3615700117224,52.4813894590005,23861013
MARTIN-LUTHER-STR.,3,2015,42,13.3452008784346,52.4908338512858,4395950
MARTIN-LUTHER-STR. / WARTBURGSTR.,2,2015,42,13.3451889,52.4868514,4395950-4583362
MERANER STR.,1,2015,42,13.3386510888882,52.4855578727186,4525906
MONUMENTENBRÜCKE,3,2015,42,13.3719518,52.48795015,4525869
MONUMENTENSTR.,1,2015,42,13.3699879438194,52.4880891167088,4525868
NAUMANNSTR. / WILHELM-KABUS-STR.,1,2015,42,13.3634233,52.478581,4357822-25151774
PESCHKESTR. / RHEINSTR.,2,2015,42,13.3293528,52.4657319,4525730-4575462
PRELLERWEG,1,2015,42,13.3529131614226,52.4592046461286,4536818
RHEINGAUSTR. / WIESBADENER STR.,2,2015,42,13.3215026,52.471579,4395479-4535286
RHEINSTR.,4,2015,42,13.3321417103901,52.4684156761493,4525730
RHEINSTR. / SAARSTR. / SCHMILJANSTR.,2,2015,42,13.332513225,52.468948000000005,4525730-4536805-4536808
"SACHSENDAMM / A 100 BAB / HEDWIG-DOHM-STR. / 100 AS ALBOINSTR. (WESTL.), EINF V",1,2015,42,13.3614983,52.4746069,4585103-4716330
SACHSENDAMM / LOTTE-LASERSTEIN-STR.,2,2015,42,13.3630324,52.4743628,4585103-13862373
SACHSENDAMM / TEMPELHOFER WEG / WERDAUER WEG,2,2015,42,13.354869449999999,52.47838325,4517400-4585103-5063553
SCHMARGENDORFER STR.,1,2015,42,13.3321122950743,52.4715137953231,4536846
SCHMILJANSTR. / FRIEDRICH-WILHELM-PLATZ,2,2015,42,13.329111350000002,52.4713681,4535453-4536805
STUBENRAUCHSTR.,1,2015,42,13.3241208654498,52.4721662385732,4535458
WILHELM-KABUS-STR.,1,2015,42,13.3655379978009,52.4801813963061,25151774
YORCKSTR.,5,2015,42,13.3787861189042,52.4923268729311,4406362
SÜDWESTKORSO,3,2015,42,13.3193589726741,52.4715725263253,4395478
BUNDESALLEE / MAINAUER STR. / SENTASTR.,1,2015,42,13.328362825,52.475729625,4389606-4603590-27323686
EBERSSTR.,2,2015,42,13.3526399120168,52.4804977251211,10749073
CRANACHSTR.,1,2015,42,13.3423425536289,52.4662954020229,4585051
HÄHNELSTR. / HAUPTSTR. / SPONHOLZSTR.,1,2015,42,13.3401247,52.4755614,4463561-4500190-9496097
RIEMENSCHNEIDERWEG,4,2015,42,13.3497451381928,52.4651122577335,4585082
FREIHERR-VOM-STEIN-STR. / MARTIN-LUTHER-STR. / JOHN-F.-KENNEDY-PLATZ,1,2015,42,13.344995525,52.484645474999994,4395950-4525902-4583113
KOLONNENSTR. / NAUMANNSTR.,1,2015,42,13.3637028,52.485166,4357822-4603393
RUBENSSTR. / TRAEGERSTR.,1,2015,42,13.3429506,52.4759168,4463559-22495047
CHERUSKERSTR. / ROßBACHSTR.,1,2015,42,13.3590707,52.4835834,13863115-155396257
FRITZ-ELSAS-STR. / MARTIN-LUTHER-STR.,1,2015,42,13.345042450000001,52.4826178,4395950-4583114
PETER-VISCHER-STR. / RUBENSSTR.,1,2015,42,13.34447,52.464856,4463559-4585085
DICKHARDTSTR. / SAARSTR.,3,2015,42,13.3350066,52.467974,4536808-4575434
GÖRRESSTR. / OFFENBACHER STR. / STUBENRAUCHSTR. / SÜDWESTKORSO,1,2015,42,13.324074950000002,52.47522468333333,4395478-4535458-4535461-23863120
KAISER-WILHELM-PLATZ,1,2015,42,13.3573577112905,52.4867837588029,25205087
LEBERSTR.,3,2015,42,13.361434630231,52.4827132645337,28497527
PRIESTERWEG / VORARLBERGER DAMM / KGA VORARLBERG,1,2015,42,13.3560271,52.4724423,4594372-8881044
BELZIGER STR. / DOMINICUSSTR. / MARTIN-LUTHER-STR. / JOHN-F.-KENNEDY-PLATZ,2,2015,42,13.34510375,52.484761383333336,4395950-4525780-4525902-4535207
CZEMINSKISTR.,1,2015,42,13.3626687160341,52.4871049673972,21844064
HANDJERYSTR.,5,2015,42,13.3323221,52.4716188,22495025
SPONHOLZSTR.,1,2015,42,13.3404084565718,52.4729566333452,9496097
GOTENSTR. / TEMPELHOFER WEG,1,2015,42,13.3601733,52.4771568,4603390-5063553
GOTHAER STR. / WARTBURGSTR.,1,2015,42,13.347443,52.487076,4583362-4583366
BUNDESALLEE / FRIEDRICH-WILHELM-PLATZ,2,2015,42,13.32832045,52.4722835,4389606-4535453
HANDJERYSTR. / SARRAZINSTR. / PERELSPLATZ,1,2015,42,13.33273087310785,52.475424549349924,4500188-4575473-22495025
HERBERTSTR. / KOLONNENSTR.,2,2015,42,13.358345,52.4864632,4603393-103844042
DOMINICUSSTR. / SACHSENDAMM / TORGAUER STR.,2,2015,42,13.3530175,52.4797696,4357821-4525780-4585103
KATZLERSTR. / YORCKSTR.,1,2015,42,13.3693827,52.4929736,4406362-4525863
BECKERSTR. / MENZELSTR.,1,2015,42,13.3401386,52.4669482,9933220-38344693
DICKHARDTSTR. / HEDWIGSTR. / LAUTERSTR. / RHEINSTR. / SCHMARGENDORFER STR.,4,2015,42,13.335325956363112,52.47149492744275,4525730-4536846-4575434-22495028-101290089
HAUPTSTR. / VORBERGSTR.,2,2015,42,13.3584597,52.4885804,4463561-152953712
HERTELSTR. / RHEINGAUSTR.,1,2015,42,13.3214667,52.4688056,4535286-4756340
HOMUTHSTR. / WIESBADENER STR.,1,2015,42,13.3229693,52.4715689,4395479-237724107
ISOLDESTR.,1,2015,42,13.3317323529749,52.4766274130797,133988483
KOLONNENBRÜCKE,1,2015,42,13.3707888090841,52.4850752575639,7742634
KOLONNENSTR. / WILHELM-KABUS-STR.,2,2015,42,13.3689992,52.4850739,4603393-25151774
DOMINICUSSTR. / MARTIN-LUTHER-STR.,1,2015,42,13.3450368,52.4845791,4395950-4525780
FEHLERSTR.,1,2015,42,13.3233126019026,52.4766415619166,4535354
LAUTERSTR.,1,2015,42,13.3353078942293,52.4741944520855,22495028
OFFENBACHER STR.,1,2015,42,13.3194587515459,52.4751971223117,23863120
APOSTEL-PAULUS-STR.,1,2015,42,13.3471755800414,52.4881139222873,4583368
BLANKENBERGSTR. / GOßLERSTR. / HERTELSTR.,1,2015,42,13.3236838,52.4687906,4536911-4587921-4756340
BRÜGGEMANNSTR. / RIEMENSCHNEIDERWEG,1,2015,42,13.3499835,52.463079,4585082-4585086
GOTENSTR. / LEUTHENER STR.,1,2015,42,13.3602677,52.4814006,4603390-23861013
SCHWALBACHER STR. / STUBENRAUCHSTR.,1,2015,42,13.3247397,52.4701736,4535285-4535458
AM RATHAUS / BADENSCHE STR.,1,2015,42,13.3426391,52.4855554,4442087-22874227
BACHESTR. / BUNDESALLEE,1,2015,42,13.328357,52.4746608,4389606-4535463
CHERUSKERSTR.,1,2015,42,13.3590651952031,52.4832133174492,13863115
EISACKSTR. / RUBENSSTR.,1,2015,42,13.3443251,52.4773003,4463559-22495030
GRUNEWALDSTR. / MÜNCHENER STR.,1,2015,42,13.3423051,52.4887951,4525717-4583383
HOHENFRIEDBERGSTR. / KOLONNENSTR.,1,2015,42,13.3647955,52.4851016,4603393-21844063
LAUTERSTR. / PERELSPLATZ,1,2015,42,13.3353391,52.4753905,4500188-22495028
NORDMANNZEILE / RIEMENSCHNEIDERWEG / VORARLBERGER DAMM,1,2015,42,13.3490899,52.4703163,4585082-4594372-42772457
SALZBURGER STR.,1,2015,42,13.3423550256513,52.4868526990986,4693531
TAUNUSSTR.,1,2015,42,13.3238582305668,52.4735134816155,4535459
BRÜGGEMANNSTR. / GRAZER DAMM,1,2015,42,13.3482807,52.4629878,4536948-4585086
HEDWIGSTR. / SEMPERSTR. / SPONHOLZSTR.,1,2015,42,13.340349718067927,52.47148500719777,9496097-101290089-133988504
REMBRANDTSTR. / RUBENSSTR. / VORARLBERGER DAMM,1,2015,42,13.3436831,52.4711821,4463559-4594372-10039481
GROßER STERN / HÜTTENWEG / KÖNIGSWEG / KRONPRINZESSINNENWEG / TELTOWER WEG / A 1,1,2015,43,13.259976316666666,52.477699550000004,4323788-4392637-4413638-4420987
AM GROßEN WANNSEE / AM KLEINEN WANNSEE / KÖNIGSTR.,2,2015,43,13.1671929,52.4204368,4323789-4424205-4752924
AM WALDFRIEDHOF / ARGENTINISCHE ALLEE / WALTRAUDSTR.,1,2015,43,13.2626132,52.4514757,4392634-4605120-147563907
ARGENTINISCHE ALLEE,1,2015,43,13.2506411626284,52.4497399754197,4392634
ARGENTINISCHE ALLEE / FISCHERHÜTTENSTR. / RAUWEILERSTEIG,4,2015,43,13.240472823864225,52.44271318581272,4392634-4740663-41413380
BERLEPSCHSTR.,1,2015,43,13.2408959763382,52.4247245252846,4706334
BERLEPSCHSTR. / MACHNOWER STR.,1,2015,43,13.2570781,52.429803,4706334-23044564
BERLINER STR. / CLAYALLEE / POTSDAMER STR. / TELTOWER DAMM,4,2015,43,13.232271299999999,52.431497033333336,4425411-4441996-4517368-4517370
BORUSSENSTR. / KRONPRINZESSINNENWEG / NYMPHENUFER,1,2015,43,13.186851564810675,52.42614644815788,4323788-4424308-4474691
BORUSSENSTR. / SPANISCHE ALLEE / A 115 BAB AUTOBAHNZUBRINGER MAGDEBG/LEIPZ (AVUS,1,2015,43,13.1932547,52.4338051,4316780-4424308
BUSCHGRABENWEG / GUTZMANNSTR. / MACHNOWER STR.,1,2015,43,13.2501194,52.4213076,22733459-22874509-23044564
CHAUSSEESTR. / KÖNIGSTR.,1,2015,43,13.147773449999999,52.41828375,4323789-4441937
CLAYALLEE,10,2015,43,13.2713898011069,52.4536220262448,4517370
CLAYALLEE / RIEMEISTERSTR. / WINFRIEDSTR.,1,2015,43,13.2628119,52.439225,4517370-4605123-33080181
CLAYALLEE / SOPHIE-CHARLOTTE-STR.,1,2015,43,13.2677681,52.4459887,4517370-4756572
CLAYALLEE / SUNDGAUER STR.,2,2015,43,13.2677397,52.4455433,4517370-4706347
ELVIRASTEIG / MATTERHORNSTR.,1,2015,43,13.2257923,52.4374474,4359592-4463464
FISCHERHÜTTENSTR.,1,2015,43,13.2430633686257,52.4412794102244,4740663
