street,count,year,directorate,lat,lng,features
AHRWEILERSTR. / WIESBADENER STR.,1,2015,26,13.316919,52.4718392,4395479-4531672
AßMANNSHAUSER STR.,1,2015,26,13.3133542361833,52.4771937541313,142574665
AUGUSTE-VIKTORIA-STR.,1,2015,26,13.2895283044341,52.4855238475833,4446444
BABELSBERGER STR. / BADENSCHE STR.,1,2015,26,13.3352152,52.4859013,4442087-4535205
BABELSBERGER STR. / BERLINER STR.,1,2015,26,13.3351588,52.4879344,4387786-4535205
BADENSCHE STR. / BUNDESALLEE,1,2015,26,13.3308332,52.4861295,4389606-4442087
BAMBERGER STR.,1,2015,26,13.3371284096014,52.4931793679977,4396234
BAMBERGER STR. / HOHENSTAUFENSTR. / NACHODSTR.,1,2015,26,13.337231875,52.4945991,4396234-4396236-4492397
BARSTR. / FEHRBELLINER PLATZ,2,2015,26,13.3146994,52.4899964,4368690-4575447
BERKAER STR.,5,2015,26,13.2859802890365,52.4789839484256,4370509
BERKAER STR. / EGERSTR. / HOHENZOLLERNDAMM,3,2015,26,13.284707932460751,52.479619262382826,4370509-4389171-106059890
BERKAER STR. / KISSINGER STR.,1,2015,26,13.2856836,52.4792355,4370509-4486632
BERKAER STR. / KÖSENER STR. / BERKAER PLATZ,1,2015,26,13.2881275369298,52.4772664201122,4370509-4486678-125094281
BERLINER STR.,5,2015,26,13.323762586368,52.4865493491516,4387786
BERLINER STR. / BIELEFELDER STR. / HOHENZOLLERNDAMM,3,2015,26,13.306461840669751,52.4882098351178,4387786-4389171-131971944
BERLINER STR. / BLISSESTR. / BRANDENBURGISCHE STR.,1,2015,26,13.320287275,52.4864648,4370506-4387786-4389663
BERLINER STR. / BUNDESALLEE,2,2015,26,13.3309947,52.48732185,4387786-4389606
BERLINER STR. / LANDHAUSSTR.,1,2015,26,13.3287944,52.4869058,4387786-4492445
BERLINER STR. / MANNHEIMER STR.,1,2015,26,13.3156996,52.4865082,4368691-4387786
BERLINER STR. / MEHLITZSTR.,3,2015,26,13.3262445,52.486452,4387786-9628394
BERLINER STR. / NASSAUISCHE STR.,1,2015,26,13.3266012,52.4865346,4387786-4395630
BERLINER STR. / PRINZREGENTENSTR.,3,2015,26,13.3331346,52.4876791,4387786-4395584
BERLINER STR. / UHLANDSTR.,2,2015,26,13.322609,52.48647545,4371002-4387786
BERNHARDSTR. / WEXSTR.,1,2015,26,13.3303847,52.4786457,4405314-10360286
BINGER STR.,2,2015,26,13.3095479957212,52.4736875607937,24956490
BINGER STR. / MECKLENBURGISCHE STR.,1,2015,26,13.3094629,52.4786641,4395529-24956490
BLISSESTR.,2,2015,26,13.320370844581,52.4830286520836,4370506
BLISSESTR. / DETMOLDER STR.,2,2015,26,13.32031495,52.47878,4370506-4395535
BLISSESTR. / MECKLENBURGISCHE STR. / UHLANDSTR.,2,2015,26,13.32023395,52.4836725,4370506-4371002-4395529
BLISSESTR. / WILHELMSAUE,2,2015,26,13.3204126,52.485346,4370506-4407114
BORNIMER STR. / KURFÜRSTENDAMM / STORKWINKEL,1,2015,26,13.2868567,52.495765,4389412-4389415-4495255
BRABANTER STR. / MECKLENBURGISCHE STR.,1,2015,26,13.3151074,52.4814847,4395529-4575470
BRANDENBURGISCHE STR.,1,2015,26,13.3108915381865,52.4929510889137,4389663
BRANDENBURGISCHE STR. / DÜSSELDORFER STR. / PADERBORNER STR. / TUNNEL AM ADENAUE,1,2015,26,13.307971625,52.49715245,4389663-4436883-32880449
BRANDENBURGISCHE STR. / KONSTANZER STR.,1,2015,26,13.3101189,52.4934483,4389588-4389663
BRANDENBURGISCHE STR. / MANNHEIMER STR. / SÄCHSISCHE STR.,1,2015,26,13.3160137,52.489134925,4368691-4389663-4436793
BRANDENBURGISCHE STR. / RAVENSBERGER STR. / ZÄHRINGERSTR.,1,2015,26,13.308234800000001,52.4961728,4389663-4437114-4437186
BREGENZER STR.,1,2015,26,13.3130408,52.49803745,4437141
BREITE STR. / HELGOLANDSTR. / MECKLENBURGISCHE STR. / ZOPPOTER STR.,1,2015,26,13.299259500762219,52.47315402853567,4368686-4395529-4486692-44331280
BRIENNER STR. / HOHENZOLLERNDAMM / RUHRSTR.,1,2015,26,13.312541450000001,52.4898751,4387785-4389171-4478051
BUNDESALLEE,1,2015,26,13.3301599742996,52.4827820986722,4389606
BUNDESALLEE / DETMOLDER STR. / WEXSTR. / BUNDESPLATZ,1,2015,26,13.328537400000002,52.47876575,4389606-4395535-4405314-4442080
BUNDESALLEE / GÜNTZELSTR.,3,2015,26,13.3308079,52.4908284,4389604-4389606
BUNDESALLEE / HOHENZOLLERNDAMM / NACHODSTR.,6,2015,26,13.330664800000001,52.49532945,4389171-4389606-4396236
BUNDESALLEE / TRAUTENAUSTR.,2,2015,26,13.3310005,52.4931651,4389606-84799534
BUNDESALLEE / WAGHÄUSELER STR.,2,2015,26,13.3311274,52.4839157,4389606-4535206
CUNOSTR.,1,2015,26,13.2959087557736,52.48152007859,4486587
CUNOSTR. / FORCKENBECKSTR.,1,2015,26,13.2959099,52.4811817,4368305-4486587
DARMSTÄDTER STR.,1,2015,26,13.31727365,52.49739745,4437135
DETMOLDER STR. / MECKLENBURGISCHE STR. / RUDOLSTÄDTER STR.,3,2015,26,13.3129629,52.480462700000004,4389199-4395529-4395535
DILLENBURGER STR. / LENTZEALLEE / SCHLANGENBADER STR.,1,2015,26,13.308002225,52.468298649999994,4392709-4395528-25045204
DURLACHER STR.,2,2015,26,13.3336129518248,52.4797335959182,4500193
DÜSSELDORFER STR.,1,2015,26,13.317110574155,52.4963823287623,32880449
EISENZAHNSTR.,1,2015,26,13.3048196730012,52.4938713571269,4437183
EISENZAHNSTR. / WESTFÄLISCHE STR.,2,2015,26,13.3047974,52.4933961,4372491-4437183
ELGERSBURGER STR. / FORCKENBECKSTR. / HOHENZOLLERNDAMM,1,2015,26,13.290006075,52.482218950000004,4368305-4368309-4389171
EMSER STR.,1,2015,26,13.3198866586873,52.4956775789688,4436877
EMSER STR. / PARISER STR. / LUDWIGKIRCHPLATZ,3,2015,26,13.3203145,52.4980128,4436877-4436882-4437139
FASANENSTR. / PARISER STR.,1,2015,26,13.3269175,52.4964381,4381554-4436882
FECHNERSTR.,1,2015,26,13.3221164283977,52.487987326159,4385197
FECHNERSTR. / GASTEINER STR. / UHLANDSTR.,1,2015,26,13.3228534,52.4875421,4371002-4385197-4385198
FEHLERSTR. / HANAUER STR. / LAUBACHER STR.,2,2015,26,13.3202922,52.4767577,4370507-4531637-4535354
FEHRBELLINER PLATZ,2,2015,26,13.3140893444786,52.490579700129,4575447
FORCKENBECKSTR.,5,2015,26,13.3004214575129,52.4805412084904,4368305
FORCKENBECKSTR. / MECKLENBURGISCHE STR. / HEIDELBERGER PLATZ,1,2015,26,13.3102612,52.47902955,4368305-4395529-4575445
FRANZENSBADER STR.,1,2015,26,13.28558750041,52.4830149681897,4368310
GEISBERGSTR. / NÜRNBERGER STR. / SCHAPERSTR. / SPICHERNSTR.,1,2015,26,13.334379066666665,52.49852706666667,4449438-4491980-4492002-4492371
GEISENHEIMER STR.,1,2015,26,13.3169500902528,52.4693451488527,4535438
GEISENHEIMER STR. / KREUZNACHER STR. / LAUBACHER STR. / MAßMANNSTR.,1,2015,26,13.319801566666667,52.4670634,4370507-4535438-4571107-4603338
GRAINAUER STR. / NACHODSTR. / PRAGER STR.,1,2015,26,13.3346198,52.4951138,4396235-4396236-4492376
GÜNTZELSTR.,1,2015,26,13.3280158937809,52.490988596592,4389604
GÜNTZELSTR. / HELMSTEDTER STR.,1,2015,26,13.3342701,52.4906659,4389604-4396231
GÜNTZELSTR. / NASSAUISCHE STR. / TRAUTENAUSTR.,1,2015,26,13.32663775,52.49129565,4389604-4395630-84799534
GÜNTZELSTR. / PRINZREGENTENSTR.,1,2015,26,13.3330485,52.490723,4389604-4395584
GÜNTZELSTR. / UHLANDSTR.,1,2015,26,13.3232199,52.4915371,4371002-4389604
HANAUER STR. / SPESSARTSTR.,1,2015,26,13.3195122,52.4768292,4531637-49184342
HERTELSTR. / LAUBACHER STR. / RAUENTHALER STR.,1,2015,26,13.3199595,52.4688116,4370507-4756340-52334140
HOHENZOLLERNDAMM,7,2015,26,13.3040089583021,52.4882631048035,4389171
HOHENZOLLERNDAMM / A 100 BAB / HOHENZOLLERNDAMMBRÜCKE / 100 AS HOHENZOLLERNDAMM,2,2015,26,13.300294999999998,52.487771949999996,4389171-4446413
HOHENZOLLERNDAMM / FEHRBELLINER PLATZ,5,2015,26,13.31465315,52.4905344,4389171-4575447
HOHENZOLLERNDAMM / KONSTANZER STR.,2,2015,26,13.30799715,52.488569850000005,4389171-4389588
HOHENZOLLERNDAMM / LANDECKER STR. / SALZBRUNNER STR.,1,2015,26,13.293862,52.484187,4389171-4449369-21852048
HOHENZOLLERNDAMM / PFALZBURGER STR.,1,2015,26,13.3217695,52.4930217,4389171-4395632
HOHENZOLLERNDAMM / RUDOLSTÄDTER STR. / SEESENER STR.,2,2015,26,13.302299075,52.488314725,4368307-4389171-4389199
HOHENZOLLERNDAMM / SÄCHSISCHE STR.,1,2015,26,13.3167667,52.4911625,4389171-4436793
HOHENZOLLERNDAMM / SIGMARINGER STR.,2,2015,26,13.318901499999999,52.491967,4385195-4389171
HOHENZOLLERNDAMM / UHLANDSTR.,3,2015,26,13.323508499999999,52.4936249,4371002-4389171
HOLSTEINISCHE STR.,1,2015,26,13.3248008934296,52.490569227933,4395631
HOMBURGER STR. / LAUBACHER STR. / TAUNUSSTR.,1,2015,26,13.3201501,52.4735457,4370507-4535459-4536910
HUNDEKEHLESTR.,1,2015,26,13.2860101801246,52.4759172565842,4368687
HUNDEKEHLESTR. / RHEINBABENALLEE,2,2015,26,13.28238735,52.4757433,4368687-4486595
KAHLSTR. / RUDOLSTÄDTER STR.,1,2015,26,13.3121387,52.4808822,4389199-37878081
KALISCHER STR.,1,2015,26,13.308668266355,52.4856414434983,4490444
KONSTANZER STR.,3,2015,26,13.3096821403454,52.4924751814391,4389588
KREUZNACHER STR.,2,2015,26,13.315675257946,52.4671378058374,4571107
KUDOWASTR. / PAULSBORNER STR.,1,2015,26,13.2918979,52.4902099,4440570-23547538
KUFSTEINER STR.,1,2015,26,13.3369990818468,52.4842046742986,4535204
KURFÜRSTENDAMM,1,2015,26,13.3104997797382,52.5002788869231,4389412
KURFÜRSTENDAMM / SCHWARZBACHER STR.,3,2015,26,13.2877611,52.4961047,4389412-4389453
LANDHAUSSTR.,1,2015,26,13.3287102442873,52.4896197483313,4492445
LAUBACHER STR. / BERGHEIMER PLATZ,1,2015,26,13.3201007,52.4704409,4370507-4693230
LAUBACHER STR. / SÜDWESTKORSO / WIESBADENER STR.,2,2015,26,13.31978965,52.47184575,4370507-4395478-4395479
LAUBENHEIMER STR. / SÜDWESTKORSO,1,2015,26,13.3148989,52.4693636,4395478-4531674
LENTZEALLEE,1,2015,26,13.2987220132038,52.4689147354898,25045204
LENTZEALLEE / PLATZ AM WILDEN EBER,1,2015,26,13.2900955,52.4704081,4431647-25045204
LIETZENBURGER STR.,1,2015,26,13.3315783266581,52.5004213215747,4436879
LIETZENBURGER STR. / NÜRNBERGER STR.,3,2015,26,13.3354824,52.4993265,4436879-4491980
LIVLÄNDISCHE STR.,1,2015,26,13.3260558639888,52.4813469147599,4442075
LUDWIGKIRCHSTR. / UHLANDSTR.,1,2015,26,13.3244261,52.4979319,4371002-4437136
MECKLENBURGISCHE STR.,4,2015,26,13.309598587452,52.4785882966687,4395529
MECKLENBURGISCHE STR. / RUDOLF-MOSSE-STR.,1,2015,26,13.3034217,52.4752027,4395529-4693560
MECKLENBURGISCHE STR. / SCHLANGENBADER STR. / A 100 BAB / 100 AS SCHMARGENDORF E,1,2015,26,13.3081325360465,52.47737485471799,4395528-4395529
MECKLENBURGISCHE STR. / WIESBADENER STR.,1,2015,26,13.2997766,52.4733429,4395479-4395529
MEHLITZSTR.,1,2015,26,13.3261552723653,52.4858439875418,9628394
MEHLITZSTR. / WILHELMSAUE,1,2015,26,13.3261062,52.4855096,4407114-9628394
MOTZSTR. / PRAGER PLATZ,1,2015,26,13.3335128,52.4932201,4395586-4395587
MÜNSTERSCHE STR.,1,2015,26,13.3069943490586,52.4939687207899,4437184
NESTORSTR. / PAULSBORNER STR.,2,2015,26,13.2995971,52.4941661,4387782-4440570
PARISER STR. / WÜRTTEMBERGISCHE STR. / OLIVAER PLATZ,1,2015,26,13.3164012,52.4986632,4413755-4436882-38168757
PAULSBORNER STR. / WESTFÄLISCHE STR.,1,2015,26,13.3008586,52.4947807,4372491-4440570
PFALZBURGER STR.,1,2015,26,13.3219874924558,52.4942800601125,4395632
PRAGER STR.,1,2015,26,13.3339447512735,52.4942512971472,4396235
PRINZREGENTENSTR.,2,2015,26,13.3331778080316,52.4850609753204,4395584
PRINZREGENTENSTR. / PRAGER PLATZ,1,2015,26,13.3330606,52.4929352,4395584-4395586
PRINZREGENTENSTR. / WEXSTR.,2,2015,26,13.3327514,52.4786218,4395584-4405314
PÜCKLERSTR. / RHEINBABENALLEE / PLATZ AM WILDEN EBER,1,2015,26,13.2891631,52.47057245,4431647-4486595-4605117
REICHENHALLER STR. / TÖLZER STR.,1,2015,26,13.2936231,52.4771369,4486631-4486633
RHEINBABENALLEE,1,2015,26,13.2851465683892,52.4735855191762,4486595
RUDOLSTÄDTER STR.,1,2015,26,13.3077962542696,52.4842121199634,4389199
SÄCHSISCHE STR.,3,2015,26,13.3177214013917,52.494518450841,4436793
SALZBRUNNER STR.,2,2015,26,13.2938430300257,52.4877232147656,4449369
SALZBRUNNER STR. / GRIESER PLATZ,1,2015,26,13.293828687336948,52.48772492152227,4449369
SCHLANGENBADER STR.,2,2015,26,13.3080607855265,52.472627211919,4395528
SCHLANGENBADER STR. / WIESBADENER STR.,1,2015,26,13.3080392,52.4724672,4395479-4395528
SIGMARINGER STR.,1,2015,26,13.319392647696,52.4896845067489,4385195
SPICHERNSTR.,1,2015,26,13.3324857428775,52.4971533729944,4449438
SÜDWESTKORSO,2,2015,26,13.3193589726741,52.4715725263253,4395478
TÜBINGER STR. / BUNDESPLATZ,1,2015,26,13.3288613,52.4800955,4442080-4500194
UHLANDSTR.,7,2015,26,13.3235061274623,52.4936060906921,4371002
UHLANDSTR. / STRAßE AM SCHOELERPARK,1,2015,26,13.322075,52.4843528,4371002-8590558
WEIMARISCHE STR.,1,2015,26,13.3242727140299,52.4799845319078,4442078
WESTFÄLISCHE STR.,1,2015,26,13.3024924003339,52.4942959361987,4372491
WEXSTR.,1,2015,26,13.3364072532207,52.4787723089662,4405314
WEXSTR. / KUFSTEINER STR.,1,2015,26,13.3369222,52.4788191,4405314-4535204
WIESBADENER STR.,1,2015,26,13.3136840172826,52.4721521144209,4395479
WÜRTTEMBERGISCHE STR.,1,2015,26,13.3153659326606,52.495119583287,38168757
WÜRTTEMBERGISCHE STR. / FEHRBELLINER PLATZ,2,2015,26,13.3146204,52.4915168,4575447-38168757
WÜRTTEMBERGISCHE STR. / ZÄHRINGERSTR.,1,2015,26,13.3154888,52.4955568,4437114-38168757
ZOPPOTER STR.,1,2015,26,13.2983575769521,52.4711480836254,4486692
ACKERSTR.,1,2015,31,13.3900884,52.5354769,4597029
ACKERSTR. / ANKLAMER STR.,1,2015,31,13.3933782,52.5338536,4597029-25336128
ALBRECHTSTR.,1,2015,31,13.3842402833665,52.5225661462196,4403559
ALBRECHTSTR. / SCHIFFBAUERDAMM,1,2015,31,13.3852878,52.5209987,4403508-4403559
ALEXANDERUFER / KAPELLE-UFER,2,2015,31,13.3737484,52.5233982,4592740-15405396
ALTE SCHÖNHAUSER STR.,6,2015,31,13.4078908118841,52.5268247792115,24241762
ALTE SCHÖNHAUSER STR. / LINIENSTR.,3,2015,31,13.4090716,52.5282835,4613296-24241762
ALTE SCHÖNHAUSER STR. / MULACKSTR. / SCHENDELGASSE,1,2015,31,13.408031399999999,52.526997949999995,4613286-4613294-24241762
ALTE SCHÖNHAUSER STR. / MÜNZSTR. / NEUE SCHÖNHAUSER STR. / WEINMEISTERSTR.,2,2015,31,13.4063623,52.5249511,4613292-11103418-24241762-24241790
AM ZIRKUS / REINHARDTSTR.,1,2015,31,13.385432,52.5235222,35556702-131505631
AN DER SPANDAUER BRÜCKE,1,2015,31,13.4036197981914,52.5231148451669,77348147
AN DER SPANDAUER BRÜCKE / HACKESCHER MARKT / ROSENTHALER STR.,3,2015,31,13.401729074999999,52.523365425,-1-4610364-77348147
ANNA-LOUISA-KARSCH-STR.,2,2015,31,13.4027021259907,52.5213187939343,28016312
ANNA-LOUISA-KARSCH-STR. / ROSENSTR.,1,2015,31,13.4042543,52.5218206,25294729-28016312
ANNA-LOUISA-KARSCH-STR. / SPANDAUER STR.,3,2015,31,13.402987849999999,52.5214102,4773465-28016312
AUGUSTSTR.,5,2015,31,13.396604324447,52.526992124171,4296467
AUGUSTSTR. / GROßE HAMBURGER STR. / KOPPENPLATZ,1,2015,31,13.3980735,52.5272549,4296467-4610351-4610352
AUGUSTSTR. / ROSENTHALER STR.,1,2015,31,13.4026244,52.5280763,4296467-4610364
AUGUSTSTR. / TUCHOLSKYSTR.,1,2015,31,13.3935408,52.5264009,4296467-24243107
BERGSTR. / INVALIDENSTR. / PAPPELPLATZ,1,2015,31,13.35084775,52.518468975000005,4395577-4678386-53256996
BERGSTR. / TORSTR.,1,2015,31,13.3957236,52.5289955,4597208-53256996
BORSIGSTR.,2,2015,31,13.390030847918,52.5293059553656,4597206
BOYENSTR.,1,2015,31,13.3709389221473,52.536947508736,4396919
BRUNNENSTR.,10,2015,31,13.3942556098464,52.5404041910459,4402087
BRUNNENSTR. / ANKLAMER STR.,1,2015,31,13.398028,52.5349456,4402087-25336128
BRUNNENSTR. / INVALIDENSTR. / VETERANENSTR.,8,2015,31,13.3988888,52.5325995,4395577-4402087-22773266
BRUNNENSTR. / TORSTR. / ROSENTHALER PLATZ / ROSENTHALER STR. / WEINBERGSWEG,8,2015,31,13.401410975000001,52.529689475,4402087-4597208-4610364-16571799-129490490
BURGSTR.,1,2015,31,13.400596301331,52.5215632587113,23809670
CAROLINE-MICHAELIS-STR. / JULIE-WOLFTHORN-STR. (ENDE),2,2015,31,13.3852027,52.5324048,6183134-6183487
CHARITÉPLATZ,1,2015,31,13.3781214777469,52.5235312931678,33177962
CHAUSSEESTR.,14,2015,31,13.3797338847936,52.5332443752712,4597207
CHAUSSEESTR. / FRIEDRICHSTR. / TORSTR. / HANNOVERSCHE STR. / ORANIENBURGER TOR,10,2015,31,13.36327935,52.5289308125,4383283-4402228-4597207-4597208-24950836
CHAUSSEESTR. / INVALIDENSTR.,6,2015,31,13.383099,52.5305539,4395577-4597207
CHAUSSEESTR. / SCHWARTZKOPFFSTR.,1,2015,31,13.3784344,52.5342606,4383365-4597207
CHAUSSEESTR. / ZINNOWITZER STR.,1,2015,31,13.3821828,52.5312732,4597200-4597207
CHORINER STR.,1,2015,31,13.4084393060162,52.5346034606845,4606230
CHORINER STR. / GORMANNSTR. / ZEHDENICKER STR.,1,2015,31,13.4058541,52.5305089,4606230-23852056-24684997
CHORINER STR. / ZIONSKIRCHSTR.,1,2015,31,13.4071316,52.5332524,4606213-4606230
DIRCKSENSTR. / ROSA-LUXEMBURG-STR.,1,2015,31,13.4088458,52.5229141,4613096-4613297
EICHENDORFFSTR. / NOVALISSTR. / TIECKSTR.,1,2015,31,13.3879935,52.529362,4597205-53257010-153692984
FEHRBELLINER STR. / KASTANIENALLEE / WEINBERGSWEG,4,2015,31,13.404336,52.5331313,4068019-16571799-41927001
FEHRBELLINER STR. / VETERANENSTR.,3,2015,31,13.4030581,52.5336553,22773266-41927001
FRIEDRICHSTR.,8,2015,31,13.3892174818268,52.5141637312519,4402228
FRIEDRICHSTR. / CLAIRE-WALDOFF-STR.,1,2015,31,13.3873747,52.525022,4402228-7917219
FRIEDRICHSTR. / ORANIENBURGER STR.,4,2015,31,13.3871588,52.5263244,4396823-4402228
FRIEDRICHSTR. / REINHARDTSTR.,2,2015,31,13.3876724,52.5238707,4402228-35556702
FRIEDRICHSTR. / SCHIFFBAUERDAMM / WEIDENDAMMER BRÜCKE (SPREE),1,2015,31,13.387875900103275,52.522492276279024,4402228-4403508-6228081
FRIEDRICHSTR. / ZIEGELSTR.,2,2015,31,13.3877582,52.523398,4402228-4610375
GARTENSTR.,1,2015,31,13.3853376571133,52.5352020192009,4596993
GARTENSTR. / TORSTR. / KLEINE HAMBURGER STR.,1,2015,31,13.393819,52.5285242,4596993-4597208-4610356
GIPSSTR.,1,2015,31,13.4013301504829,52.5267040760195,4610354
GIPSSTR. / GORMANNSTR. / ROSENTHALER STR. / WEINMEISTERSTR.,2,2015,31,13.403743943819284,52.526028857466294,4610354-4610364-23852056-24241790
GORMANNSTR.,1,2015,31,13.4049549261963,52.5281633791078,23852056
GORMANNSTR. / LINIENSTR.,2,2015,31,13.4052303,52.5287426,4613296-23852056
GROßE HAMBURGER STR.,2,2015,31,13.3988703236195,52.525452870683,4610351
GROßE HAMBURGER STR. / ORANIENBURGER STR.,1,2015,31,13.3996457,52.5236417,4396823-4610351
GROßE PRÄSIDENTENSTR.,1,2015,31,13.4008827406595,52.5232418851828,46140377
HABERSAATHSTR.,2,2015,31,13.376944433475,52.5316092105531,4383266
HABERSAATHSTR. / SCHWARZER WEG,1,2015,31,13.3756719,52.531138,4383235-4383266
HACKESCHER MARKT,2,2015,31,13.40152,52.52306,-1
HANNOVERSCHE STR.,2,2015,31,13.3820444065961,52.5275918176775,4383283
HANNOVERSCHE STR. / HESSISCHE STR.,1,2015,31,13.3806894,52.5283665,4383280-4383283
HENRIETTE-HERZ-PLATZ,1,2015,31,13.4017848182091,52.5222167166304,170098545
HIRTENSTR.,1,2015,31,13.41150713349,52.5257259165967,4613298
HIRTENSTR. / ROSA-LUXEMBURG-STR.,1,2015,31,13.4110764,52.5258595,4613297-4613298
INVALIDENSTR.,10,2015,31,13.3771797303975,52.528784459018,4395577
INVALIDENSTR. / ELISABETHKIRCHSTR.,2,2015,31,13.3977548,52.5324895,4395577-79377387
INVALIDENSTR. / HESSISCHE STR. / BRÜCKE AM NEUEN TOR (PANKE),3,2015,31,13.3793988,52.5294663,4383280-4395577
INVALIDENSTR. / PLATZ VOR DEM NEUEN TOR,2,2015,31,13.3790714,52.5293453,4395577-4592757
INVALIDENSTR. / PLATZ VOR DEM NEUEN TOR / BRÜCKE AM NEUEN TOR (PANKE),1,2015,31,13.3790714,52.5293453,4395577-4592757
INVALIDENSTR. / SCHARNHORSTSTR.,1,2015,31,13.3759035,52.5285017,4395577-4396910
INVALIDENSTR. / SCHWARZER WEG,1,2015,31,13.377657,52.5290419,4383235-4395577
JOHANNISSTR. / TUCHOLSKYSTR.,2,2015,31,13.3925311,52.5243387,6227658-24243107
KASTANIENALLEE,1,2015,31,13.4082748580018,52.5372076627005,4068019
KLEINE HAMBURGER STR.,1,2015,31,13.3951360930838,52.527905859411,4610356
KLEINE PRÄSIDENTENSTR.,1,2015,31,13.400237413028,52.5225142257226,30721662
KLEINE ROSENTHALER STR. / LINIENSTR.,1,2015,31,13.4031072,52.5289939,4296469-4613296
KOPPENPLATZ,1,2015,31,13.3977160900649,52.5279384201529,4610352
KOPPENPLATZ / LINIENSTR.,2,2015,31,13.3979282,52.5288409,4610352-4613296
LINIENSTR.,13,2015,31,13.400922463338,52.5289326039622,4613296
LINIENSTR. / ROSA-LUXEMBURG-STR.,2,2015,31,13.4102869,52.5280928,4613296-4613297
LINIENSTR. / ROSENTHALER STR.,2,2015,31,13.4018841,52.5289578,4610364-4613296
LINIENSTR. / TUCHOLSKYSTR.,2,2015,31,13.3929091,52.5274646,4613296-24243107
LINIENSTR. / ZOLASTR.,1,2015,31,13.4113893,52.5277628,4613296-23294704
LUISENSTR.,1,2015,31,13.3793248133874,52.5244143234224,4412885
MAX-BEER-STR.,1,2015,31,13.4086933505831,52.5263772075922,4613293
MEMHARDSTR. / MÜNZSTR. / ROSA-LUXEMBURG-STR.,2,2015,31,13.4096279,52.5239846,4613292-4613297-4613308
MÜNZSTR.,3,2015,31,13.4082042674749,52.524420745751,4613292
NEUE SCHÖNHAUSER STR.,1,2015,31,13.4047806317713,52.5245713984534,11103418
NEUE SCHÖNHAUSER STR. / ROSENTHALER STR.,1,2015,31,13.4031514,52.524715,4610364-11103418
ORANIENBURGER STR.,11,2015,31,13.3944794446902,52.5245874464299,4396823
ORANIENBURGER STR. / TUCHOLSKYSTR.,3,2015,31,13.3928843,52.5249837,4396823-24243107
REINHARDTSTR.,3,2015,31,13.3820823406266,52.522980724801,35556702
REINHARDTSTR. / LUISENSTR.,2,2015,31,13.3796234,52.5225937,4412885-35556702
ROCHSTR.,1,2015,31,13.4068186507951,52.5229111378001,25294728
ROSA-LUXEMBURG-STR.,1,2015,31,13.4106629124001,52.5253290589138,4613297
ROSENTHALER STR.,8,2015,31,13.4034752681837,52.5266899429663,4610364
ROSENTHALER STR. / STEINSTR.,1,2015,31,13.4031428,52.5274239,4610364-4613287
SANDKRUGBRÜCKE / INVALIDENSTR. / ALEXANDERUFER,1,2015,31,13.374001450000002,52.527801600000004,4395577-15405396-36260393
SCHARNHORSTSTR.,1,2015,31,13.3723458585184,52.5321801167378,4396910
SCHARNHORSTSTR. / HABERSAATHSTR.,1,2015,31,13.3739685,52.5305183,4383266-4396910
SCHIFFBAUERDAMM,3,2015,31,13.3810785905736,52.5197522426234,4403508
SCHWARZER WEG,1,2015,31,13.3767069766305,52.5300508681919,4383235
SCHWEDTER STR.,2,2015,31,13.4050284833094,52.5390712778137,4606228
TORSTR.,12,2015,31,13.4037587151638,52.5296974176486,4597208
TORSTR. / ALTE SCHÖNHAUSER STR. / SCHÖNHAUSER ALLEE / ROSA-LUXEMBURG-STR.,7,2015,31,13.409600033333334,52.52872513333333,4597208-4613297-4615362-24241762
TORSTR. / GORMANNSTR.,1,2015,31,13.4054099,52.5295967,4597208-23852056
TORSTR. / TUCHOLSKYSTR.,2,2015,31,13.3924247,52.5282329,4597208-24243107
TUCHOLSKYSTR.,6,2015,31,13.3930918249682,52.5253535901098,24243107
UNTERBAUMSTR.,1,2015,31,13.376982681764,52.5226838066004,43027203
VETERANENSTR.,3,2015,31,13.4012166311061,52.5331372958388,22773266
WEINBERGSWEG,16,2015,31,13.4026669012403,52.531442217216,16571799
WEINMEISTERSTR.,1,2015,31,13.4050173563174,52.5254863385221,24241790
WOLLINER STR. / RHEINSBERGER STR.,2,2015,31,13.4025596,52.538519,4597252-4603414
ADALBERTSTR. / BETHANIENDAMM,3,2015,32,13.421981,52.5051027,4616595-29548010
ALEXANDERPLATZ,2,2015,32,13.40792,52.5202,-1
ALEXANDERSTR.,15,2015,32,13.4155305711404,52.5209560948845,4613110
ALEXANDERSTR. / GRUNERSTR.,15,2015,32,13.4150346,52.5208768,4611726-4613110
ALEXANDERSTR. / HOLZMARKTSTR. / STRALAUER STR.,9,2015,32,13.418054325,52.51549745,4612961-4613110-4615597
ALEXANDERSTR. / JACOBYSTR.,1,2015,32,13.41741045,52.5199537,4613110-4615547
ALEXANDERSTR. / KARL-LIEBKNECHT-STR. / MEMHARDSTR.,10,2015,32,13.411492325000001,52.523615725,4611698-4613110-4613308
ALEXANDERSTR. / MAGAZINSTR. / VOLTAIRESTR.,3,2015,32,13.4178129,52.518005,4612974-4613110-4615548
ALEXANDERSTR. / SCHICKLERSTR.,3,2015,32,13.4181199,52.5164967,4612976-4613110
ALEXANDERSTR. / SCHILLINGSTR.,4,2015,32,13.4181649,52.5174758,4613110-43087099
ALTE JAKOBSTR. / SEBASTIANSTR.,1,2015,32,13.4075653,52.5097586,4675226-7913573
