street,count,year,directorate,lat,lng,features
BRUNOWSTR.,1,2016,11,13.2827532961754,52.5874298469096,4796510
BUDDESTR.,2,2016,11,13.2869118356455,52.5908625935758,4804125
BUDDESTR. / BERNSTORFFSTR.,1,2016,11,13.2866304,52.5912748,4796487-4804125
BUDDESTR. / WAIDMANNSLUSTER DAMM,2,2016,11,13.2842703,52.5944326,4540101-4804125
CONRADSTR.,1,2016,11,13.2991171368951,52.5838645733241,8752808
DÜNENWEG / WAIDMANNSLUSTER DAMM,1,2016,11,13.2988244,52.5985794,4540101-23054905
EICHBORNDAMM,1,2016,11,13.3209782647302,52.5841232253749,4678199
ELCHDAMM / HEILIGENSEESTR.,1,2016,11,13.2472751,52.6008602,4645149-5046521
ERNSTSTR. / RÄUSCHSTR.,1,2016,11,13.3013025,52.5836904,4645234-4645235
FLOTTENSTR. / ROEDERNALLEE,3,2016,11,13.3472958,52.5784973,4068065-37142126
GABRIELENSTR.,2,2016,11,13.2726109899445,52.5916477442615,19793804
GORKISTR.,1,2016,11,13.3005734632879,52.5914584820212,4765928
GORKISTR. / ZIEKOWSTR.,1,2016,11,13.2920003,52.5905563,4645177-4765928
GOTTHARDSTR. / KAPWEG / SCHARNWEBERSTR.,4,2016,11,13.330582775,52.562509225,4067902-4071978-4804202
GOTTHARDSTR. / ROMANSHORNER WEG,1,2016,11,13.349680549999999,52.56732565,4804202-5089144
GOTTHARDSTR. / TEICHSTR.,2,2016,11,13.3466217,52.5669564,4546470-4804202
GRAF-HAESELER-STR. / SCHARNWEBERSTR.,1,2016,11,13.3132493,52.567678,4067902-4537084
GROßKOPFSTR. / OLLENHAUERSTR.,1,2016,11,13.3286759,52.5659966,4675069-23125889
HATZFELDTALLEE,1,2016,11,13.2914133702796,52.5924372532462,23141596
HATZFELDTALLEE / ZIEKOWSTR.,1,2016,11,13.2915007,52.5924462,4645177-23141596
HECHELSTR. / ZOBELTITZSTR.,1,2016,11,13.3226917,52.5681617,4675148-8873639
HEILIGENSEESTR. / KONRADSHÖHER STR.,1,2016,11,13.2520467,52.5998978,4645149-24403109
HERMSDORFER DAMM / WAIDMANNSLUSTER DAMM / A 111 BAB AUTOBAHNZUBRINGER HAMBURG /,1,2016,11,13.285462,52.5949833,4540101-4540161
HOLZHAUSER STR.,3,2016,11,13.3063236721247,52.5824202838134,4569873
HOLZHAUSER STR. / A 111 BAB AUTOBAHNZUBRINGER HAMBURG / 111 AS HOLZHAUSER STR AU,1,2016,11,13.306437903570862,52.58218582229817,4569873
HOLZHAUSER STR. / JACOBSENWEG,1,2016,11,13.3020985,52.5803426,4569873-30748472
HOLZHAUSER STR. / MIRAUSTR.,1,2016,11,13.3095308,52.5839233,4569873-4804097
HOLZHAUSER STR. / RÄUSCHSTR.,1,2016,11,13.3041297,52.5813518,4569873-4645234
HOLZHAUSER STR. / WITTESTR.,2,2016,11,13.2995817,52.5790901,4569873-4589063
HUMBOLDTSTR.,1,2016,11,13.3381242459627,52.5715072066989,4068105
HUMBOLDTSTR. / LINDAUER ALLEE,1,2016,11,13.345956,52.5745518,4067951-4068105
IM BRACHFELDWINKEL,1,2016,11,13.2978353178063,52.5991944706322,4802105
JACOBSENWEG,1,2016,11,13.2985203829404,52.5814643710375,30748472
KAPWEG,2,2016,11,13.3285250646172,52.5624606496312,4071978
KAPWEG / KURT-SCHUMACHER-DAMM,2,2016,11,13.3264926,52.56249,4071978-4432668
KAROLINENSTR.,1,2016,11,13.2795845173033,52.5947530463032,4645180
KIEFHEIDER WEG / RUPPINER CHAUSSEE,1,2016,11,13.2400796,52.6187277,4795846-5786835
KURT-SCHUMACHER-DAMM / ARISTIDE-BRIAND-BRÜCKE / CHARLES-CORCELLE-RING,1,2016,11,13.306961274999999,52.555091725,4432668-4674816-24973001
KURT-SCHUMACHER-DAMM / OLLENHAUERSTR. / SCHARNWEBERSTR. / KURT-SCHUMACHER- PLATZ,1,2016,11,13.328290913613715,52.563918420687365,4067902-4071974-4432668-23125889
KURT-SCHUMACHER-DAMM / RUE AMBROISE PARÉ / A 111 BAB AUTOBAHNZUBRINGER HAMBURG /,1,2016,11,13.3061189,52.554673,4432668-8036802
KURT-SCHUMACHER-DAMM / STRAßE 442 / CHARLES-CORCELLE-RING,1,2016,11,13.257346850000001,52.579216,4432668-4674816-28950011
LINDAUER ALLEE,1,2016,11,13.3455313677844,52.5746121047219,4067951
LINDAUER ALLEE / OLLENHAUERSTR. / WALDSTR.,2,2016,11,13.3321144,52.57547365,4067951-4706735-23125889
LINDAUER ALLEE / ROEDERNALLEE / TEICHSTR.,2,2016,11,13.347835025,52.574351975,4067951-4068065-4546470
MATTENBUDER PFAD / PLATENHOFER WEG,1,2016,11,13.2253208,52.6148367,8669523-8669531
MEDEBACHER WEG / AM TEGELER HAFEN,1,2016,11,13.278479,52.589921,4796472-4796786
MIRAUSTR.,1,2016,11,13.3086707119834,52.5846337157244,4804097
MOORWEG / SCHOLLENWEG,1,2016,11,13.2994928,52.605194,19349935-23093148
NORDLICHTSTR.,2,2016,11,13.3214548763199,52.5642571488948,4675017
OLLENHAUERSTR.,3,2016,11,13.3305006204459,52.5711567869549,23125889
OLLENHAUERSTR. / VON-DER-GABLENTZ-STR.,1,2016,11,13.3284647,52.565414,10737928-23125889
REIHERALLEE,1,2016,11,13.2394016261226,52.6048938353329,30813769
ROEDERNALLEE,6,2016,11,13.3430962334298,52.5840289088583,4068065
RUPPINER CHAUSSEE,3,2016,11,13.2469393879284,52.6133332616186,4795846
RUPPINER CHAUSSEE / SCHULZENDORFER STR. / ZUR BAB A111-E26,2,2016,11,13.2448978,52.6144116,4795846-5026423
RUPPINER CHAUSSEE / STOLPMÜNDER WEG,1,2016,11,13.2308522,52.6244539,4795846-18652302
SCHARNWEBERSTR.,9,2016,11,13.3197398717116,52.5660242265617,4067902
SCHARNWEBERSTR. / URANUSWEG,1,2016,11,13.3173734,52.5665971,4067902-24043036
SEIDELSTR.,1,2016,11,13.2994845092439,52.5705779987973,4537056
SEIDELSTR. / AVENUE JEAN MERMOZ,1,2016,11,13.3016581,52.5692335,4537056-4801849
SEPTIMERSTR.,1,2016,11,13.3421543125581,52.5647117390837,5089136
TEICHSTR.,1,2016,11,13.347129823803,52.5705650325979,4546470
TRIFTSTR.,1,2016,11,13.3187298892992,52.5898332690244,4645243
WAIDMANNSLUSTER DAMM,1,2016,11,13.2982888345046,52.5983495335394,4540101
WALDSTR.,5,2016,11,13.3235606019999,52.575817356241,4706735
WILDGANSSTEIG,1,2016,11,13.2398074160396,52.6078238664263,5046985
WITTESTR.,3,2016,11,13.3027221495472,52.5779972177316,4589063
ZERMATTER STR.,1,2016,11,13.350936277775,52.5658051175509,4638309
ALBTALWEG / BENEKENDORFFSTR.,1,2016,12,13.3315378,52.6124599,4802401-4802408
ALT-REINICKENDORF / RESIDENZSTR. / KLEMKESTR. / KOPENHAGENER STR.,4,2016,12,13.359196827179815,52.57427474571443,4067922-4071972-4594653-33927189
ALT-WITTENAU,1,2016,12,13.328395519465,52.5914113230332,4765745
ALT-WITTENAU / EICHBORNDAMM,2,2016,12,13.3263192,52.5916679,4678199-4765745
AM FREIBAD / AM VIERRUTENBERG / ZEHNTWERDERWEG,1,2016,12,13.33969875,52.6171662,4802406-30705440-332561057
AM LEHNSHOF / BERLINER STR.,1,2016,12,13.3018981,52.6369117,5051463-50484719
AM NORDGRABEN,2,2016,12,13.3290692272817,52.5874612659903,4678210
AM NORDGRABEN / BRÜCKE ÜBER DEN NORDGRABEN,1,2016,12,13.3290957980057,52.58823079503444,4678210
AM NORDGRABEN / ORANIENBURGER STR. / ORANIENBURGER BRÜCKE,1,2016,12,13.33469505,52.587430600000005,4071964-4678210
AM NORDGRABEN / ROEDERNALLEE / ROEDERNBRÜCKE,2,2016,12,13.3399001,52.58808515,4068065-4678210
AM WAIDMANNSECK / HERMSDORFER STR.,1,2016,12,13.3260237,52.6039656,4765947-4766071
AMENDESTR. / RESIDENZSTR.,1,2016,12,13.3624282,52.5672521,4594653-4637899
ARMBRUSTWEG / EMMENTALER STR. / REGINHARDSTR.,1,2016,12,13.3660218,52.572462,4610134-4637907-4638312
ARTEMISSTR. / DIANASTR.,1,2016,12,13.3149938,52.6102841,4802339-25799886
AUGUSTE-VIKTORIA-STR. / BERLINER STR.,1,2016,12,13.30060165,52.63995615,4805083-5051463
BENEKENDORFFSTR. / ORANIENDAMM,1,2016,12,13.3221905,52.6088245,4802408-9774898
BERLINER STR.,3,2016,12,13.2840060021578,52.6650684434129,5051463
BERLINER STR. / ODILOSTR.,1,2016,12,13.2948256,52.64190785,4804924-5051463
BERLINER STR. / ROBINIENWEG,1,2016,12,13.30029,52.6368487,4804482-5051463
BERLINER STR. / SCHILDOWER STR.,1,2016,12,13.30438775,52.642537250000004,4805066-5051463
BLUNCKSTR. / OLLENHAUERSTR. / ORANIENBURGER STR.,1,2016,12,13.332981775,52.578157675,4071964-4678195-23125889
BREITKOPFSTR. / EMMENTALER STR.,1,2016,12,13.3634879,52.5714445,4638312-5117286
BURGFRAUENSTR.,1,2016,12,13.3004755934329,52.6263783167185,4804925
BURGFRAUENSTR. / IM FISCHGRUND / FISCHGRUNDBRÜCKE,2,2016,12,13.2944173,52.62949735,4804925-5942803-16902540
DANNENWALDER WEG,1,2016,12,13.3515617663174,52.5922282537,4765352
DANNENWALDER WEG / FINSTERWALDER STR. / WILHELMSRUHER DAMM,1,2016,12,13.339320325,52.595892075,4765110-4765352-4802750
DEUTSCHE STR. / FRIEDRICH-WILHELM-STR. / RESIDENZSTR.,2,2016,12,13.3617793,52.5685157,4594653-4638308-48906754
DIANASTR. / WAIDMANNSLUSTER DAMM,1,2016,12,13.3092121,52.6033545,4540101-25799886
DIETRICHINGER WEG / ORANIENBURGER STR. / WITTENAUER STR.,3,2016,12,13.329674,52.6020065,4071964-4802588-39493949
EICHBORNDAMM / ORANIENBURGER STR. / WILHELMSRUHER DAMM,2,2016,12,13.332948349999999,52.5954217,4071964-4678199-4765110
EICHBORNDAMM / SPIEßWEG,1,2016,12,13.327786,52.5932615,4678199-4765755
EICHHORSTER WEG / LÜBARSER STR.,1,2016,12,13.3357205,52.6027724,4802740-4802786
ELSESTR. / VELTHEIMSTR.,1,2016,12,13.3233791,52.6259086,4805013-4805075
EMMENTALER STR.,1,2016,12,13.3600166278863,52.5700783585869,4638312
EMMENTALER STR. / RESIDENZSTR.,1,2016,12,13.3608121,52.5703344,4594653-4638312
FALKENTALER STEIG / FROHNAUER STR.,2,2016,12,13.2914511,52.6257535,4804837-10620897
FRÄSERSTEIG / ROEDERNALLEE,1,2016,12,13.3384675,52.589882,4068065-4765671
FROHNAUER STR. / KLOSTERHEIDER WEG,1,2016,12,13.2938969,52.6216883,4804834-10620897
HAUSOTTERSTR. / RESIDENZSTR. / STARGARDTSTR.,1,2016,12,13.3627676,52.5666076,4594653-4637947-32009527
HEINSESTR.,2,2016,12,13.3074990072719,52.6162859862472,28793517
HERBSTSTR. / SOMMERSTR.,1,2016,12,13.3774198,52.5712531,4637937-4764692
HERMSDORFER DAMM / HOHEFELDSTR.,1,2016,12,13.3059435,52.6205481,4540161-4804937
HERMSDORFER DAMM / MELANCHTHONSTR.,1,2016,12,13.2964372,52.6115771,4540161-4804566
HERMSDORFER STR.,1,2016,12,13.3237407964548,52.5984849410283,4765947
HERMSDORFER STR. / ORANIENBURGER STR.,1,2016,12,13.3265459,52.6046487,4071964-4765947
HOHEFELDSTR. / ROSWITHASTR.,1,2016,12,13.3034351,52.6227024,4804935-4804937
HOLLÄNDERSTR.,1,2016,12,13.350780568282,52.5620671827468,4610047
HOLLÄNDERSTR. / MARKSTR.,2,2016,12,13.36451555,52.562688449999996,4610040-4610047
INVALIDENSIEDLUNG,1,2016,12,13.2833820241777,52.65748363774,4713942
JEAN-JAURÈS-STR.,1,2016,12,13.3221015773737,52.604360129753,4766077
KARMELITERWEG / OLWENSTR.,1,2016,12,13.2719611,52.627497,16857793-16889141
KASINOWEG / KREUZRITTERSTR. / FISCHGRUNDBRÜCKE,1,2016,12,13.29392495,52.6293291,5942802-5942803-16902535
KLEMKESTR.,3,2016,12,13.3682038155556,52.5744378615235,4071972
KÖNIGSHORSTER STR.,1,2016,12,13.3507469502295,52.5976971748601,4802809
KOPENHAGENER STR.,2,2016,12,13.3623785911809,52.5791549551179,33927189
KÜHLEWEINSTR. / REGINHARDSTR.,1,2016,12,13.3717056,52.5609511,4610134-4610135
KURFÜRSTENSTR.,1,2016,12,13.2996699979138,52.6084180012075,22381928
LENGEDER STR. / KOPENHAGENER STR.,1,2016,12,13.3633886,52.5806833,4380909-33927189
LENGEDER STR. / ROEDERNALLEE,1,2016,12,13.3451605,52.5812554,4068065-4380909
LÜBARSER STR. / ORANIENBURGER STR.,1,2016,12,13.3322026,52.5993165,4071964-4802740
LUDOLFINGERWEG,2,2016,12,13.2800262430843,52.6327718774982,16867027
MARKSTR.,2,2016,12,13.3647554928134,52.560681419925,4610040
MARKSTR. / PANKOWER ALLEE / RESIDENZSTR.,2,2016,12,13.36432255,52.5638287,4594653-4610040-10755765
MAXIMILIANKORSO,2,2016,12,13.2786305251737,52.6341688572491,16885071
MAXIMILIANKORSO / SPEERWEG,1,2016,12,13.2722973,52.6330053,16885067-16885071
OLAFSTR.,1,2016,12,13.3069589826309,52.6213981588974,4804941
ORANIENBURGER STR.,8,2016,12,13.3338790664397,52.5906704581346,4071964
ORANIENBURGER STR. / GÖSCHENPLATZ,1,2016,12,13.3324697,52.597686,4071964-4765878
ORANIENBURGER STR. / ROEDERNALLEE,1,2016,12,13.3333956,52.5941345,4068065-4071964
ORANIENDAMM,1,2016,12,13.3211242927404,52.6094629430906,9774898
QUICKBORNER STR.,2,2016,12,13.3636145811134,52.6067307023854,4765339
RASCHDORFFSTR. / RESIDENZSTR. / THATERSTR.,2,2016,12,13.3621475,52.56780575,4594653-4637898-4638307
RATHAUSPROMENADE,1,2016,12,13.3313155547941,52.5844551801734,4675304
RESIDENZSTR.,8,2016,12,13.3637681737819,52.5650193591144,4594653
RESIDENZSTR. / RITTERLANDWEG,1,2016,12,13.3688645,52.5605939,4594653-4610132
RESIDENZSTR. / RORSCHACHER ZEILE,1,2016,12,13.3601347,52.5716459,4594653-52276053
RESIDENZSTR. / SIMMELSTR.,1,2016,12,13.3635466,52.5651159,4594653-4637808
RITTERLANDWEG,1,2016,12,13.3729024367465,52.5606690996091,4610132
ROBINIENWEG / TEGELER STR.,1,2016,12,13.3130001,52.6137608,4804482-22900000
ROEDERNALLEE / TESSENOWSTR.,1,2016,12,13.3437223,52.5831681,4068065-4675254
SCHLOßSTR.,1,2016,12,13.3097938182262,52.618165617773,4804498
SCHLUCHSEESTR.,1,2016,12,13.3337111984108,52.6062493773095,4802554
SCHÖNFLIEßER STR. / ZELTINGER STR.,1,2016,12,13.3012158,52.6429751,4902500-8069374
SCHULZENDORFER STR. / BRANDTSTR. / HEINSESTR.,2,2016,12,13.3110499,52.6130517,4804662-20547483-28793517
SCHULZENDORFER STR. / FICHTESTR. / HEIDESTR.,1,2016,12,13.3057988,52.611876,4804575-4804662-52180391
SENFTENBERGER RING,5,2016,12,13.3563775135437,52.6051787867799,4802807
SIGISMUNDKORSO,1,2016,12,13.2778894702757,52.6301936181184,16857795
SIGISMUNDKORSO / TANNENSTR.,1,2016,12,13.2858062,52.6315144,16857795-16901110
SIMMELSTR. / WERFTENDENSTEIG,1,2016,12,13.3656476,52.565312,4637808-4637813
THILOWEG / TRIFTSTR. / AM TRIFTPARK,1,2016,12,13.31911415,52.590064749999996,4645243-4765870-4766008
TRIFTSTR.,1,2016,12,13.3187298892992,52.5898332690244,4645243
ULMENSTR.,1,2016,12,13.3115681572718,52.6154358077755,52180392
VELTHEIMSTR.,1,2016,12,13.3213486491555,52.6260424411959,4805075
WAIDMANNSLUSTER DAMM,3,2016,12,13.2982888345046,52.5983495335394,4540101
WAIDMANNSLUSTER DAMM / JEAN-JAURÈS-STR.,1,2016,12,13.3197288,52.606994,4540101-4766077
WILHELMSRUHER DAMM,12,2016,12,13.3528476432306,52.5965100817386,4765110
ZABEL-KRÜGER-DAMM,4,2016,12,13.3395116772596,52.6120303301954,4802391
AM FEUCHTEN WINKEL / PASEWALKER STR.,1,2016,13,13.4288333,52.5790962,4776197-4776203
AM SCHLOßPARK / OSSIETZKYSTR. / PARKSTR.,1,2016,13,13.4075487,52.5738855,4764644-4764656-4764658
AMALIENPARK / BREITE STR.,1,2016,13,13.4142897,52.5721626,4631947-24668380
ANGERWEG,1,2016,13,13.3795223008017,52.5883136071102,4764920
ANGERWEG / SCHILLERSTR. / SCHÖNHOLZER WEG,1,2016,13,13.3741853,52.5867874,4764920-4765047-25957604
ANLAGE EINIGKEIT / BLANKENFELDER CHAUSSEE / ROSENTHALER WEG,1,2016,13,13.4021672,52.6028494,4407913-4803116
ARNOLD-ZWEIG-STR.,1,2016,13,13.4213841798591,52.5624690346924,4632071
BERLINER STR.,17,2016,13,13.4126908669094,52.5628072028975,4631700
BERLINER STR. / BORKUMSTR.,1,2016,13,13.4127589,52.5650428,4631700-123959488
BERLINER STR. / BREITE STR.,2,2016,13,13.4098491,52.5710863,4631700-4631947
BERLINER STR. / BRENNERSTR. / MÜHLENSTR. / VINETASTR.,4,2016,13,13.413202876349382,52.5588259007258,4631700-10575630-35573583-146173206
BERLINER STR. / ESPLANADE / WESTERLANDSTR.,3,2016,13,13.413785923371751,52.557665990339075,4631700-4631706-123384345
BERLINER STR. / GRANITZSTR. / KISSINGENSTR.,3,2016,13,13.41301975,52.5663531,4631700-4632067-144945039
BERLINER STR. / HADLICHSTR.,1,2016,13,13.4120591,52.5682486,4631700-4776148
BERLINER STR. / MAXIMILIANSTR.,2,2016,13,13.4131121,52.56114225,4631700-4631994
BERLINER STR. / MÜHLENSTR. / TIROLER STR.,2,2016,13,13.412558875000002,52.559236575,4631700-10575630-146173175
BERLINER STR. / SCHULSTR.,1,2016,13,13.4113011,52.5696287,4631700-172248643
BINZSTR. / PRENZLAUER PROMENADE,3,2016,13,13.4272571,52.5643558,4484351-114586158
BIRNBAUMRING / SCHILDOWER STR.,1,2016,13,13.3825077,52.6303769,18928585-20821970
BLANKENBURGER STR.,11,2016,13,13.4181932648739,52.5842311056913,4776611
BLANKENBURGER STR. / BLANKENBURGER STR.,1,2016,13,13.4181932648739,52.5842311056913,4776611
BLANKENBURGER STR. / DIETZGENSTR. / OSSIETZKYPLATZ,3,2016,13,13.40400545,52.5812048,4764689-4776611-26795568
BLANKENBURGER STR. / HANS-JÜRGEN-STR.,1,2016,13,13.4277765,52.5869384,4776611-4776617
BLANKENBURGER STR. / KLOTHILDESTR.,1,2016,13,13.4145127,52.5831282,4776611-4776658
BLANKENBURGER STR. / SIEGFRIEDSTR.,2,2016,13,13.4114314,52.5822325,4776611-4777076
BLANKENFELDER CHAUSSEE / HAUPTSTR.,2,2016,13,13.385806200000001,52.609878,4045656-4803116
BLANKENFELDER STR. / GARTENSTR.,1,2016,13,13.428937,52.6026402,16419385-35313212
BLEICHERODER STR. / MENDELSTR. / STIFTSWEG,1,2016,13,13.4189137,52.575,4776154-4776166-138166311
BREITE STR.,8,2016,13,13.4079018274382,52.5702413360264,4631947
BUCHER STR.,1,2016,13,13.4493566332588,52.6184412274919,9189975
BUCHER STR. / PANKGRAFENSTR.,1,2016,13,13.4199605,52.5924494,4764651-9189975
CHAMISSOSTR.,1,2016,13,13.434936243683,52.6025764746069,16417751
CUNISTR. / ROSENTHALER WEG,1,2016,13,13.4260972,52.6076863,4407913-16308934
DAMEROWSTR.,1,2016,13,13.4223180362352,52.5734878590114,4631946
DAMEROWSTR. / HADLICHSTR. / STIFTSWEG / BREITE STR.,2,2016,13,13.414911660524865,52.57227874366054,4631946-4631947-4776148-4776166
DAMMSMÜHLER STR. / DIETZGENSTR.,2,2016,13,13.4030545,52.595568,4764689-22875395
DIETZGENSTR.,4,2016,13,13.4027407418101,52.59290150731,4764689
DIETZGENSTR. / KASTANIENALLEE,1,2016,13,13.4027779,52.5931597,4764689-4777290
DIETZGENSTR. / MITTELSTR.,1,2016,13,13.4025456,52.5922117,4764689-22875381
DIETZGENSTR. / SCHILLERSTR. / SCHÖNHAUSER STR.,1,2016,13,13.392673975000001,52.588224749999995,4764689-4765047-4777025
DIETZGENSTR. / WACKENBERGSTR.,1,2016,13,13.4034641,52.5829488,4764689-4777029
DOLOMITENSTR.,1,2016,13,13.4039927396765,52.5612175839143,4631988
DUSEKESTR. / FLORASTR.,1,2016,13,13.4081274,52.565864,4632868-144842130
EDELWEIßSTR. / HAUPTSTR.,1,2016,13,13.3674979,52.5863746,4045656-174724920
EINTRACHTSTR. / BREITE STR.,1,2016,13,13.4105189,52.5712157,4631947-4764643
ELSA-BRÄNDSTRÖM-STR.,2,2016,13,13.419372970534,52.5597351515913,23845949
ELSA-BRÄNDSTRÖM-STR. / NEUMANNSTR. (ENDE),1,2016,13,13.422344200000001,52.559841649999996,4631542-23845949
ELSA-BRÄNDSTRÖM-STR. / PRENZLAUER PROMENADE,6,2016,13,13.4279251,52.5606026,4484351-23845949
ESPLANADE / TOBLACHER STR.,1,2016,13,13.4092725,52.5577403,123384345-146174864
FLORASTR.,4,2016,13,13.4039660910225,52.5655126115084,4632868
FLORASTR. / GRUNOWSTR.,1,2016,13,13.4102605,52.5668824,4632868-4637744
FRIEDRICH-ENGELS-STR.,2,2016,13,13.386663299725,52.5901213725765,4764795
FRIEDRICH-ENGELS-STR. / LUTHERSTR.,1,2016,13,13.3906769,52.5843627,4764795-4764805
GALENUSSTR. / PARACELSUSSTR.,1,2016,13,13.4228037,52.5799745,4776149-4776150
GERMANENSTR.,1,2016,13,13.3757390509517,52.5805065399568,4764861
GÖRSCHSTR.,1,2016,13,13.4007527786019,52.5652292905424,4632870
GRABBEALLEE,4,2016,13,13.398776926789,52.575482059266,4764190
GRABBEALLEE / HEINRICH-MANN-STR. / SCHÖNHOLZER STR. / SCHÖNHOLZER BRÜCKE (PANKE),1,2016,13,13.398260533333334,52.57101533333334,4764162-4764166-4764190-184581435
GRABBEALLEE / PFEILSTR.,1,2016,13,13.3985722,52.5721714,4764190-4764204
GRABBEALLEE / TSCHAIKOWSKISTR.,1,2016,13,13.3982868,52.5768303,4764190-4764208
GRANITZSTR. / PRENZLAUER PROMENADE / ROTHENBACHSTR.,2,2016,13,13.428782649999999,52.5719513,4484351-25833007-144945039
GRUMBKOWSTR. / WACKENBERGSTR.,1,2016,13,13.4215315,52.5883326,4776633-4777029
GÜLLWEG / WALDSTR. / HERMANN-HESSE-STR.,2,2016,13,13.400400574999999,52.580394975,4764174-4764684-4777277
HADLICHSTR.,1,2016,13,13.4149689878437,52.5695737174334,4776148
HALLANDSTR. / NEUMANNSTR.,1,2016,13,13.4231741,52.5574075,4631542-123943329
HAUPTSTR.,8,2016,13,13.3738404612204,52.5951318680356,4045656
HAUPTSTR. / LESSINGSTR. (ENDE),2,2016,13,13.369937,52.5893524,4045656-4765050
HAUPTSTR. / SCHILLERSTR.,1,2016,13,13.3687706,52.5879531,4045656-4765047
HEINRICH-BÖLL-STR. / DIETZGENSTR. / UHLANDSTR.,1,2016,13,13.394055625,52.592518424999994,4764689-4765039-4777119
HEINRICH-MANN-STR. / HERMANN-HESSE-STR.,3,2016,13,13.389674,52.5743269,4764166-4764174
HERMANN-HESSE-STR.,3,2016,13,13.3951271094977,52.5777737106119,4764174
HERMANN-HESSE-STR. / PASTOR-NIEMÖLLER-PLATZ,1,2016,13,13.3980095,52.57967775,4764174-4764196
HERTHAPLATZ,1,2016,13,13.4088331514334,52.5850036145256,4777065
HEYNSTR.,1,2016,13,13.4027461679331,52.5639047510264,23926904
HOMEYERSTR. / HERMANN-HESSE-STR.,1,2016,13,13.3923742,52.5755123,4764174-4764201
IDASTR.,1,2016,13,13.4117988,52.5838598,4777071
KALVINISTENWEG / BLANKENFELDER STR.,1,2016,13,13.4264354,52.60319,16419289-35313212
KGA RÜGEN / SCHÖNHAUSER STR. / ZIMBELSTR.,1,2016,13,13.4231622,52.5934583,4777025-4777056
KISSINGENPLATZ / KISSINGENSTR. / NEUMANNSTR.,2,2016,13,13.421181,52.5672579,4631542-4632067-25432261
KLOTHILDESTR.,2,2016,13,13.4145464486477,52.5830808495524,4776658
KREUZSTR.,1,2016,13,13.398191919489,52.5687321027943,4764188
KREUZSTR. / PARKSTR. / SCHÖNHOLZER STR.,3,2016,13,13.3988273,52.57060165,4764162-4764188-4764656
KUCKHOFFSTR.,1,2016,13,13.3926390514569,52.5822158051895,4764815
