year,directorate,street,count
2014,11,ALLMENDEWEG,1
2014,11,ALT-HEILIGENSEE / HEILIGENSEESTR. / HENNIGSDORFER STR. / SCHULZENDORFER STR.,2
2014,11,ALT-REINICKENDORF / ROEDERNALLEE / VELTENER STR.,1
2014,11,AM BORSIGTURM,1
2014,11,AM NORDGRABEN / EICHBORNDAMM,1
2014,11,AN DER MÜHLE / KAROLINENSTR. / WAIDMANNSLUSTER DAMM / FLIEßBRÜCKE,2
2014,11,ANTONIENSTR.,3
2014,11,ANTONIENSTR. / EICHBORNDAMM / MIRAUSTR.,4
2014,11,ANTONIENSTR. / KIENHORSTSTR.,1
2014,11,ANTONIENSTR. / SCHARNWEBERSTR. / A 111 BAB AUTOBAHNZUBRINGER HAMBURG / 111 AS E,4
2014,11,ANTONIENSTR. / WITTESTR.,2
2014,11,AROSER ALLEE,2
2014,11,AROSER ALLEE / EMMENTALER STR. / GOTTHARDSTR.,2
2014,11,AROSER ALLEE / HOLLÄNDERSTR.,1
2014,11,AROSER ALLEE / LINDAUER ALLEE,3
2014,11,AROSER ALLEE / ZERMATTER STR.,2
2014,11,AUGUSTE-VIKTORIA-ALLEE,1
2014,11,AUGUSTE-VIKTORIA-ALLEE / GENERAL-BARBY-STR.,3
2014,11,AUGUSTE-VIKTORIA-ALLEE / HUMBOLDTSTR. / OLLENHAUERSTR.,1
2014,11,BERLINER STR.,5
2014,11,BERLINER STR. / AM BORSIGTURM,1
2014,11,BERLINER STR. / BRUNOWSTR.,3
2014,11,BERLINER STR. / EGELLSSTR. / WITTESTR.,3
2014,11,BERLINER STR. / ERNSTSTR. / AM BORSIGTURM,1
2014,11,BERLINER STR. / NAMSLAUSTR.,1
2014,11,BERLINER STR. / VEITSTR.,1
2014,11,BERNAUER STR.,1
2014,11,BERNAUER STR. / BERNAUER STR.,1
2014,11,BERNSTORFFSTR.,1
2014,11,BLANKESTR.,1
2014,11,BLANKESTR. / SCHARNWEBERSTR.,2
2014,11,BORSIGWALDER WEG / MIRAUSTR.,1
2014,11,BORSIGWALDER WEG / SCHUBARTSTR.,1
2014,11,BOTTROPER WEG,1
2014,11,BRUNOWSTR.,1
2014,11,BUDDESTR.,1
2014,11,BUDDESTR. / BERNSTORFFSTR.,1
2014,11,BUDDESTR. / GORKISTR.,1
2014,11,BUDDESTR. / WAIDMANNSLUSTER DAMM,1
2014,11,DAMKITZSTR. / SCHULZENDORFER STR.,1
2014,11,DUBLINER STR. / HOLLÄNDERSTR.,1
2014,11,EDELTRAUTWEG / JÖRSSTR.,1
2014,11,EGIDYSTR. / WAIDMANNSLUSTER DAMM,1
2014,11,EICHBORNDAMM,2
2014,11,EICHBORNDAMM / WALDSTR. / WITTESTR.,1
2014,11,ERNSTSTR.,1
2014,11,FLOHRSTR. / SEIDELSTR.,1
2014,11,FLOTTENSTR. / ROEDERNALLEE,1
2014,11,FLUGHAFEN TEGEL,1
2014,11,FRIEDERIKESTR. / GERLINDEWEG,1
2014,11,GORKISTR.,1
2014,11,GORKISTR. / MIRAUSTR.,1
2014,11,GOTTHARDSTR. / KAPWEG / SCHARNWEBERSTR.,2
2014,11,GROßKOPFSTR. / OLLENHAUERSTR.,1
2014,11,HABICHTSTR. / FALKENPLATZ,1
2014,11,HEILIGENSEESTR.,1
2014,11,HENNIGSDORFER STR.,1
2014,11,HENNIGSDORFER STR. / SILBERHAMMERWEG / ANGLERSIEDLUNG,1
2014,11,HERMSDORFER DAMM / WAIDMANNSLUSTER DAMM / A 111 BAB AUTOBAHNZUBRINGER HAM,1
2014,11,HOLLÄNDERSTR.,2
2014,11,HOLZHAUSER STR.,3
2014,11,HOLZHAUSER STR. / JACOBSENWEG,1
2014,11,HOLZHAUSER STR. / MIRAUSTR.,1
2014,11,HOLZHAUSER STR. / WITTESTR.,3
2014,11,HUMBOLDTSTR.,1
2014,11,KAROLINENSTR.,1
