year,directorate,street,count
2017,12,ALEMANNENSTR. / MAXIMILIANKORSO,1
2017,12,ALT-WITTENAU / EICHBORNDAMM,1
2017,12,ALT-WITTENAU / GORKISTR. / ROSENTRETERPROMENADE,1
2017,12,AM KAHLSCHLAG / SIGISMUNDKORSO,1
2017,12,AM LEHNSHOF / BERLINER STR.,1
2017,12,AM NORDGRABEN,1
2017,12,AMENDESTR.,2
2017,12,AMENDESTR. / RESIDENZSTR.,2
2017,12,ARMBRUSTWEG / EMMENTALER STR. / REGINHARDSTR.,1
2017,12,ARTEMISSTR. / BRANDTSTR.,1
2017,12,BERLINER STR.,2
2017,12,BERLINER STR. / BERTRAMSTR. / WACHSMUTHSTR.,1
2017,12,BERLINER STR. / BURGFRAUENSTR. / VELTHEIMSTR.,1
2017,12,BERLINER STR. / ROBINIENWEG,1
2017,12,BERTASTR. / SCHILDOWER STR.,1
2017,12,BREITKOPFSTR.,1
2017,12,BURGFRAUENSTR. / HOHEFELDSTR.,1
2017,12,BURGFRAUENSTR. / ROEDERNSTR.,1
2017,12,CYCLOPSTR.,1
2017,12,DANNENWALDER WEG,1
2017,12,DANNENWALDER WEG / FINSTERWALDER STR. / WILHELMSRUHER DAMM,3
2017,12,DANNENWALDER WEG / TREUENBRIETZENER STR. / WILHELMSRUHER DAMM,3
2017,12,DRONTHEIMER STR. / RITTERLANDWEG / SOLDINER STR. / PROVINZSTR.,1
2017,12,DÜBELPFAD,1
2017,12,EDELHOFDAMM,1
2017,12,EICHHORSTER WEG / LÜBARSER STR.,1
2017,12,EMMENTALER STR. / RESIDENZSTR.,2
2017,12,EMMENTALER STR. / THURGAUER STR.,1
2017,12,FALKENTALER STEIG / HEINSESTR. / HERMSDORFER DAMM,1
2017,12,FELLBACHER STR.,1
2017,12,FELLBACHER STR. / HEINSESTR. / FELLBACHER PLATZ,1
2017,12,FINSTERWALDER STR.,1
2017,12,FÜRSTENDAMM,1
2017,12,GRALSBURGSTEIG,1
2017,12,HAUSOTTERSTR. / RESIDENZSTR. / STARGARDTSTR.,1
2017,12,HEINSESTR.,3
2017,12,HERMSDORFER DAMM,2
2017,12,HERMSDORFER DAMM / HOHEFELDSTR.,1
2017,12,HERMSDORFER STR.,1
2017,12,HERMSDORFER STR. / LANGE ENDEN / BLOMBERGER WEG,1
2017,12,HOCHJAGDSTR. / WAIDMANNSLUSTER DAMM,1
2017,12,HOLLÄNDERSTR.,1
2017,12,HOLLÄNDERSTR. / LETTEALLEE / RESIDENZSTR. / FAHLANDGASSE / FRANZ-NEUMANN-PLATZ,1
2017,12,HOLLÄNDERSTR. / MARKSTR.,3
2017,12,HOLZSTR. / LETTEALLEE / PROVINZSTR.,1
2017,12,ILBESHÄUSER WEG,1
2017,12,JANSENSTR. / ORANIENBURGER STR.,2
2017,12,JEAN-JAURÈS-STR.,1
2017,12,KASINOWEG,1
2017,12,KLEMKESTR.,1
2017,12,KOPENHAGENER STR.,4
2017,12,LENGEDER STR. / ROEDERNALLEE,1
2017,12,LETTEALLEE,1
2017,12,MARKSTR.,2
2017,12,MARKSTR. / PANKOWER ALLEE / RESIDENZSTR.,1
2017,12,MARKSTR. / WALDERSEESTR.,1
2017,12,MITTELBRUCHZEILE,1
2017,12,ORANIENBURGER CHAUSSEE / RAUENTALER STR. / SCHÖNFLIEßER STR.,1
2017,12,ORANIENBURGER CHAUSSEE / SCHÖNFLIEßER STR.,1
2017,12,ORANIENBURGER STR.,1
2017,12,ORANIENBURGER STR. / ROEDERNALLEE,1
2017,12,ORANIENDAMM,1
2017,12,ORANIENDAMM / WAIDMANNSLUSTER DAMM / ZABEL-KRÜGER-DAMM,1
2017,12,PANKOWER ALLEE,1
2017,12,PROVINZSTR.,1
2017,12,QUICKBORNER STR.,1
2017,12,RATHAUSPROMENADE,1
2017,12,REGINHARDSTR.,5
2017,12,RESIDENZSTR.,8
2017,12,RESIDENZSTR. / RITTERLANDWEG,1
2017,12,RESIDENZSTR. / SIMMELSTR.,2
2017,12,ROEDERNALLEE,4
2017,12,SALLGASTER STR.,1
2017,12,SCHILDOWER STR.,1
2017,12,SCHONACHER STR. / ZABEL-KRÜGER-DAMM / SCHLUCHSEESTR.,1
2017,12,SCHORFHEIDESTR.,2
2017,12,SCHULZENDORFER STR. / BRANDTSTR. / HEINSESTR.,1
2017,12,SENFTENBERGER RING,1
2017,12,SENFTENBERGER RING / WILHELMSRUHER DAMM,1
2017,12,SOMMERSTR.,2
2017,12,TESSENOWSTR.,2
2017,12,TRIFTSTR.,1
2017,12,WACHSMUTHSTR.,2
2017,12,WAIDMANNSLUSTER DAMM,5
2017,12,WAIDMANNSLUSTER DAMM / JEAN-JAURÈS-STR.,1
2017,12,WALDSEEWEG,1
2017,12,WILHELMSRUHER DAMM,5
2017,12,WILTINGER STR. / ZELTINGER PLATZ,1
2017,12,ZELTINGER PLATZ / FROHNAUER BRÜCKE,1
2017,12,ZELTINGER STR. / ZERNDORFER WEG,1
2017,12,ZERPENSCHLEUSER RING,1
2017,13,ACHTERMANNSTR. / MENDELSTR. / WOLFSHAGENER STR.,1
2017,13,AM SCHLOßPARK,1
2017,13,AM SCHLOßPARK / KAVALIERSTR.,1
2017,13,ANGERWEG / FRIEDRICH-ENGELS-STR. / KASTANIENALLEE (ENDE),2
2017,13,ARKONASTR. / KISSINGENSTR. / STUBNITZSTR.,1
2017,13,BAHNHOFSTR. / BERLINER STR. / PASEWALKER STR. / ROSENTHALER STR.,1
2017,13,BAHNHOFSTR. / EWESTSTR.,1
2017,13,BAHNHOFSTR. / FERDINAND-BUISSON-STR.,1
2017,13,BERLINER STR.,5
2017,13,BERLINER STR. / BREITE STR.,3
2017,13,BERLINER STR. / BRENNERSTR. / MÜHLENSTR. / VINETASTR.,2
2017,13,BERLINER STR. / ELSA-BRÄNDSTRÖM-STR.,1
2017,13,BERLINER STR. / FLORASTR.,6
2017,13,BERLINER STR. / GRANITZSTR. / KISSINGENSTR.,6
2017,13,BERLINER STR. / HADLICHSTR.,4
2017,13,BERLINER STR. / MASURENSTR.,1
2017,13,BERLINER STR. / MAXIMILIANSTR.,1
2017,13,BERLINER STR. / MÜHLENSTR. / TIROLER STR.,1
2017,13,BERLINER STR. / SCHULSTR.,1
2017,13,BEUTHSTR. / WALDOWSTR.,1
2017,13,BINZSTR. / PRENZLAUER PROMENADE,1
2017,13,BLANKENBURGER STR.,5
2017,13,BLANKENBURGER STR. / BUCHHOLZER STR.,3
2017,13,BLANKENBURGER STR. / DIETZGENSTR. / OSSIETZKYPLATZ,2
2017,13,BLANKENBURGER STR. / ELISABETH-CHRISTINEN-STR.,2
2017,13,BLANKENBURGER STR. / HANS-JÜRGEN-STR.,1
2017,13,BLANKENBURGER STR. / KLOTHILDESTR.,1
2017,13,BLANKENBURGER STR. / LINDENBERGER STR.,1
2017,13,BLANKENBURGER STR. / STRAßE 199,1
